tid,id,title,authors,venue,year
69617,conf/vldb/SubietaKL95,Procedures in Object-Oriented Query Languages,"K Subieta, Y Kambayashi, J Leszczylowski",VLDB,1995
69620,conf/vldb/MoserKK95,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,"F Moser, A Kraiss, W Klas",VLDB,1995
69626,conf/vldb/TreschPL95,Type Classification of Semi-Structured Documents,"M Tresch, N Palmer, A Luniewski",VLDB,1995
69645,conf/vldb/SumiyaYTSI95,A Product Specification Database for Visual Prototyping,"K Sumiya, K Yasutake, H Tanaka, N Sanada, Y Imai",VLDB,1995
69647,conf/vldb/DidriksenGD95,Database De-Centralization - A Practical Approach,"T Didriksen, C Galindo-Legaria, E Dahle",VLDB,1995
69663,journals/sigmod/Ozsu02,Chair's Message,,,2002
69666,conf/vldb/ReuterCGSW95,Databases and Workflow Management: What is it All About? (Panel),"A Reuter, S Ceri, J Gray, B Salzberg, G Weikum",VLDB,1995
69680,conf/vldb/Galindo-LegariaPK94,"Fast, Randomized Join-Order Selection - Why Use Transformations?","C Galindo-Legaria, A Pellenkoft, M Kersten",VLDB,1994
69683,conf/vldb/NgH94,Efficient and Effective Clustering Methods for Spatial Data Mining,"R Ng, J Han",VLDB,1994
69697,conf/vldb/KemperK94,Dual-Buffering Strategies in Object Bases,"A Kemper, D Kossmann",VLDB,1994
69711,journals/sigmod/Winslett02c,Interview with David Maier,,,2002
69712,conf/vldb/EvangelidisLS95,"The hBP-tree: A Modified hB-tree Supporting Concurrency, Recovery and Node Consolidation","G Evangelidis, D Lomet, B Salzberg",VLDB,1995
69719,conf/vldb/RamakrishnanGRSWZ95,Scientific Journals: Extinction or Explosion? (Panel),"R Ramakrishnan, H Garcia-Molina, G Rossbach, A Silberschatz, G Wiederhold, J Zijlstra",VLDB,1995
69720,journals/sigmod/ButtlerCCFHLPRX02,Querying Multiple Bioinformatics Data Sources: Can Semantic Web Research Help?,"D Buttler, M Coleman, T Critchlow, R Fileto, W Han, L Liu, C Pu, D Rocco, L Xiong",SIGMOD Record,2002
69722,conf/vldb/SistlaYLL95,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,"A Sistla, C Yu, C Liu, K Liu",VLDB,1995
69730,conf/vldb/SimonD95,Promises and Realities of Active Database Systems,"E Simon, A Dittrich",VLDB,1995
