tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
10,tt12534669,7.0,5
13,tt0040146,5.6,14
14,tt2578260,6.6,5
15,tt12534907,7.3,18812
23,tt12531237,7.7,7
34,tt12532783,6.5,39
35,tt12545357,1.1,122
36,tt9035628,5.1,60
37,tt12531849,6.8,2
38,tt12533952,7.8,258
40,tt0039847,6.7,377
41,tt12538930,7.2,32
43,tt12533076,9.3,6
46,tt12545610,7.1,17
54,tt12540418,7.2,842
55,tt12538716,5.9,39
57,tt12532968,7.0,39
58,tt12541427,8.3,12
60,tt12538296,5.2,6
63,tt12538434,8.6,21
65,tt12538062,7.4,52
72,tt12545396,5.7,16
76,tt12544195,4.6,30
77,tt12544362,7.8,89
81,tt2083932,5.9,15
82,tt6548410,4.0,10
85,tt4708408,2.2,8
86,tt0499179,8.6,16
88,tt12542257,9.1,15
90,tt12535633,4.5,11
94,tt12542350,6.7,20
100,tt12531600,4.9,10
106,tt12532204,2.6,24
114,tt12541775,6.1,18
116,tt12536172,7.0,5
117,tt0074004,8.4,690
124,tt12545778,7.4,55
127,tt12541504,4.9,243
130,tt12539070,6.0,8
136,tt12535808,6.2,28
137,tt12539959,5.8,304
139,tt7388830,7.7,16
140,tt12543980,5.1,17
143,tt12540779,5.9,6
147,tt12543668,6.3,2400
155,tt12545048,6.3,1034
160,tt12531236,7.1,11
164,tt5421602,8.7,28009
167,tt12540137,5.6,1057
169,tt12532474,7.0,7
172,tt12531231,5.0,7
173,tt8667604,8.3,12
177,tt12539622,6.0,-4
182,tt12542856,8.0,22
183,tt12534312,7.9,18
188,tt12536369,8.0,79
189,tt3073216,6.4,5
192,tt12537971,5.9,5
197,tt12533903,7.1,54
198,tt12532677,8.1,91
201,tt12538572,6.9,30
202,tt12545683,5.4,188
207,tt12536731,6.2,-1
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
215,tt12535069,5.7,21
217,tt12537273,6.7,149
219,tt12543760,4.6,12
222,tt12534923,6.7,348
225,tt12533514,8.4,9
228,tt3526322,7.2,5
230,tt12545128,5.8,96
233,tt12535438,5.4,55
235,tt12536034,7.2,9
236,tt12537252,6.5,6
237,tt12545129,5.3,95
238,tt12536238,7.9,17
242,tt12538563,5.0,9
243,tt12542065,7.2,17
247,tt6876646,8.5,8
249,tt12543415,5.0,6
253,tt12541832,4.0,11
257,tt12541697,8.8,18
272,tt0954423,7.8,9
273,tt0030861,6.8,24
275,tt12531863,4.6,2149
278,tt12543861,4.7,28
283,tt12542142,5.6,4
284,tt12543389,7.1,19
289,tt12537970,6.2,6
