tid,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,genres
12687,tt12541831,movie,La kermesse érotique,La kermesse érotiqueL,0,1974,Comedy
12690,tt12540239,tvMovie,Du Mahe Shamsi,Du Mahe Shamsi,0,2025,History
12692,tt12533309,movie,Crazy Legs Conti Zen and the Art of Competitive EatingB,Crazy Legs Conti Zen and the Art of Competitive Eating,1,2000,Documentary
12697,tt1691892,movie,999,999,0,2010,Drama
12699,tt12545687,short,Shark Out of WaterU,Shark Out of Water,0,2015,Drama-Short
12710,tt12531574,short,The Van JobR,The Van JobG,0,2010,Crime
12722,tt12536010,movie,Pop Aye,Pop Ayet,0,2011,Drama
12732,tt12533194,tvSpecial,The 36th Annual Golden Globes Awardsm,The 36th Annual Golden Globes Awards,1,1979,News
12733,tt5576992,movie,Welcome to Nowhere,Welcome to Nowhere,0,2018,Comedy
12742,tt12541331,tvSeries,Too Stupid to DieE,Too Stupid to Die,0,2027,RealityTV
12754,tt12535444,short,Michael Myers vs Ghostface,Michael Myers vs GhostfaceU,0,2013,Horror-Short
12765,tt12532925,movie,Un marido a precio fijo,Un marido a precio fijo,1,1942,Comedy
12778,tt12537803,movie,King Me,King MeA,0,2001,Biography-Comedy-Documentary
12789,tt0437803,tvMovie,Alien Siege,Alien Siege,0,2005,Action-Adventure-Drama
12792,tt12542710,movie,Cover Girl Culture Awakening the Media Generation,Cover Girl Culture Awakening the Media Generation,0,2008,Documentary
12799,tt12533534,movie,State of Dogs,State of Dogs,0,1998,Documentary
12804,tt12541833,movie,La kermesse érotique,La kermesse érotique\\,0,1979,Adult-Comedy
12813,tt12534200,tvMovie,Aka Albert WalkerK,Aka Albert Walker,0,2010,Thriller
12817,tt12544586,movie,Servants QuartersB,Servants Quarters,1,2016,Fantasy
12819,tt12533508,video,Video kontsert DIFH,Video kontsert DIF,0,2015,Comedy-Music-News
12820,tt12535777,movie,The Sideling Hill,The Sideling Hill,0,2019,Horror
