tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
10,tt12534669,7.0,5
13,tt0040146,5.6,14
16,tt12543213,4.9,5
22,tt12540390,6.6,60
30,tt12540401,7.0,59
36,tt9035628,5.1,60
37,tt12531849,6.8,2
39,tt12539741,5.1,29
44,tt12535785,9.1,28006
46,tt12545610,7.1,17
49,tt8181336,6.4,19
50,tt12535723,5.8,121
51,tt12541653,6.5,24
54,tt12540418,7.2,842
60,tt12538296,5.2,6
61,tt0311234,6.8,11
62,tt12537280,7.8,25
66,tt12536025,6.3,149
67,tt12543825,4.8,24
69,tt12543819,6.5,38
74,tt12544709,8.3,19
79,tt12541733,5.2,64
87,tt12535533,7.3,754
92,tt12539677,4.3,15
93,tt12532992,5.3,17
96,tt12542144,5.7,1172
101,tt1337354,7.2,847
102,tt12538281,2.5,803
110,tt12544497,7.2,8
116,tt12536172,7.0,5
120,tt12531195,7.9,11
121,tt12534531,4.7,68
126,tt12533194,7.3,7
131,tt12538966,5.0,285
136,tt12535808,6.2,28
137,tt12539959,5.8,304
142,tt12541380,4.4,1189
143,tt12540779,5.9,6
144,tt12539473,5.4,10
145,tt12545636,7.2,439
146,tt12533448,4.5,386
151,tt2308048,6.6,13
152,tt12534147,6.4,7
154,tt12535270,8.0,12
159,tt0828149,8.6,12
160,tt12531236,7.1,11
163,tt12545536,5.1,22995
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
171,tt12541929,6.9,0
172,tt12531231,5.0,7
177,tt12539622,6.0,-4
180,tt12539386,6.2,6
185,tt0250200,6.2,6
189,tt3073216,6.4,5
191,tt12535271,8.2,15
192,tt12537971,5.9,5
196,tt0350037,6.3,149
197,tt12533903,7.1,54
198,tt12532677,8.1,91
201,tt12538572,6.9,30
204,tt12545482,7.8,53
205,tt12544326,4.6,52
210,tt12537038,4.0,2173
215,tt12535069,5.7,21
216,tt12536445,7.0,256
219,tt12543760,4.6,12
224,tt12540343,7.5,56
226,tt12532053,7.4,7
227,tt12544403,5.9,5
229,tt12537583,6.6,59
235,tt12536034,7.2,9
237,tt12545129,5.3,95
238,tt12536238,7.9,17
242,tt12538563,5.0,9
245,tt12541919,7.1,28
246,tt12532013,6.4,7
247,tt6876646,8.5,8
250,tt12542735,7.0,66
252,tt12534589,7.1,7
253,tt12541832,4.0,11
255,tt12532704,1.7,26
257,tt12541697,8.8,18
265,tt2141569,7.4,15
266,tt12531325,7.3,29
271,tt12543140,5.4,-5
272,tt0954423,7.8,9
274,tt12545091,7.4,44
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
