tid,tconst,averageRating,numVotes
6,tt12538154,7.9,92
7,tt12535755,6.3,150
20,tt0108622,6.7,355
22,tt12540390,6.6,60
23,tt12531237,7.7,7
27,tt0927634,6.4,8
36,tt9035628,5.1,60
39,tt12539741,5.1,29
61,tt0311234,6.8,11
63,tt12538434,8.6,21
64,tt12541634,5.3,15
78,tt12532254,7.4,61
85,tt4708408,2.2,8
88,tt12542257,9.1,15
89,tt6620638,6.5,8
99,tt12539478,8.2,11
105,tt12531413,6.7,1811
107,tt0471839,5.2,31
108,tt12535644,4.9,8
109,tt12534926,6.4,126
137,tt12539959,5.8,304
153,tt0865634,8.4,52
157,tt12534827,7.4,6
171,tt12541929,6.9,0
179,tt12536033,7.1,9
187,tt7203520,6.0,909
203,tt1879071,5.5,10
206,tt12534789,6.0,22
208,tt1024156,9.0,111
217,tt12537273,6.7,149
220,tt12542760,7.5,167
221,tt12543412,8.0,45
227,tt12544403,5.9,5
232,tt12531870,6.3,0
270,tt12544050,6.4,92
275,tt12531863,4.6,2149
277,tt12538867,7.8,33
291,tt12537760,7.3,88
297,tt12533508,1.7,22
329,tt3364888,6.1,11
341,tt12539456,7.1,30
345,tt12532225,6.2,940
354,tt12543216,8.7,7
356,tt2770480,6.9,11052
378,tt12533587,4.7,1710
380,tt12533308,7.9,65
383,tt0816629,4.9,243
391,tt12536511,6.1,32
398,tt0956193,7.1,30
406,tt12543236,5.8,6
417,tt12541324,6.7,5
423,tt12540495,7.6,12
434,tt12535619,5.7,123
437,tt0364182,9.0,14
440,tt12545147,9.0,7610
444,tt12532981,8.3,12
455,tt12537206,7.7,8
459,tt0387616,8.1,516
460,tt12534972,6.4,14
465,tt12544496,6.9,8
466,tt0017883,5.9,10
469,tt12540074,9.1,2
476,tt1545097,4.7,1710
477,tt12544877,6.4,527
480,tt12535340,7.4,8
488,tt12541356,6.1,116
496,tt2836540,8.5,10
498,tt12531801,4.7,774
503,tt7510284,7.7,175
508,tt12535436,5.4,64
509,tt12531853,8.7,9
513,tt12531324,7.5,27
517,tt12534212,7.2,34
518,tt12539678,4.3,18
521,tt12540773,7.5,11
527,tt12533525,8.8,10
529,tt0948457,7.8,32
531,tt12542683,5.8,39
539,tt12538793,6.9,30
544,tt12538616,7.0,91
553,tt12542568,5.8,127
554,tt12531131,6.8,53
555,tt5937980,10.0,6
558,tt12542003,6.2,13
