tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
5,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O.  Inganas and M.R. Andersson,",,(1994).,,5,,"J Appl. Phys.,",,,"893,",,,,,"76,",
8,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,(1994).,,8,,"Journal of Applied Physics,",,,"893,",,,,,"76,",
12,"Denver, Colorado, USA.","Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,12,,,,,,,,"User Embodiment in Collaborative Virtual Environments,",,,
16,"Paderborn, Germany,","Brown, D. F., Moura, H. & Watt, D. A.","`Proceedings of the International Workshop on Compiler Construction (CC-92)',","(1992b),","in U. Kas-tens & P. Pfahler, eds,",16,,,,"Vol. 641 of Lecture Notes in Computer Science,",pp. 95-109.,"Springer-Verlag,",,"Actress: an action semantics directed compiler generator,",,,
18,"Paderborn, FRG,","D. F. Brown, H. Moura, and D. A. Watt. Actress:","Proceedings of the 4th International Conference on Compiler Construction (CC'92),",October 1992.,"In U. Kastens and P. Pfahler, editors,",18,,,,"volume 641 of Lecture Notes in Computer Science,","pages 95-109,",Springer-Verlag.,,an action semantics directed compiler generator.,,,
26,"Pittsburgh, PA.","Daelemans, W., Van den Bosch, A., and Weijters, T.",,(1995).,"S. E. and Lebiere, C.",26,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",(1990). The Cascade-correlation Learning Architecture.,,,
29,,,"Proceedings of the Third International Conference on Genetic Algorithms,",(1989).,"In J. Schaffer (Ed.),",29,,,,,pp. 42-50.,Morgan Kaufmann.,,An investigation of niche and species formation in genetic function optimization.,,,
31,,"Dempster, A., Laird, N., and Rubin, D.",,(1977).,,31,,"Journal of the Royal Statistical Society B,",,,1-38.,,,Maximum likelihood from incomplete data via the EM algorithm.,,39,
35,,M. Dill and M.,Proceedings of the Royal Society London B (in press).,,,35,,,,,,,,Fahle,,,
38,,"Fahle, M.",,,,38,,"Vis. Res.,",,,2149-2184.,,,"(1991) Parallel perception of vernier offsets, curvature, and chevrons in humans.",,31:,
47,,"Fahle, M.",,(1997).,,47,,"Vision Research,",,,1885-1895. 66,,,"Specificity of learning curvature, orientation, and vernier discriminations.",,"37(14),",
48,,"Fahle, M.",,,,48,,"Vision Research,",,,1885-1895.,,,,,"37(14),",
53,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,53,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
57,,Scott Elliott Fahlman.,,1974.,,57,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
59,,"Fahlman, S.E.",,1974.,,59,,"Artificial Intelligence,",,,1-49.,,,A Planning System for Robot Construction Tasks.,,5(1),
61,,S. E. Fahlman.,,1974.,,61,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5,
69,,"Fahlman, S.",,(1979).,,69,,,,,,MIT Press.,,NETL: A system for representing and using real world knowledge.,,,
71,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,71,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real World Knowledge.,,,
74,"Cambridge, MA.","Fahlman, S. E.",,(1979).,,74,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
81,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,81,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
82,"Cambridge, Mass.,",S. E. Fahlman.,,1979.,,82,,,,,,"MIT Press,",,NETL : a System for Representing and Using Real-World Knowledge.,,,
86,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,86,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
87,"Cambridge, Massachusetts,","S. Fahlman,",,1979.,,87,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
88,,Scott E. Fahlman.,,1979.,,88,,,,,,"MIT Press,",,NETL: A System for Representing Real World Knowledge.,,,
90,"Cambridge, Mas-sachusetts,",S. Fahlman.,,1979.,,90,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
91,,Scott E Fahlman.,,1979.,,91,,,,,,"The MIT Press,",,"NETL, A System For Representing And Using Real-World Knowledge.",,,
94,"Cambridge, Ma,",S. E. Fahlman.,,1977.,,94,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
95,"Cambridge, MA,",S.E. Fahlman.,,1979.,,95,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
99,,Scott E. Fahlman.,,1979.,,99,,,,,,"MIT Press,",,Netl: A System For Representing And Using Real-World Knowledge.,,,
106,,"Fahlman, S. and Hinton, G.",,(1987).,,106,,"Computer,",,,100-118.,,,Connectionist Architectures for Artificial Intelligence.,,20,
107,"San Mateo, CA:","S. E. Fahlman,","Proc. of the 1988 Connectionist Models Summer School,",1989.,"D. Touretzky, G. Hinton and T. Sejnowski, eds.,",107,,,,,"pp. 38-51,","Morgan Kauffman,",,"Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
108,"San Mateo, CA.","Fahlman, S.",Proc. of the Connectionist Model Summer School.,(1988).,"In Touretzky, D. , Hinton, G. , and Sejnowski, T. , (eds.),",108,,,,,,"Morgan Kaufmann,",,Faster-learning variations on backpropagation: An empirical study.,,,
111,"San Mateo, CA:","Fahlman, S.E.",In Proc. 1988 Connectionist Models Summer School.,(1988),,111,,,,,,Morgan Kauffman,,Faster learning variations on backpropagation: An empirical study.,,,
116,"Pittsburgh, PA,","Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",116,,,,,38-51,"(Morgan Kaufman, San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,
123,"San Mateo, CA:","Fahlman, S.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",123,,,,,"38-51,",Morgan Kaufmann,,E . Faster-learning variations of backpropagation : An empirical study.,,,
125,"San Mateo, CA.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,",125,,,,,"pages 38-51,","Mor-gan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,,
132,,"S.E. Fahlman,","in  1988 Connectionist Models Summer School,",1988.,"T.J. Sejnowski, G.E. Hinton, and D.S. Touretzky, Eds.",132,,,,,,"Mor-gan Kaufmann,",,"Faster-learning Variations on Backpropagation : An Empirical Study,",,,
136,,S. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. Hinton, and T. Sejnowsky, editors,",136,,,,,pages 38-51.,"Morgan-Kauffman,",,Faster-learning variations on backpropagation: an empirical study.,,,
140,"San Mateo, CA:","S. E. Fahlman,","in Proceedings of the 1988 Connectionist Models Summer School,","1988,","D. S. Touretzky, G. E. Hinton, and T. J. Sejnowski,Eds.",140,,,,,pp. 38-51.,"Morgan Kaufmann,",,"Faster-learning variations on backpropagation: An empirical study,",,,
142,,S. E.,"in Proceedings of the 1988 Connectionist Summer School,",,,142,,,,,,Morgan Kauf-mann.,,"Fahlman (1988): Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
159,,"Fahlman, Scott.",,1988.,,159,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
164,,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,164,,,,,,Morgan-Kaufmann.,,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
168,"PA,","S. E. Fahlman,",,(1988).,,168,"School of Computer Science, Carnegie Mellon University, Pitts-burgh,",,,,,,"Tech--nical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in Backpropagation Networks,",,,
176,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,176,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
178,,S. E. Fahlman.,,1988.,,178,,,,,,,"Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report,",An empirical study of learning speed in back propagation networks.,,,
182,,"S. E. Fahlman,",,(1988).,,182,Carnegie-Mellon Computer Science Rpt.,,,,,,CMU-CS-88-162,"An Empirical Study of Learning Speed in Back-propagation Networks,",,,
186,,"S. E. Fahlman,",,"1988,",,186,,,,,,,CMU-CS-88-162.,"of Learning Speed in Back-Propagation Networks,",,,
189,,"Scott Fahlman,",,1988.,,189,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,
192,"Pittsburgh, PA:","Fahlman, S.E. and Lebiere, C.,",,1991.,,192,"Carnegie-Mellon University,",,,,,,"(technical report), CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
197,,"Fahlman, S. E. and Lebiere,C.",,(1990).,,197,Carnegie-Mellon Universtity.,,,,,,Technical Report CMU-CS-90-100.,The cascade-correlation learning architecture.,,,
198,"Pittsburgh, PA 15213.","Fahlman, S. E. and Lebiere, C.",,(1990).,,198,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
201,"Pittsburgh, PA.","Fahlman, S. E. and Lebiere, C.",,(1990).,,201,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-correlation Learning Architecture.,,,
207,"Pitts-burgh,PA",S. E. Fahlman and C. Lebiere.,,1990.,,207,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
209,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,209,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
211,,S. E. Fahlman and C. Lebiere.,,1990.,,211,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
