idDBLP,idScholar
conf/sigmod/ArasuG03,jp9ptMpdoGwJ
conf/sigmod/BarclaySG00,v6Rokk9Eht8J
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ
conf/sigmod/BhattacharyaMBNHS02,tsQbSCfQTooJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,SvL_dU_R8msJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,uPx8w3k7NyQJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,wF2-sxlGAu4J
conf/sigmod/BorkarDS01,8fu2bhk_i9EJ
conf/sigmod/BrinMUT97,VBB3teN9P6EJ
conf/sigmod/BrodskyK95,6t_N5axEm7cJ
conf/sigmod/BrodskyK95,SFmnhrhoQzgJ
conf/sigmod/BuchmannDZH95,MoNBLfTlYg0J
conf/sigmod/ChangG99,8Yt1Mba9-wQJ
conf/sigmod/ChenGMV02,IqV3EploPP4J
conf/sigmod/ChenJDTW00,5Trj9q_RI8YJ
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ
conf/sigmod/ChenJDTW00,OsfWKJek9L8J
conf/sigmod/ChenR94,WJDiW8pl0OcJ
conf/sigmod/ChristophidesACS94,MNQLc3rxq2kJ
conf/sigmod/ChristophidesACS94,wOEzWDOEIjwJ
conf/sigmod/ChristophidesACS94,WYSBGO-zyoEJ
conf/sigmod/ColbyGLMT96,qZppq83SJEYJ
conf/sigmod/ColbyGLMT96,tGBhWHHU7hsJ
conf/sigmod/DeligiannakisR03,zMgbS5u_GwYJ
conf/sigmod/DeshpandeGR01,0Ta25VSGl7kJ
conf/sigmod/DeutschFS99,De_3PkxkhzIJ
conf/sigmod/DeutschFS99,XrybyHOI16kJ
conf/sigmod/DogacHKOONDMAKE96,oAO74aolStoJ
conf/sigmod/DogacHKOONDMAKE96,XE1zjDexb64J
conf/sigmod/Englert94,KOpz_NXJ3WUJ
conf/sigmod/FabretJLPRS01,uaOB9o42w5AJ
conf/sigmod/FernandezS96,iLwFjrX22vYJ
conf/sigmod/GehrkeKS01,tOTe7iddlmMJ
conf/sigmod/GibbsBT94,sZifEczLuOUJ
conf/sigmod/GibbsBT94,vfTH6FzOpDAJ
conf/sigmod/GravanoCGP97,hs8rOlHD4K4J
conf/sigmod/GravanoCGP97,yfb8p_tlSlsJ
conf/sigmod/GreenwaldK01,zlHamuvyxIwJ
conf/sigmod/Greer99,oNPjyBZrURgJ
conf/sigmod/GunopulosD01,LBp-UtmfcScJ
conf/sigmod/HanPY00,GlNt7w28aE8J
conf/sigmod/HanPY00,hlrRtJigGbYJ
conf/sigmod/HanPY00,Ywgd3RbAfl0J
conf/sigmod/HellersteinA00,-GYSZmXrx-UJ
conf/sigmod/Ivinskis95,9FaaDi_zGnEJ
conf/sigmod/KanthRA02,RgDMwqhT30wJ
conf/sigmod/KeoghCMP01,eHY42LnL_lsJ
conf/sigmod/KeoghCMP01,QTzuiNlMnR4J
conf/sigmod/LakhamrajuRSS00,gdc5GKHgLOkJ
conf/sigmod/OlstonW02,pBKI-JCAlcIJ
conf/sigmod/RajagopalanML98,iUtn70TmoZIJ
conf/sigmod/RajagopalanML98,M2bWqRDDfkUJ
conf/sigmod/RoussopoulosKV95,iIF6sbKPp30J
conf/sigmod/RoussopoulosKV95,y8Sm4Sh4hokJ
conf/sigmod/RundensteinerCLCZNJLW99,SADcQZhMqgEJ
conf/sigmod/SengarH03,7Mtanhr8EKoJ
conf/sigmod/Sheth95,0CD9uUPdnbUJ
conf/sigmod/Sheth95,TuZ-fjos6I0J
conf/sigmod/SismanisDRK02,Y21HA44xuQ4J
conf/sigmod/SzalayGKT00,1kKap3JyndkJ
conf/sigmod/SzalayGKT00,5Q_6HLwZ2YIJ
conf/sigmod/SzalayGKT00,oPgy1SYoptgJ
conf/sigmod/TsurUACMNR98,w5i-zY0c1jAJ
conf/sigmod/WangPFY03,jpNXw9L7pxgJ
conf/sigmod/WangSSZZW00,CaplZan57x4J
conf/sigmod/WhiteCF98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276355%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/vldb/AgrawalCN00,34SSHLGhNKsJ
conf/vldb/AgrawalLSS95,iJc7iMSuwowJ
conf/vldb/AgrawalLSS95,kvFoPg6MAoYJ
conf/vldb/AlonsoHST97,iRJV85kKVgwJ
conf/vldb/BarjaPFWD94,qhl9_KGvjcUJ
conf/vldb/Blum99,EYfIweE8pHEJ
conf/vldb/CasatiS00,yGYyg3tCPEcJ
conf/vldb/ChakrabartiSD98,oBDL7axDwG4J
conf/vldb/ChandrasekaranF02,b408sdGcY3UJ
conf/vldb/ChandrasekaranF02,y-0iu9SS36YJ
conf/vldb/ChandrasekaranF02,Yu4Tvuy_WiAJ
conf/vldb/ChangG00,H4BAFnrsTbwJ
conf/vldb/ChaudhuriGS95,WYgQ_Mhdp9sJ
conf/vldb/DongHLPW01,eOTkoLDux4wJ
conf/vldb/GarofalakisRS99,9aNUdPCEMmwJ
conf/vldb/GarofalakisRS99,zJ6gN0riEsQJ
conf/vldb/GuptaHQ95,16a8RD8og7QJ
conf/vldb/GuptaHQ95,CtRFDjCGDg8J
conf/vldb/GuptaHQ95,VCSbj6MwKlgJ
conf/vldb/HanF95,889ULwUj6XUJ
conf/vldb/HanF95,CZGjStvTkZUJ
conf/vldb/HanF95,EWdjCIv1enwJ
conf/vldb/HanF95,hDi8HKsDrV0J
conf/vldb/Hess96,Gia7489k5t4J
conf/vldb/JosifovskiR99,a58OzgW7AvUJ
conf/vldb/KalusD95,r1xwwqWr2K0J
conf/vldb/LiC94,O0rvK0GFmBEJ
conf/vldb/LudascherMP02,cxnuI54po5EJ
conf/vldb/MadhavanH03,ujCYoqKS6BcJ
conf/vldb/MatthesS94,KRLEL-N4Ce8J
conf/vldb/Mohan01,6rkYIagTMckJ
conf/vldb/Moni96,gbjXwFztQTsJ
conf/vldb/OzdenBRS94,DZ9bjjJVU64J
conf/vldb/PapakonstantinouAG96,gkbvvgj8kdUJ
conf/vldb/PardonA00,k7G60pXtD58J
conf/vldb/Pogue98,bYLjqg3pPNgJ
conf/vldb/PolyzotisG02,krAZ7iDMEOQJ
conf/vldb/PoulovassilisS94,0BMQ7HirTaUJ
conf/vldb/RamanRH99,HQuS5fNPqZYJ
conf/vldb/Sarawagi99,W_CVz6V80csJ
conf/vldb/SenkulKT02,g7HDbO4GCN4J
conf/vldb/StathatosRB97,JH2hiRXPJcEJ
conf/vldb/TaoP02,7ZyV9ivZySQJ
conf/vldb/VassalosP97,_Va8sQkrP2kJ
conf/vldb/VassalosP97,jmYHA7e95XAJ
