tid,tconst,averageRating,numVotes
3,tt12543237,6.0,10
7,tt12535755,6.3,150
13,tt0040146,5.6,14
22,tt12540390,6.6,60
23,tt12531237,7.7,7
33,tt12533929,7.3,11
36,tt9035628,5.1,60
64,tt12541634,5.3,15
65,tt12538062,7.4,52
68,tt12543926,5.1,247
75,tt12539123,4.0,-1
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
86,tt0499179,8.6,16
92,tt12539677,4.3,15
97,tt12531800,5.0,755
98,tt12543138,6.5,5
100,tt12531600,4.9,10
101,tt1337354,7.2,847
107,tt0471839,5.2,31
109,tt12534926,6.4,126
125,tt12543702,7.4,165
137,tt12539959,5.8,304
138,tt12536340,7.0,184
162,tt1674052,6.6,5
169,tt12532474,7.0,7
174,tt12544455,4.2,1
175,tt12540048,7.6,9
176,tt12536968,9.1,2113
190,tt12532745,6.6,7
199,tt10410130,9.1,8
200,tt12532294,6.3,404
221,tt12543412,8.0,45
223,tt12544082,6.8,7
226,tt12532053,7.4,7
235,tt12536034,7.2,9
236,tt12537252,6.5,6
238,tt12536238,7.9,17
239,tt2302511,6.8,20
241,tt2513610,8.0,5
242,tt12538563,5.0,9
258,tt0457121,7.4,43
267,tt0493322,3.6,552
273,tt0030861,6.8,24
277,tt12538867,7.8,33
290,tt4995922,6.0,5
291,tt12537760,7.3,88
293,tt1096871,6.0,52
308,tt12544079,6.0,1551
320,tt12541065,5.7,10
322,tt0448136,4.0,27
326,tt12542380,6.8,11
328,tt7897052,8.2,11
336,tt0036374,7.8,44
342,tt12531526,5.0,835
343,tt12544532,4.0,2
345,tt12532225,6.2,940
352,tt12543390,7.1,13
354,tt12543216,8.7,7
360,tt12542737,6.5,5
363,tt12534492,5.5,25
370,tt6829094,7.4,89
378,tt12533587,4.7,1710
379,tt1351264,8.6,20
397,tt12539278,5.9,96
401,tt4288938,9.2,9
409,tt12543995,7.7,12
415,tt12531828,7.6,1143
430,tt12538548,7.3,109
433,tt12541491,6.0,5
434,tt12535619,5.7,123
442,tt0395657,7.0,5
447,tt12538458,8.3,29
448,tt12533348,7.6,353
449,tt0403877,7.7,7
452,tt12537042,6.0,5
460,tt12534972,6.4,14
467,tt12536414,5.6,119
474,tt12542966,6.3,24
475,tt12542067,7.1,2
476,tt1545097,4.7,1710
477,tt12544877,6.4,527
481,tt9409854,4.5,86
485,tt12531181,7.8,68
488,tt12541356,6.1,116
489,tt12542309,6.9,15
496,tt2836540,8.5,10
502,tt12533476,6.6,13
507,tt12534800,5.3,358
509,tt12531853,8.7,9
513,tt12531324,7.5,27
515,tt12535341,7.4,8
518,tt12539678,4.3,18
531,tt12542683,5.8,39
534,tt12540719,4.6,71
536,tt12531998,5.9,13
541,tt12543062,7.9,32
555,tt5937980,10.0,6
557,tt1113723,8.1,54
564,tt0477575,7.5,8
565,tt0391140,5.2,5
566,tt12533089,5.4,138
567,tt12545460,9.0,1892
576,tt12541182,9.3,17
578,tt12537205,7.9,6
590,tt2268019,7.4,615
592,tt12543129,7.7,236
603,tt0052547,5.1,56
610,tt0249008,9.0,7602
614,tt12545475,2.2,14
615,tt12535372,5.3,7
620,tt12545446,8.2,71
632,tt12539188,8.6,0
633,tt0052483,8.8,53
654,tt0340422,6.5,10
657,tt12544083,6.5,11
665,tt1612099,7.9,8
682,tt12534801,5.4,358
690,tt0385541,4.8,20
691,tt2574518,7.1,12
700,tt0441517,7.8,12
707,tt12543862,5.2,31
710,tt12536725,5.2,5
712,tt12531196,7.9,20
714,tt12537875,3.4,250
722,tt12542069,6.2,10
743,tt12536862,6.8,73
745,tt12544735,9.2,9
746,tt12544441,9.6,16
751,tt3811966,4.4,5
765,tt12532678,7.7,91
786,tt12540106,6.2,2823
787,tt0265743,6.2,17
794,tt12545320,7.2,5
796,tt3740292,8.1,19
808,tt12538248,7.6,2931
818,tt0397843,8.2,19
820,tt1366332,6.9,28
821,tt12541776,6.1,18
828,tt12545340,6.9,56
831,tt12531865,4.8,2142
832,tt12538715,6.0,25
833,tt0019035,7.0,83
839,tt12539808,7.7,13
846,tt12539124,3.9,7
851,tt12535208,5.5,114
858,tt12536927,8.0,8
859,tt12532409,8.8,10
861,tt12539964,6.5,204
867,tt12534424,6.0,40
873,tt10418830,6.8,5
883,tt12541077,6.9,29
886,tt4327728,10.0,15
888,tt12543527,7.0,7
891,tt12531460,7.3,2539
895,tt12536072,3.7,14
909,tt0285073,8.2,165
915,tt0246057,6.0,37
926,tt5447520,2.0,15
942,tt12532393,6.1,36
944,tt12545862,7.1,615
945,tt12542567,5.4,127
947,tt12537165,6.7,15
952,tt12542103,9.1,14
969,tt12544734,9.1,9
972,tt12541147,8.6,7
989,tt12544185,6.7,5
993,tt1496903,8.1,45
994,tt12545397,5.2,17
1004,tt2035561,6.5,10
1018,tt12543269,5.3,26
1023,tt5987338,7.4,8
1026,tt12539407,5.6,433
1031,tt12532920,7.7,175
1057,tt4023072,6.8,24
1058,tt12532061,8.7,14
1063,tt0277359,7.3,11
1065,tt12541275,5.9,11911
1070,tt12542250,7.4,43
1093,tt12537183,8.6,6
1109,tt0043750,6.2,21
1110,tt12535784,8.7,28004
1114,tt1461698,5.1,94
1116,tt12540377,5.5,38
1121,tt1047812,6.2,122
1127,tt10097954,6.4,5
1136,tt12535858,6.9,343
1137,tt12543823,4.5,18
1142,tt7612392,5.1,53
1148,tt12532751,9.6,9
1168,tt12534198,6.5,89
1186,tt1373383,7.6,8
1189,tt12532663,5.7,181
1194,tt12543661,7.1,1
1200,tt12543235,5.8,14
1201,tt0109082,5.0,5
1202,tt2391875,7.1,7
1218,tt12545356,1.2,123
1221,tt12532967,6.7,49
1224,tt12542686,5.0,12
1225,tt12542919,7.1,14
1230,tt12533440,5.0,483
1242,tt12541796,7.1,28
1249,tt12536946,6.6,28
1254,tt12537391,6.0,231
1267,tt4295286,4.0,7
1271,tt12536622,6.3,82
1273,tt12534973,6.4,15
1281,tt12532348,4.5,86
1290,tt12532983,8.5,12
1298,tt2235356,8.3,7
1300,tt4839424,1.1,122
1305,tt12536599,6.4,11
1333,tt12539280,4.3,6
1334,tt12533818,8.0,5
1336,tt12535693,7.8,8
1337,tt0015700,6.7,42
1339,tt12540259,8.4,747
1350,tt12541552,7.5,17
1377,tt12537184,8.3,6
1378,tt12534399,5.4,435
1384,tt12542589,7.5,11
1387,tt12541620,7.2,8
1396,tt12542408,6.9,20
1397,tt12543817,6.5,38
1404,tt0261562,6.4,48
1411,tt3272232,6.2,5
1423,tt12541930,7.4,9
1431,tt12534638,5.5,9
1444,tt12540376,5.4,38
1445,tt7651698,7.0,53
1455,tt12535615,7.0,22
1478,tt12534383,7.5,6
1483,tt7341328,5.8,9
