tid,tconst,averageRating,numVotes
2,tt12532752,9.5,16
5,tt12533088,5.4,138
10,tt12534669,7.0,5
12,tt12541355,6.1,124
16,tt12543213,4.9,5
20,tt0108622,6.7,355
24,tt12531412,6.5,1811
27,tt0927634,6.4,8
31,tt12541831,4.4,9
32,tt12539977,6.4,23
37,tt12531849,6.8,2
41,tt12538930,7.2,32
42,tt12534268,6.8,42
45,tt2061640,8.9,8
54,tt12540418,7.2,842
61,tt0311234,6.8,11
62,tt12537280,7.8,25
72,tt12545396,5.7,16
86,tt0499179,8.6,16
97,tt12531800,5.0,755
98,tt12543138,6.5,5
102,tt12538281,2.5,803
125,tt12543702,7.4,165
132,tt12532136,7.1,76
150,tt1124107,7.3,21
157,tt12534827,7.4,6
160,tt12531236,7.1,11
163,tt12545536,5.1,22995
166,tt12537406,8.2,16
171,tt12541929,6.9,0
184,tt12541915,4.4,299
201,tt12538572,6.9,30
207,tt12536731,6.2,-1
210,tt12537038,4.0,2173
213,tt12536970,9.3,2105
219,tt12543760,4.6,12
227,tt12544403,5.9,5
229,tt12537583,6.6,59
236,tt12537252,6.5,6
250,tt12542735,7.0,66
259,tt0835031,7.0,8
263,tt12541068,6.0,231
265,tt2141569,7.4,15
271,tt12543140,5.4,-5
274,tt12545091,7.4,44
278,tt12543861,4.7,28
282,tt12542127,5.5,21
286,tt1155541,6.6,9
287,tt12544049,6.5,84
296,tt12534252,5.9,10
299,tt12539619,7.7,7
301,tt12542555,6.6,29
302,tt12544459,8.0,131
309,tt12532389,7.1,17
310,tt12537301,6.4,36
314,tt12539242,7.0,6
315,tt12536433,8.5,13
321,tt12540368,6.7,217
324,tt12537920,4.8,-3
325,tt12536682,6.7,31
335,tt12535716,7.2,9
337,tt12536713,8.5,8
351,tt12544011,5.6,5
353,tt7773250,4.0,5
361,tt1296418,6.4,5
366,tt12541123,5.9,371
370,tt6829094,7.4,89
372,tt12541426,7.7,14
379,tt1351264,8.6,20
385,tt12539291,7.1,1475
386,tt2180561,7.6,68
388,tt12532727,6.2,6
396,tt12535557,7.9,350
407,tt12535725,5.5,131
410,tt7867852,6.3,6
422,tt12542141,5.2,5
435,tt0175904,6.8,41
438,tt12533534,7.3,137
449,tt0403877,7.7,7
454,tt5742374,6.8,94405
464,tt12538167,6.9,573
471,tt6662506,7.3,22
476,tt1545097,4.7,1710
478,tt4241804,8.8,9
488,tt12541356,6.1,116
489,tt12542309,6.9,15
495,tt12536921,8.8,15
504,tt12542273,7.7,178
531,tt12542683,5.8,39
534,tt12540719,4.6,71
538,tt12533122,7.5,504
547,tt12543927,5.0,250
553,tt12542568,5.8,127
561,tt1078899,4.8,1597
565,tt0391140,5.2,5
567,tt12545460,9.0,1892
569,tt6103096,7.4,7
574,tt12536184,3.6,9
578,tt12537205,7.9,6
583,tt12543342,7.7,68
585,tt12540307,3.6,16
587,tt12538662,8.0,5
605,tt12532402,4.8,33
615,tt12535372,5.3,7
624,tt12534902,6.0,51
628,tt12537672,6.4,0
630,tt12536518,4.3,6
634,tt12543042,5.6,30
640,tt12532622,3.6,178
642,tt12533048,6.8,7
643,tt5991582,6.5,11
648,tt12535667,6.5,39
655,tt1693592,7.9,8206
661,tt12536223,7.5,4
662,tt12537608,6.6,6
665,tt1612099,7.9,8
680,tt12543137,6.8,5
694,tt5919848,7.6,88
709,tt12545911,7.2,24
713,tt12536074,3.4,9
714,tt12537875,3.4,250
715,tt12541725,6.8,22
730,tt3142914,5.0,20
731,tt0212651,7.2,5
739,tt12544846,7.2,38
744,tt0087915,6.0,55
751,tt3811966,4.4,5
756,tt12540215,6.5,21
768,tt3385806,5.6,11
785,tt12534302,9.0,30
790,tt12535744,5.7,9
801,tt12533399,7.9,-3
807,tt12537804,7.3,2
813,tt12531848,6.6,9
817,tt12542786,6.8,71
823,tt12542472,6.5,34
840,tt12539054,7.0,6
841,tt12538606,8.3,45
844,tt12539218,8.2,15
845,tt0393824,5.1,11
847,tt0813734,8.0,742
854,tt12539804,3.3,225
856,tt12542688,5.0,12
868,tt12537086,7.3,14
879,tt3364206,6.6,129
881,tt12531365,4.2,169
884,tt12533849,6.5,10
886,tt4327728,10.0,15
895,tt12536072,3.7,14
896,tt0055719,6.6,6453
907,tt12542409,6.8,28
910,tt12532885,6.6,221
914,tt12538177,7.7,6
917,tt12540872,6.4,19
918,tt12541099,8.6,105759
920,tt12539279,6.0,96
927,tt12541069,6.1,231
933,tt6002956,7.2,5
936,tt12538658,7.8,52
945,tt12542567,5.4,127
949,tt12537037,3.8,2166
953,tt12538614,6.9,101
957,tt0861684,7.8,51
970,tt12536018,6.0,45
978,tt12545794,6.4,8
980,tt2257246,5.5,131
981,tt12100536,6.5,32
