idDBLP,idScholar
conf/sigmod/AbadiC02,f2Lea-RN8dsJ
conf/sigmod/AbiteboulBCMM03,AxpQwgyRyLgJ
conf/sigmod/AbiteboulCM95,cu9DXtjeF24J
conf/sigmod/AcharyaGPR99,5vntH4boqdgJ
conf/sigmod/AcharyaGPR99,mOngiXbKrNkJ
conf/sigmod/AdamY98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D276350%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/AfratiLU01,k7zpSukSfYsJ
conf/sigmod/AfratiLU01,U8adXFUIr3EJ
conf/sigmod/Aggarwal03,qbubaA6mQawJ
conf/sigmod/AggarwalPWYP99,5uimonC4q_QJ
conf/sigmod/AgichteinG03,url:http://portal.acm.org/citation.cfm%3Fid%3D872851
conf/sigmod/AgichteinGV01,z8s4kW1y7LMJ
conf/sigmod/AgrawalASY97,bDiNQAdf8nEJ
conf/sigmod/AgrawalASY97,C85vtVHZmjUJ
conf/sigmod/AgrawalES03,HypA8oN4PqsJ
conf/sigmod/AgrawalES03,Wrue2IkpGyEJ
conf/sigmod/AgrawalGGR98,rSTewQ1dQkYJ
conf/sigmod/AgrawalGGR98,UYQpDoh0wo0J
conf/sigmod/AgrawalGGR98,x8fDHaNkSUIJ
conf/sigmod/AgrawalS00,ufPUBsN4eg0J
conf/sigmod/AmbiteABKMMMPT98,L7XmLpQLXBIJ
conf/sigmod/Amer-YahiaCLS01,DFubU20j1OIJ
conf/sigmod/Amer-YahiaCLS01,wGxcAPsmHgIJ
conf/sigmod/Amer-YahiaFSX03,7-b5YXuGJS0J
conf/sigmod/Amer-YahiaFSX03,fm69LHjS4T0J
conf/sigmod/Amer-YahiaFSX03,IgRat6Xyu2EJ
conf/sigmod/AnkerstBKS99,GFTU2PvKY_gJ
conf/sigmod/AnkerstBKS99,jSUcrxtXhw4J
conf/sigmod/ArasuBBDIRW03,1DKKwROqEeYJ
conf/sigmod/ArefBV95,ht_8Iq3SZ80J
conf/sigmod/Arpaci-DusseauACHP97,OaNzji_-7tsJ
conf/sigmod/AshleyFHLNP95,t0Wd_YW4n3cJ
conf/sigmod/AshleyFHLNP95,ZkK-ilu3tY0J
conf/sigmod/AvnurHLORRRW98,bEu_llku9NMJ
conf/sigmod/BabcockBDM03,a2wqpKma5J4J
conf/sigmod/BabyCY01,rNoNn5hWsroJ
conf/sigmod/Ballinger94,xGGBIZmLvmgJ
conf/sigmod/Bampahl95,MbgdgwgZCIUJ
conf/sigmod/BarbosaMKL02,ueKnwQCE3nIJ
conf/sigmod/BarclaySG00,6uaAB7bg6C8J
conf/sigmod/BarclaySG00,tKeGALC3uFMJ
conf/sigmod/BarclaySG00,Yiyko_0KiEIJ
conf/sigmod/BaruFGHJPW95,mFOSML8c0s4J
conf/sigmod/BaumannDFRW98,k3WA-AE7Sh4J
conf/sigmod/BenediktCFFR03,T5ZdpquqfJ0J
conf/sigmod/BerchtoldBBKK97,BMkGN7AiGhYJ
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ
conf/sigmod/BerchtoldK97,lYpquDAEzrIJ
conf/sigmod/BerchtoldK98,pKKu82IYP9EJ
conf/sigmod/BergstraesserBPS99,4Ha7Bs5Vq3MJ
conf/sigmod/BergstraesserBPS99,qcZ2tYThtK0J
conf/sigmod/BeyerR99,6Cdfxiuibd0J
conf/sigmod/BhargavaGI95,TXvfEP4WTD0J
conf/sigmod/Blakeley96,jQ6eIao6R0EJ
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J
conf/sigmod/BlottRS96,8J0wmqs6RfIJ
conf/sigmod/BlottRS96,Fz7LXJ1UckkJ
conf/sigmod/BlottRS96,jq_F3lCmTaIJ
conf/sigmod/BohannonMR01,ChD3-mp23f8J
conf/sigmod/BohmBKK01,C4XcBh6anhAJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,oulaZpEWkMQJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,SvL_dU_R8msJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,wF2-sxlGAu4J
conf/sigmod/BornhovdAKMPR03,7lPu8hBgKksJ
conf/sigmod/BozkayaO97,gIZvbo_lu2IJ
conf/sigmod/BressanGFJHKLMPQSS97,_1drQdYrtmsJ
conf/sigmod/BressanGFJHKLMPQSS97,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI
conf/sigmod/BreunigKKS01,LxyVmHubIfUJ
conf/sigmod/BreunigKNS00,4ZBs-U7sOk0J
conf/sigmod/BreunigKNS00,8lIwxMfoZN4J
conf/sigmod/BreunigKNS00,vezxTIGxNywJ
conf/sigmod/BrinDG95,7mNCkZ7D-R8J
conf/sigmod/BrinDG95,JsKYXyM6IaEJ
conf/sigmod/BrinMS97,AXRuaD-82zEJ
conf/sigmod/BrinMS97,COUbnKv6QeMJ
conf/sigmod/BrinMS97,OiHYG-Al8G8J
conf/sigmod/BrinMS97,-tbXaORoThUJ
conf/sigmod/BrinMUT97,0cOrb6RuPW0J
conf/sigmod/BrinMUT97,77hnYp9ky9IJ
conf/sigmod/BrinMUT97,A7Mm5kFK3zwJ
conf/sigmod/BrinMUT97,aOBNgdooDHAJ
conf/sigmod/BrinMUT97,bjZ8SxYnrd0J
conf/sigmod/BrinMUT97,CnTgirrsL3EJ
