tid,id,title,authors,venue,year
11,im0SIHX8SOcJ,Linear Algebra and its Applications Harcourt Brace Jovanovich,G Strang,"San Diego,",
18,6wr9qvjWwy4J,Progress through ICH toward harmonization of genetic toxicology testing practices for  ,GS Probst,"Seattle, Washington DC,",
20,k9_rZiB4rKoJ,Recognita Plus: OCR with Strength in Hardware,B Simon,"PC Magazine (10),",
26,0HMk-YUh4i8J,Too Much Middleware,M Stonebraker,"SIGMOD Record,",2002
27,rgzK3sG-rnQJ,A Correctness Proof for a Practical Byzantine-Fault-Tolerant Replication Algorithm. Technical Memo  ,"M Castro, B Liskov",,1999
39,K_qOxjIJWpQJ,Data in Your Face&quot;: Push Technology in Perspective (Invited Paper) ACM SIGMOD Intl,"M Franklin, S Zdonik","Conference on Management of Data, Seattle, WA, June,",
54,qSmbg2Pmas0J,Tunning RED for Web Traffic,"M Christiansen, K Jeffay, D Ott, FD Smith",Proc.,
76,QzjeEU1-zX8J,Hierarchical and variation geometric modeling with wavelets. In proceedings of the 1995 Symposium on ,"SJ Gortler, MF Cohen",,1995
85,V95A5wSijwMJ,Understandittg ActiveX and OLE,D Chappell,,
112,kXnVNkLTpfQJ,"When Gulliver travels: Social context, psychological closeness, and self-appraisals","JD Brown, NJ Novick, KA Lord, JM Richards","Journal of Personality and Social Psychology,",
115,5wiLuVdexv0J,Energy Conservation 2000 Mayville and Horicon: A Study Of A Community-Based Program,"B Neal, C Sabo","Wisconsin Demand-Side Demonstration, April,",
119,3uMQgG34ohYJ,Cost Effective Dynamic Program Slicing,"X Zhang, R Gupta",,
124,BKvmjX7abn0J,Thread-local heaps for Java,"T Domani, G Goldshtein, EK Kolodner, E Lewis, E  ",,
128,IHGqccRqSQkJ,"Reyes, De Los, Guillermo",P Revere,,
130,UC4EaQQMXU0J,Waiting Times For Stationary Processes,"I Kontoyiannis, A Recurrence","Technical Report No. 92, Stanford University, July",
144,42whesD5Rl8J,A Data warehouse Intelligent Cache Manager [C],P Schenermannâ?¦,"Proc Of the 22nd VLDB Conf,",
146,Nm4mm1zJfj8J,The velocity of sound below 1 K,"KR Atkins, DV Osborne","Phil. Mag,",
152,bGadjxyzDHAJ,Urban Watershed GIS Models for Neighborhood Environmental Education. 1997 ACSM/ASPRS Annual  ,"CJ Van Zee, P Hayes","Seattle, Washington, April,",
158,isW9Z4PIs0YJ,Blind Nasotracheal Intubation in the Presence of Facial Trauma,"CL Rosen, RE Wolfe, SE Chew, SW Branney, EJ Roe","JOURNAL OF EMERGENCY MEDICINE,",1997
168,JRhHVF7f7rwJ,Î³-spectrometric determination of the content of natural radionuclides in ground water,"A Mukhamedov, GV Poteshkin, US Salikhbaevâ?¦",At.,
171,FhpFMAc1rzYJ,Participation's Effects on Performance and Satisfaction: A Reconsideration of Research Evidence,JA Wagner III,"The Academy of Management Review,",1994
176,KrVgTXcNPPUJ,"Selectivity Estimation in Spatial Databases, ACM SIGMOD Intl","S Achaya, V Poosala, S Ramaswamy","Conference on Management of Data,",
190,6aXSCUggjKoJ,Personal communications,J Mao,"IBM Almaden Research Center,",
200,T4yqFWvJWkwJ,Safety of computer control systems 1992 (SAFECOMP'92). Computer Systems in Safety-critical  ,HH Frey,"Proc. IFAC Symposium, Zurich, Switzerland,",
209,VqZAqakocVEJ,Effect of drive train and fuel control design on helicopter handling qualities,G Guglieri,"European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
211,HX8P7Bn5TvsJ,Lowering security overhead in link state routing,"RC Hauser, T Przygienda, G Tsudik","Computer Networks,",1999
224,AM5WjuL7TzkJ,Querying Imprecise Data in Moving Object Environments,R Cheng,"IEEE Transactions on Knowledge and Data Engineering,",2004
232,0ct3hfJD8WgJ,2dF mechanical engineering,"G Smith, A Lankshear","Proc. SPIE,",1998
236,7Eag6wnw6FkJ,The 3D RESURF double-gate MOSFET: A revolutionary power device concept,"F Udrea, A Popescu","Electronic Letters,",1998
240,XdWK2yxBBrUJ,"Communication skills training for health care professionals working with cancer patients, their  ","D Fellowes, S Wilkinson, P Moore","Cochrane Database Syst Rev,",2003
248,xnDzZbPyIcMJ,Soft-link hypertext for information retrieval,"Md'Inverno, P Howells, MJ Hu, M Luck","Information &amp; Software Technology,",2002
253,url:http://portal.acm.org/citation.cfm%3Fid%3D30113.30115%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Introduction to integrated project support environments,P Hitchcock,"Information and Software Technology,",1987
257,ButmJWjGXusJ,MapInfo SpatialWare: A Spatial Information Server for RDBMS.,C Mina,"VLDB,",1998
261,p64HqJ4RIQQJ,"Modes of Action of FK506, Cyclosporin A, and Rapamycin",R Morris,"TRANSPLANTATION PROCEEDINGS,",1994
262,AnNzb6Gr7HkJ,"TATA probabilistic temporal databases, I: Algebra","A Dekhtyar, R Ross, VS Subrahmanian","Technical report CS-TR-3987, Department of Computer Science, ",
265,4ii5NtWqhIYJ,Asilomar Report,"P Bernstein, M Brodie, S Ceri, M Franklinâ?¦","SIGMOD Record,",
267,bWF9aiAO9egJ,The stimulation of reproduction in Coelenterates by low levels of toxic stress.,ARD Stebbing,"UNEP, ATHENS(GREECE). 1991.,",1991
272,url:http://adsabs.harvard.edu/abs/1974PhDT........51S,The formulation of molecular quantum mechanics with the aid of particle density operators and phase  ,M Schleicher,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1974
276,2rNJHklIq9cJ,Binary data transmission techniques for linear systems,"ML Doelz, ET Heald, DL Martin","Proc. IRE,",
292,Y0VN0e_bJjsJ,Fluency in a discourse or manipulation of mental objects,W DÃ¶rfler,"Proceedings of PME,",
293,hAs6tnivceIJ,Dec. 1981.[Black 1985] AP Black. Supporting Distributed Applications: Experience with Eden,CA Grove,Proc. 10th ACM Symp. Operating,
296,c2dH5RxNj6kJ,A Multimedia Presentation Algebra,"S AdalÄ±, ML Sapino, VS Subrahmanian","SIGMOD,",1999
302,kL4JPdyjdakJ,A Characterization of the Bivariate Normal-Wishart Distribution,"D Geiger, D Heckerman",,
309,TgMOy2x-o9wJ,"The Haskell School of Expression: Learning Functional Programming through Multimedia, 2000",P Hudak,,
311,l8qjgtxFBxsJ,Combining ontologies: an analysis of problems and solutions,M Klein,,
328,Ire7Kl3ccqcJ,A direct particle simulation method for hypersonic rarified ow,JD McDonald,"Technical Report 411, Stanford University, March",
331,r_eB2_BftqoJ,Shaping Minds Musically,T Machover,"BT Technology Journal,",2004
335,url:http://ieeexplore.ieee.org/iel1/2206/1846/00050604.pdf%3Farnumber%3D50604,Impact of control system design on a flexible manufacturing system for colliery arches,SJ Williams,,
342,mrxAHi3pQgAJ,Systematics of the molar-toothed redhorse suckers (Moxostoma carinatum) and the rediscovered M.  ,"RE Jenkins, BJ Freeman",Unpublished,
343,a41k5lrQfTwJ,The Situational Factors Affecting Teaching.,LD Fink,"New Directions for Teaching and Learning,",1984
344,IX9hkgZu-NQJ,Manipulating complex objects,"M Lacroix, M Vanhoedenaghe","Acm Press Frontier Series,",1990
350,sRcMuuo3-BEJ,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor  ,"M Rys, MC Norrie, HJ Schek",VLDB,
359,uKYClilrdlwJ,PHYLIP: Phylogenetic Information Package,J Felsenstein,"University of Washington, Seattle,",
361,7w05tSBkqmcJ,A survey of distributed deadlock detection algorithms,AK Elmagarmid,"ACM SIGMOD Record,",1986
366,1bwVGQrOOjgJ,The Peter Norton Programmer's guide to the IBM PC.,P Norton,,1985
370,3LJnfTsTk5kJ,An Overview of Web Services Security,"P Kearney, J Chapman, N Edwards, M Gifford, L He","BT Technology Journal,",2004
375,UrYJY7lnKaUJ,Expectations of Italian cheese in the pizza industry,RJ Alvarez,"Proceedings of the 23rd Annual Marschall Invitational  &hellip;,",
395,AwHs1Su8H-8J,M. arofalakis. Sketching streams through the net: Distributed approximate query tracking,G Cormode,"Proceedings of the International Conference on Very Large  &hellip;,",
405,url:http://adsabs.harvard.edu/abs/1976PhDT.......124S,Two-electron transfers and molecular X-ray radiation during heavy ion collisions,C Stoller,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1976
415,wKlF2io9JdIJ,Components and Recognition of Facial Expression in the Communication of Emotion by Actors,"P Gosselin, G Kirouac, FY Dore","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1995
427,nY-qEoIxWjUJ,Regulated cascode switched-current memory cell,"C Toumazou, JB Hughes, DM Pattullo","Electronic Letters,",1990
429,jQQEllAp2SUJ,Preliminary concepts for participant observer ratings of community support programs,"C Macias, GB Teague",,1992
430,gii3pwLWDMwJ,TransLight: A Global-Scale LambdaGrid for E-Science,"T DeFanti, C de Laat, J Mambretti, K Neggers","COMMUNICATIONS-ACM,",2003
432,2EMLBdsxzWgJ,A psychological taxonomy of trait-descriptive terms: The interpersonal domain,JS Wiggins,"Journal of Personality and Social Psychology,",
437,6cJpBw-m96EJ,State IS Workers Seek Greener Pastures,P Thibodeau,,
439,fUebuYnd2bwJ,Steklo i Keramika,IA Boguslavskiiâ?¦,"No. I,",
440,_7oRm2tHjAEJ,Predation and coloniality in seabirds,M Gochfeld,"Proc. Int. Ornithol. Congr,",
442,TWGZjHRA_SkJ,Leadership and the Research University.,SS Lipschutz,"New Directions for Higher Education,",1985
464,url:http://www.springerlink.com/index/GJ461198440332L2.pdf,Viral Radio,"A Lippman, DP Reed","BT Technology Journal,",2004
470,QRWJHLWImlYJ,Interventions to help external cephalic version for breech presentation at term,GJ Hofmeyr,"Cochrane Database Syst Rev,",2004
474,kjvQ3FafC-IJ,SANE development and operation guide,LE Ledray,"JOURNAL OF EMERGENCY NURSING,",1998
478,WyuPHBB-0GAJ,CAâ??s object database gets two-step release,S CRAIG,"Computerworld,",
490,VWbm4EeeFNMJ,POESIA: An ontological workflow approach for composing Web services in agriculture,"R Fileto, L Liu, C Pu, ED Assad, CB Medeiros","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
493,uQN3b_IsnKsJ,A Majority consensus approach to concurrency control for multiple copy databases,RH Thomas,"ACM Transactions on Database Systems,",1979
496,0Vmsc0oib2kJ,Integrating Association Rule Mining with Relational Database Systems: Alternatives and Implications/ ,"S Sarawagi, S Thomas, R Agrawal","San Jose, California, USA, Marz,",
510,lhZrnNfrGDcJ,Simplifying the Representation of Radiance from Multiple Emitters,G Drettakis,"Submitted for publication,",1994
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
525,ZlDMwysmH-0J,R-trees: A Dynamic Index Structure for Spatial Searching,A Guttrnan,"Proceedings of the SIGMOD conference, Boston, June,",
527,CWQuDi6C6hcJ,Manual for assessment of quality of object relations,"WE Piper, M McCallum, AS Joyce","Unpublished manuscript,",
538,aqVgCgNPqp4J,Arvind. Id nouveau. CSG Memo 265,"RS Nikhil, K Pingali",,1986
539,rhxIrsQkm5AJ,Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree  ,C Koch,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
543,ttmY152c3vYJ,Statistics of frequency-response estimates,JL Douce,,
558,MkRtrERh0sYJ,Effects of components of protection-motivation theory on adaptive and maladaptive coping with a  ,"PA Rippetoe, RW Rogers","Journal of Personality and Social Psychology,",1987
569,89YLiDkaVN0J,Final Report,L Koehnken,"Mount Lyell Remediation Research and Demonstration Program.  &hellip;,",
576,T-_9EOiSJMgJ,Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index,"WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
577,fSB01JihBQQJ,"The multiple ergodicity of non-discrete subgroups of Diff Ï? (S 1), 2001","JC Rebelo, RR Silva",,
585,qaoTK_zX3awJ,ManolopoulosY (1994) Fast subsequence matching in time-series databases,"C Faloutsos, M Ranganathan",&hellip; . ACM International Conference on Management of Data (SIGMOD,
588,C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",
