tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
5,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O.  Inganas and M.R. Andersson,",,(1994).,,5,,"J Appl. Phys.,",,,"893,",,,,,"76,",
6,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,(1994).,,6,,"J Appl. Phys.,",,,"893,",,,,,"76,",
12,"Denver, Colorado, USA.","Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,12,,,,,,,,"User Embodiment in Collaborative Virtual Environments,",,,
18,"Paderborn, FRG,","D. F. Brown, H. Moura, and D. A. Watt. Actress:","Proceedings of the 4th International Conference on Compiler Construction (CC'92),",October 1992.,"In U. Kastens and P. Pfahler, editors,",18,,,,"volume 641 of Lecture Notes in Computer Science,","pages 95-109,",Springer-Verlag.,,an action semantics directed compiler generator.,,,
26,"Pittsburgh, PA.","Daelemans, W., Van den Bosch, A., and Weijters, T.",,(1995).,"S. E. and Lebiere, C.",26,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",(1990). The Cascade-correlation Learning Architecture.,,,
35,,M. Dill and M.,Proceedings of the Royal Society London B (in press).,,,35,,,,,,,,Fahle,,,
43,,"Fahle, M., Edelman, S., and Poggio, T.",,(1995).,,43,,"Vision Research,",,,3003-3013.,,,Fast perceptual learning in hyperacuity.,,35,
49,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,49,,,,,"pages 4348,",,,A space based model for user interaction in shared synthetic environments.,,,
50,,"Lennart E. Fahlen, Charles Grant Brown, Olov Stahl, and Christer Carlsson.","In Proceedings of Interchi '93,",1993.,,50,,,,,"pages 43-48,",,,A space based model for user interaction in shared synthetic environments.,,,
57,,Scott Elliott Fahlman.,,1974.,,57,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
66,,Scott Elliott Fahlman.,,1974.,,66,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),
75,,"Fahlman, S. E.,",,1979.,,75,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
77,,"Fahlman, S. E.,",,1979.,,77,,,,,,Cambridge: MIT Press.,,"NETL: A System for Representing and Using Real World Knowledge,",,,
79,,"Fahlman, S. E.,",,1979.,,79,,,,,,Cambridge: MIT Press.,,"NETL: A system for representing and using real world knowledge,",,,
81,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,81,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
83,,S.E. Fahlman.,,,,83,,,,,,MIT Press.,,"NETL: A system for representing real-world knowledge,",,,
86,"Cambridge, MA,",Scott E. Fahlman.,,1979.,,86,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
88,,Scott E. Fahlman.,,1979.,,88,,,,,,"MIT Press,",,NETL: A System for Representing Real World Knowledge.,,,
90,"Cambridge, Mas-sachusetts,",S. Fahlman.,,1979.,,90,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
94,"Cambridge, Ma,",S. E. Fahlman.,,1977.,,94,,,,,,"MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
97,"Cambridge, MA,","S. Fahlman,",,1979.,,97,,,,,,"MIT Press,",,"NETL: A System for Representing and Using Real World Knowledge,",,,
98,"Cambridge, Massachusetts,",S. Fahlman.,,1979.,,98,,,,,,"The MIT Press,",,NETL: A System for Representing and Using Real-World Knowledge.,,,
104,,"Fahlman, S. & Hinton, G.",,(1987).,,104,,"Computer,",,,100-109.,,,Connectionist architectures for artificial intelligence.,,"20,",
106,,"Fahlman, S. and Hinton, G.",,(1987).,,106,,"Computer,",,,100-118.,,,Connectionist Architectures for Artificial Intelligence.,,20,
109,,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",109,,,,,,,,Faster-learning variations on back-propagation.,,,
