idDBLP,idScholar
conf/sigmod/AcharyaFZ97,9OEjtHuRUzsJ
conf/sigmod/AcharyaFZ97,QCAu6wPhnAAJ
conf/sigmod/AcharyaFZ97,qdCTR7WpuFUJ
conf/sigmod/AcharyaGPR99,a1esMNRsK_UJ
conf/sigmod/AcharyaGPR99,mOngiXbKrNkJ
conf/sigmod/AcharyaPR99,KrVgTXcNPPUJ
conf/sigmod/AfratiLU01,k7zpSukSfYsJ
conf/sigmod/AfratiLU01,U8adXFUIr3EJ
conf/sigmod/Agarwal96,ALk7huiKjWAJ
conf/sigmod/Agarwal96,Fd0jPlSwFWcJ
conf/sigmod/AggarwalY01,6i8hYEhbelEJ
conf/sigmod/AgrawalES03,HypA8oN4PqsJ
conf/sigmod/AgrawalES03,Wrue2IkpGyEJ
conf/sigmod/AgrawalGGR98,1rW7ao6gK-QJ
conf/sigmod/AgrawalGGR98,DHbEJyv20WMJ
conf/sigmod/AgrawalGGR98,UYQpDoh0wo0J
conf/sigmod/AgrawalGGR98,v9JW-UJCD-YJ
conf/sigmod/Amer-YahiaFSX03,fm69LHjS4T0J
conf/sigmod/Amer-YahiaFSX03,IgRat6Xyu2EJ
conf/sigmod/AntonJLPZZ02,89P3EdEDuOEJ
conf/sigmod/AtzeniT97,KFmRUQEedY8J
conf/sigmod/AvnurHLORRRW98,bEu_llku9NMJ
conf/sigmod/BabcockBDM03,RFNZUHZBP_oJ
conf/sigmod/BaruGLMPVC99,JYHcz-HpKjEJ
conf/sigmod/BaruGLMPVC99,nTC3FQGaT_YJ
conf/sigmod/BaruGLMPVC99,wTXunETZhPwJ
conf/sigmod/BerchtoldBBKK97,BMkGN7AiGhYJ
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ
conf/sigmod/BerchtoldK97,lYpquDAEzrIJ
conf/sigmod/BergstraesserBPS99,qcZ2tYThtK0J
conf/sigmod/BeyerR99,6Cdfxiuibd0J
conf/sigmod/BohlenBD99,X2odIfnOC88J
conf/sigmod/BouguettayaBH99,ER8571wXl6EJ
conf/sigmod/BozkayaO97,9QOCoTIXz9kJ
