tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239591,id-74,1,,31,3,4,4,4,255,70,0,15,0,4,0,0,0,
239594,id-77,1,,32,10,8,3,4,190,50,0,20,0,2,0,0,0,
239595,id-78,1,id-77,32,10,8,3,4,60,50,0,20,0,2,0,0,0,
239597,id-748,7,id-747,385,2,10,,4,75,50,0,20,0,2,0,0,0,
239601,id-113,1,id-440,51,6,6,8,8,30,140,0,40,0,3,0,0,0,
239609,id-1,1,,1,5,8,3,1,45,50,0,20,0,4,0,0,0,
239611,id-3,1,id-2,1,5,8,3,1,45,50,0,20,1,4,1,0,0,
239620,id-200,2,,98,4,1,1,4,45,35,0,25,0,3,0,0,0,183
239625,id-616,5,,312,8,1,,4,200,50,0,15,0,2,0,0,0,
239626,id-615,5,,311,2,1,,-1,25,50,0,25,0,2,0,0,0,
239628,id-208,2,id-95,41,4,2,1,4,25,50,0,25,1,2,1,0,0,176
239630,id-611,5,id-610,309,5,6,,4,60,35,0,40,0,1,0,0,0,145
239633,id-801,7,,422,4,12,,-1,3,0,0,120,0,1,0,0,1,
239634,id-811,8,id-810,430,5,,,1,45,50,0,20,0,4,0,0,0,
239638,id-820,8,id-819,433,3,,,4,90,50,0,20,0,2,0,0,0,
239639,id-821,8,,434,2,,,4,255,50,0,15,0,4,0,0,0,
239641,id-813,8,,431,9,,,1,45,50,0,20,0,4,0,0,0,
239642,id-168,2,id-167,85,8,14,2,4,90,70,0,15,0,3,0,0,0,
239647,id-872,8,,455,9,,,4,190,50,0,20,0,2,0,0,0,
239651,id-876,8,,458,7,,,0,30,140,0,40,0,3,0,0,0,
239652,id-875,8,,457,2,,,4,60,50,0,25,0,1,0,0,0,
239653,id-874,8,,456,4,,,4,60,50,0,25,0,1,0,0,0,
239658,id-503,5,id-502,258,2,8,,1,45,70,0,20,0,4,0,0,0,108
239662,id-507,5,id-506,260,4,8,,4,120,50,0,15,0,4,0,0,0,
239663,id-506,5,,260,3,8,,4,255,50,0,15,0,4,0,0,0,
239665,id-504,5,,259,3,8,,4,255,70,0,15,0,2,0,0,0,
239669,id-804,7,id-803,424,7,9,,-1,45,0,0,120,0,1,0,0,0,
239670,id-160,2,id-159,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239673,id-488,4,,249,10,2,,8,3,100,0,120,0,1,0,1,0,
239677,id-483,4,,244,9,8,,-1,3,0,0,120,0,1,0,1,0,195
239681,id-487,4,,248,1,10,,-1,3,0,0,120,0,1,1,1,0,
239690,id-379,3,,195,4,12,1,-1,3,35,0,80,0,1,0,1,0,193
239691,id-471,4,id-133,67,2,8,,1,45,35,0,35,0,2,0,0,0,8
239695,id-376,3,id-375,192,2,11,6,-1,3,35,0,40,0,1,1,0,0,84
239701,id-578,5,id-577,294,5,1,,4,100,50,0,20,0,4,0,0,0,
239703,id-576,5,id-575,293,7,12,,6,50,50,0,20,0,4,0,0,0,65
239708,id-573,5,id-572,292,4,8,,6,60,50,0,15,0,3,0,0,0,97
239709,id-570,5,,291,4,8,,1,75,50,0,25,0,4,0,0,0,154
239710,id-571,5,id-570,291,4,6,,1,45,50,0,20,0,4,0,0,0,155
239713,id-394,4,id-393,205,2,6,,1,45,70,0,20,0,4,0,0,0,134
239714,id-395,4,id-394,205,2,6,,1,45,70,0,20,0,4,0,0,0,135
239719,id-257,3,id-256,131,8,6,3,1,45,50,0,20,1,4,1,0,0,
239722,id-254,3,id-253,130,5,6,2,1,45,50,0,20,0,4,1,0,0,132
239723,id-253,3,id-252,130,5,6,2,1,45,50,0,20,0,4,0,0,0,131
239728,id-653,6,,338,8,8,,1,45,70,0,20,0,4,0,0,0,
239730,id-651,6,id-650,337,5,6,,1,45,70,0,20,0,4,0,0,0,
239732,id-657,6,id-656,339,2,12,,1,45,70,0,20,0,4,0,0,0,
239734,id-655,6,id-654,338,8,6,,1,45,70,0,20,0,4,0,0,0,
239736,id-659,6,,340,3,6,,4,255,50,0,15,0,2,0,0,0,
239739,id-754,7,id-753,388,6,12,,4,75,50,0,20,0,2,0,0,0,
239740,id-895,8,,473,5,,,-1,3,35,0,120,0,1,0,1,0,
239745,id-890,8,,469,7,,,-1,255,0,0,120,0,1,0,1,0,
239749,id-713,6,id-712,366,2,8,,4,55,50,0,20,0,2,0,0,0,
239751,id-711,6,id-710,365,3,5,,4,60,50,0,20,0,2,0,0,0,
239757,id-203,2,,101,10,8,3,4,60,70,0,20,1,2,0,0,0,
239759,id-48,1,,20,7,12,2,4,190,70,0,20,0,2,0,0,0,
239763,id-40,1,id-39,16,6,12,3,6,50,50,0,10,0,3,0,0,0,22
239764,id-43,1,,18,2,7,3,4,255,50,0,20,0,4,0,0,0,
239772,id-154,2,id-153,79,5,8,3,1,45,70,0,20,1,4,0,0,0,
239773,id-155,2,,80,10,12,3,1,45,70,0,20,0,4,0,0,0,
239774,id-156,2,id-155,80,10,8,3,1,45,70,0,20,0,4,0,0,0,
239779,id-153,2,id-152,79,5,8,3,1,45,70,0,20,0,4,0,0,0,
239782,id-159,2,id-158,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239783,id-628,5,id-627,319,8,9,,0,60,50,0,20,0,1,0,0,0,170
239786,id-747,7,,385,2,5,,4,190,50,0,20,0,2,0,0,0,
239792,id-843,8,,443,5,,,4,255,50,0,20,0,2,0,0,0,
239797,id-844,8,id-843,443,5,,,4,120,50,0,20,0,2,0,0,0,
239799,id-848,8,,446,7,,,4,75,50,1,25,0,4,0,0,0,
239804,id-439,4,,57,6,12,,4,145,50,1,25,0,2,0,0,0,
239806,id-536,5,id-535,273,2,6,,4,120,50,0,20,0,4,0,0,0,
239809,id-535,5,,273,2,3,,4,255,50,0,20,0,4,0,0,0,
239810,id-433,4,,184,10,12,,4,120,70,1,25,0,3,0,0,0,52
239817,id-434,4,,223,7,8,,4,225,50,0,20,0,2,0,0,0,
239822,id-808,7,,428,4,,,-1,3,0,0,120,0,1,0,0,1,
239825,id-695,6,id-694,356,10,6,,4,75,50,0,20,0,2,0,0,0,
239826,id-694,6,,356,10,6,,4,190,50,0,20,0,2,0,0,0,
239829,id-691,6,id-690,354,3,5,,4,55,50,0,20,0,2,0,0,0,
239840,id-320,3,,161,2,3,7,4,125,50,0,40,0,6,0,0,0,
239841,id-284,3,id-283,141,2,13,9,4,75,70,0,15,0,2,0,0,0,
239845,id-280,3,,140,9,12,8,4,235,35,0,20,0,1,0,0,0,9
239849,id-701,6,,359,5,12,,4,100,50,0,20,0,2,0,0,0,
