sample,sub_sample,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,test_precision,test_recall,test_f1
1,1,69,0.94,0.68,6223,2993,8813,403,4,32,0.8712998712998713,0.9657631954350927,0.9161028416779432
1,2,70,0.94,0.55,5290,4333,9280,343,2,18,0.9011583011583012,0.8918609094382881,0.8964855002880738
1,3,76,0.94,0.65,6138,3374,9126,386,3,23,0.8712998712998713,0.9657631954350927,0.9161028416779432
2,1,64,0.94,0.65,6844,3619,9992,471,4,34,0.9247211895910781,0.9325210871602624,0.9286047596826879
2,2,51,0.94,0.59,6124,4226,9932,418,4,32,0.8491666666666666,0.9443929564411492,0.8942518648530058
2,3,73,0.94,0.72,7242,2786,9541,487,4,34,0.9251439539347409,0.9167855444602948,0.9209457845712921
3,1,71,0.94,0.47,4891,5521,10073,339,2,16,0.9171396140749148,0.9368115942028985,0.9268712360195009
3,2,55,0.94,0.76,7098,2263,8924,437,5,39,0.8090737240075614,0.9655950366610265,0.8804319876574955
3,3,76,0.94,0.72,7180,2752,9442,490,5,41,0.8926728586171311,0.9708193041526375,0.9301075268817204
4,1,69,0.94,0.62,6571,3959,10096,434,4,34,0.7564516129032258,0.9508362899138368,0.8425780372782394
4,2,72,0.93,0.71,7185,2967,9636,516,5,41,0.612042209807573,0.9757545769421079,0.7522410833492275
4,3,70,0.93,0.66,5939,3086,8608,417,4,32,0.612042209807573,0.9757545769421079,0.7522410833492275
5,1,68,0.94,0.66,6637,3409,9606,440,6,50,0.7937254901960784,0.9383402874362541,0.8599957510091353
5,2,67,0.93,0.42,4325,5923,9946,302,3,27,0.7835497835497836,0.8829268292682927,0.8302752293577983
5,3,51,0.93,0.49,4923,5176,9744,355,4,34,0.643662906436629,0.91725768321513,0.756482745174498
