tid,species,version,language,flavor_text
218475,rec-836-dup-0,,12,电力增强了它的脚力当以最高速度奔跑时速可以轻易超过９０公里
206596,id-274,33,6,"Es lel>t tief im Wald. Aus dem Blatt auf seinemKopf kamn es sich eine Flöte bauen, deren KlangUnruhe verbreitet."
217332,rec-846-dup-0,34,6,Seine Bewegungsfreiheit ist stark eingeschränktwenn es vollgefressen ist. So wircl es zu leichterBeute für Urgl das es im Ganzen verschlimgt.
205603,id-174,34,3,
218982,rec-691-dup-1,34,11,頭の　笠を　海面から　出し太陽の　光を　浴びることでドラゴンエネルギーを　作るのだ
220965,rec-520-dup-1,34,11,賢く　物覚えが　いい配達員が　パートナーに選ぶことが　多いらしい
224756,id-542,,5,"Quand il trouve de petits Pokémon, illeur coud des vêtements de feuil|es enutilisant ses coupoirs et son fil adhésif."
218765,rec-773-dup-0,33,12,
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
210117,id-572,33,7,Usa la cola para barrer la basurilla. Su extremapulcritud es tanto una avuda en la lirnpieza delhogar como un incordio.
205566,id-172,34,6,"Tritt auch nur eine geringe Menge Elektrizität ausseinem kleinen Backentaschen aus, bekommt eseirien Schlag."
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
213927,id-828,34,7,Un Pokémon ágil y de afiladas garras que sealimenta de huevos y comicla robados. LosBoltund son su enemig0 natural.
214645,id-864,34,5,
209794,id-556,,4,會發出沙鈴般的聲音。鳥寶可夢會因那輕快的節奏而受驚飛走。
224426,id-455,23,6,"Sein süßlich riechender Speichel 2ieht Beute an,die es frisst. Es braucht eiben Tag, sie zu fressen."
223337,id-181,,7,La punta de su cola reluce brillantemente y puede servista desde lejo5. Es usado como faro.
205963,id-211,34,3,전신의 작은 바늘은비늘이 변화한 것이다.찔리면 독 때문에 정신을 잃게 된다.
215095,id-887,33,5,"Il vit en compagnie de Fantyrm qui logentdans les tr0us de ses cornes. Quand il passeà l’attaque, il les propulse à la vitesse du son."
212970,id-761,34,11,襲われた　ときに　流す　汗は甘くて　美味しい。　その　香りがさらに　敵を　増やしてしまうのだ。
204700,id-112,33,11,進化して　後ろ足だけで立つようになった。　ツノで　突くと岩石にも　穴を　開けてしまう。
220093,rec-835-dup-1,,7,Al correr genera electricidad por 1a base de lacola. Es muy popular entre los pastores de Galar.
207873,id-379,33,3,
205554,id-172,,4,身形小巧，卻能夠釋放出足以讓成年人麻痺的電擊，但是連牠自己也會嚇一跳。
213807,id-822,34,7,"Tras haber librado combates muy duros, hadesarrollado la hsbilidad de determinar conprecisión la fuerza de su adversario."
215527,rec-544-dup-0,34,5,Il se protège avec sa solide carapace et ses épinesempoisonnées tandis quil rassemble lénergienécessaire à son évolution.
224621,id-499,17,9,"When its internal fire flares up, itsm0vements grow sharper and gaster.When in trouble, it emits smoke."
217210,rec-79-dup-0,34,6,Tajcht es seine Rute ins Wasser strömt sie einsüßes Arorna aus. Mit diesem Köder lockt esandere Pokémon an die es dann an Land zieht.
207821,id-376,,12,由于当气温下降至０度以下时磁力会增强，栖息在雪山上的巨金怪特别有活力。
203365,id-11,34,5,"Bien que son corps soit entouré d’une carapacesolide, l’intérieur est si mou qu’il je résisteraitpas à un3 attaque violente."
219423,rec-616-dup-0,34,3,전기 에너지에 반응하는 신비한체질을 지녔다. 딱정곤과 함께있으면 무슨 이유인지 진화한다.
204893,id-122,,3,커다란 손바닥은 팬터마임을하기 위해 발달했다고생각하는 학자도 많다.
216719,rec-815-dup-0,33,5,Il drible avec des oierres pour en fairedes ballons enflammés avant de tirersur ses adversaires pour les brûler.
218604,rec-72-dup-0,34,8,Il suo corpo composto quasi interamentedacqua rende molto djfficile individuarlo9uando è in mare.
205521,id-170,,12,从鳍变化而来的触手之中，分别流通着正电以及负电。
220502,rec-196-dup-0,34,8,Lotta emettendo poteri psichici dalla sferache ha sulla fronte che diventq più scu5aman mano che le sue energie diminuiscono.
214666,id-865,34,6,"Der Lauch dient ihm a1s Waffe und zur Abwehr,aber viele essen ihn auch. Mit den harten Blätternpariert es und kit der scharfen Stange kontert es."
206353,id-241,,3,영양 만점의 우유를 만들어내서옛날부터 사람과 포켓몬의삶을 지탱해왔다.
218028,rec-95-dup-0,,11,大きく　丈夫な　体をくねらせ　よじらせ　時速８０キロで地面を　勢いよく　掘り進む
215891,rec-746-dup-0,33,11,
218748,rec-458-dup-0,34,1,
214472,id-856,,1,あたまの　とっきで　せいぶつのきもちを　かんじとる。　おだやかなものにしか　こころを　ひらかない。
218870,rec-568-dup-0,33,8,Predilige luoghi insalubri. Sbuca fuori nelle casedove è stata lasciata spazzatura in giro e vi sistabilisce.
211993,id-699,,3,화석에서 복원됐다.아마루르가가 울부짖으면 밤하늘에오로라가 나타난다고 한다.
219271,rec-34-dup-1,34,6,
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
209259,id-526,,9,"This hardy Pokémon can often be found onconstruction sites and in mines, workingalongside people and Copperajah."
225255,id-794,27,5,Personne ne sait si cette Ultra-Chimère venued’un autre monde monrre ses muscles pour êtreadmirée ou pour intimider ceux qu’elle rencontre.
225254,id-794,27,4,
225259,id-794,,9,"This Ultra Beast appeared from another world.It shows off its body, but whether that displayis a boast or a threat remains unclear."
208920,id-475,,11,武人と　呼ばれる　ポケモン。なにかを　守るためで　なければ肘の　刀は　使わない。
217872,rec-771-dup-0,33,8,Vive vicino alle spiagge in acque calde e pocoprofoncle. Quando si imbatte im un nemico loattacca espellendo gli organi interni dalla bocca.
208250,id-435,,11,尻尾の　先から　飛ばす　汁のにおいは　強烈。　地面に穴を　掘って　巣穴を　つくる。
206839,id-295,,9,"In the past, people would use the loud voices ofthese Pokémon as a means 0f communicationbetween distant cities."
214196,id-842,33,6,Nach dem Verzehr eines süßen Apfels hat es sichentwickelt. E5 verströmt einen süßen Duft undlockt damit sein Futter an: Käfer-Pokémon.
224128,id-384,7,9,"RAYQUAZA lived for hundreds of millionsof years in the earth’s ozone layer, never cescending to the ground.This POKéMON appears to feed on waterand particles in the atmosphere."
214816,id-873,33,6,"Seine Flügel sind -180 ºC kalt. Während es überFelder und Berge fliegt, verstreut es m:t Kälteversetzten Flügelstaub, der wie Schnee aussieht."
213917,id-828,33,7,"Marca a su presa sin ser advertido. Sigue el olory, cuanclo el otro Pokémon baja la guardla,aprovecha para robarle."
