tid,tconst,averageRating,numVotes
11,tt12534868,6.3,922
17,tt5254584,8.5,10
18,tt12540399,6.0,6
27,tt0927634,6.4,8
38,tt12533952,7.8,258
42,tt12534268,6.8,42
44,tt12535785,9.1,28006
48,tt12540917,5.8,432
58,tt12541427,8.3,12
67,tt12543825,4.8,24
77,tt12544362,7.8,89
88,tt12542257,9.1,15
135,tt0494712,2.3,805
136,tt12535808,6.2,28
140,tt12543980,5.1,17
143,tt12540779,5.9,6
144,tt12539473,5.4,10
146,tt12533448,4.5,386
149,tt12531668,10.0,15
166,tt12537406,8.2,16
167,tt12540137,5.6,1057
169,tt12532474,7.0,7
170,tt12544580,7.2,-4
173,tt8667604,8.3,12
175,tt12540048,7.6,9
176,tt12536968,9.1,2113
180,tt12539386,6.2,6
181,tt12544812,6.4,114
192,tt12537971,5.9,5
198,tt12532677,8.1,91
209,tt0350750,3.8,13
212,tt12535451,8.7,6
214,tt12536429,7.6,83
216,tt12536445,7.0,256
231,tt12532919,7.7,176
233,tt12535438,5.4,55
247,tt6876646,8.5,8
251,tt12545321,7.4,5
259,tt0835031,7.0,8
267,tt0493322,3.6,552
268,tt12539664,6.1,116
277,tt12538867,7.8,33
280,tt12542375,1.9,103
289,tt12537970,6.2,6
290,tt4995922,6.0,5
299,tt12539619,7.7,7
317,tt12534012,8.3,12
319,tt12538412,5.9,14
320,tt12541065,5.7,10
332,tt12532813,5.3,6
334,tt12540918,5.6,426
341,tt12539456,7.1,30
345,tt12532225,6.2,940
365,tt12545395,5.3,16
368,tt12539290,7.5,1483
370,tt6829094,7.4,89
373,tt12535110,5.4,87
381,tt1107906,5.0,6
383,tt0816629,4.9,243
386,tt2180561,7.6,68
392,tt12543975,7.1,8
396,tt12535557,7.9,350
398,tt0956193,7.1,30
407,tt12535725,5.5,131
416,tt12534909,7.2,18816
417,tt12541324,6.7,5
425,tt12543416,4.5,6
433,tt12541491,6.0,5
446,tt3542816,9.3,14
451,tt0804223,5.1,17
460,tt12534972,6.4,14
465,tt12544496,6.9,8
468,tt12532782,6.2,39
469,tt12540074,9.1,2
474,tt12542966,6.3,24
476,tt1545097,4.7,1710
486,tt12538130,6.6,63
487,tt8305258,7.5,167
494,tt12533504,4.3,8
534,tt12540719,4.6,71
536,tt12531998,5.9,13
544,tt12538616,7.0,91
546,tt10036886,7.8,25
549,tt12540494,7.3,17
550,tt12531251,7.4,4
552,tt2390480,6.0,31
558,tt12542003,6.2,13
563,tt12539617,7.7,2
588,tt0441958,6.0,7
589,tt12536910,7.1,13
601,tt12542280,6.2,128
605,tt12532402,4.8,33
610,tt0249008,9.0,7602
611,tt12540201,5.5,17
621,tt12540328,8.4,494
624,tt12534902,6.0,51
629,tt7176076,9.3,20
636,tt0019924,6.4,8
645,tt12541276,6.0,9
646,tt4575788,6.2,5
654,tt0340422,6.5,10
656,tt12535724,5.5,122
660,tt12541136,6.5,30
665,tt1612099,7.9,8
667,tt12534867,6.0,926
668,tt12531764,8.5,9
672,tt12534709,7.5,11
675,tt0058975,8.3,37
683,tt2613788,3.6,21
685,tt12542548,7.6,7
695,tt12539057,8.2,20
701,tt12532422,6.8,9
719,tt0266921,6.1,11
730,tt3142914,5.0,20
735,tt12540400,6.0,-1
751,tt3811966,4.4,5
769,tt12538617,6.0,43
770,tt12532401,5.3,41
773,tt12534409,6.8,5
774,tt10954426,6.3,29
775,tt0484802,5.4,153
778,tt12542406,7.4,8
779,tt12543128,7.4,236
792,tt12535534,7.3,749
809,tt12534799,5.3,353
810,tt12541338,7.7,-3
812,tt12541916,4.5,299
823,tt12542472,6.5,34
827,tt12541306,5.8,22
829,tt3782864,8.1,18
831,tt12531865,4.8,2142
835,tt0029768,5.8,35
842,tt12544565,7.7,163
863,tt12532975,6.1,22
871,tt0034251,7.1,1483
875,tt12541833,4.4,-1
877,tt12537671,6.4,3
881,tt12531365,4.2,169
882,tt12545176,7.4,5
884,tt12533849,6.5,10
890,tt12542591,7.7,17
894,tt12531854,8.4,16
898,tt12542565,5.2,64
901,tt12539576,6.8,18
903,tt12542632,7.1,251
908,tt12544094,7.0,872
911,tt2173450,7.6,23
913,tt12536509,5.9,32
937,tt12532458,6.1,13
939,tt1374943,7.6,8
944,tt12545862,7.1,615
953,tt12538614,6.9,101
955,tt1644575,7.8,59
956,tt12543172,6.3,224
958,tt12539094,8.1,46
960,tt1591903,7.1,9
963,tt12534721,6.9,50
964,tt2789248,8.1,16
968,tt12538844,8.1,18
983,tt12534347,7.8,554
992,tt12539216,8.5,10
993,tt1496903,8.1,45
1003,tt0303418,7.7,6
1006,tt12545167,8.5,10
1009,tt12535450,8.1,6
1022,tt12542026,4.2,64
1034,tt12541762,5.9,155
1035,tt12545328,6.8,14
1044,tt12533063,7.5,110
1055,tt12540076,8.7,8
1062,tt12545312,3.0,33
1064,tt12539476,8.2,10
1065,tt12541275,5.9,11911
1066,tt12545792,6.4,16
1067,tt12540108,6.2,2823
1071,tt12533643,6.2,23
1074,tt6736186,4.5,34
1087,tt5236976,7.0,12
1098,tt12542310,6.9,24
1105,tt12545808,5.4,130
1125,tt12542105,9.4,11
1127,tt10097954,6.4,5
1129,tt0258172,3.0,33
1138,tt12533178,5.0,6
1148,tt12532751,9.6,9
1154,tt5535270,8.4,487
1159,tt12543528,7.1,7
1165,tt12544263,7.4,60
1193,tt0165972,6.9,41
1198,tt0386470,7.9,77
