tid,species,local_language,name,genus
234101,id-825,,Dotvler,Pokémon Radome
231227,id-538,4,投摔,柔k道寶可夢
226432,id-98,4,大鉗,清水n蟹寶可夢
234368,id-852,5,Poulaf,Pokémon Caorice
237563,rec-867-dup-1,,死神,怨念寶可夢
229898,id-413,5,Chniselle,Pokémon Ver Cacbé
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
227627,id-206,,土龙,地蛇宝可梦
227246,id-172,,皮丘t,小鼠寶可夢
237329,rec-534-dup-0,3,노보,골포켓몬
236338,rec-846-dup-0,,Arrol<usa,Rush Pokémon
233357,id-751,,,水泡寶可夢
232494,id-664,,粉蝶虫j,喷粉宝可梦
229188,id-348,,アーマルドc,かっちゅうポケモン
238007,rec-438-dup-0,12,盆才,盆栽可梦s
230622,id-479,,로토무,플라스마포몬
230056,id-427,9,Bunewry,Rabbit Poémon
230007,id-423,4,海兔k獸,海兔寶可
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
226120,id-69,12,喇叭,花宝可f梦
230719,id-488,1,クレセリア,みかづきポケモン
234404,id-855,12,怖思壶,红茶宝可梦
234401,id-855,8,Polteageist,Pokémon Tè
234408,id-856,5,Bibichut,Pokémon Calme
234409,id-856,6,Brimova,Geruhsam-Pokémon
234549,id-870,,Le9iors,Formations-Pokémon
231048,id-520,5,Colombeau,Pokémon Sauvapigeon
239325,rec-190-dup-0,4,長怪,長尾寶可z夢
228840,id-317,3,꿀꺽몬,독봉지포켓몬
228845,id-317,8,Swalot,Pokémon Velenosacco
228846,id-317,9,Swalot,Poison Bag Pokémon
228848,id-317,12,吞食兽,毒袋宝可梦
231463,id-561,11,シンボー,とりもどきポvケモン
234402,id-855,9,Polteagelsot,Black Tea nPokémon
230720,id-488,,Crece:a,
233177,id-733,,銃嘴大鳥,銃炮寶可夢w
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
232132,id-628,,Bravsry,Valiant Pokémon
236912,rec-443-dup-0,8,Gbl4,Pokémon Squal0terra
233379,id-753,6,Imantis,Grassichel-Pokémon
233376,id-753,3,짜랑랑,풀사마귀포켓몬
230189,id-439,,マネネ,マイムポケモcン
229227,id-352,5,Keclwon,Pokémpn Multicolor
227956,id-236,11,バルキhー,けんかポケモンl
232568,id-672,5,Cabriolaine,Pokémon Monture
232565,id-672,1,メェークル,ライドポケモン
230057,id-427,11,ミミロル,うさぎポケモン
230050,id-427,3,이어롤,토끼포켓몬
236655,rec-127-dup-1,,Kaillcos,
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
231941,id-609,,Chandelure,Pokémon Artiranime
226702,id-122,11,バリヤーyド,バリアーポモン
236046,rec-318-dup-0,4,利牙魚,凶猛寶可夢
231296,id-545,,펜드라,메가지네포켓몬u
237333,rec-534-dup-0,,修建老,筋骨宝可梦
229187,id-348,9,Armwldo,Platd Pokémon
236142,rec-450-dup-0,,Hippodocus,P0kémon Pids Lourd
226569,id-110,9,Weezibg,Poison Gaz Pokémon
237732,rec-165-dup-0,12,芭瓢虫,五星宝可梦
238851,rec-166-dup-1,,レディア,いつつぼしポケモン
236486,rec-287-dup-0,4,懶,懶人寶可y夢
236051,rec-97-dup-0,,スリーパixー,さいみんポケモン
230332,id-452,11,ドラピオン,ばけさそりポケモン
225706,id-32,,尼多a朗,毒針寶可夢
226844,id-135,9,Jole0n,Lightnung Pokémon
226757,id-127,,カイス,くわがたポケモン
231455,id-561,,シンボラvー,とりもどきポケモン
231823,id-597,11,テシード,とげのみケモン
236906,rec-443-dup-0,,,육지상어포켓몬
227245,id-172,,피츄,아기쥐포p켓몬
230258,id-446,,,
230805,id-496,,ジャkノビー,くさへびポケモン
227614,id-205,9,Forretres,
227392,id-185,,Sudowoodo,Pokém9n Imitación
234299,id-845,6,Ur9l,Schlin9-Pokémon
226429,id-98,1,クラブ,さわがにポケモン
228438,id-280,8,Ralrs,Pokémon Serisazione
239168,rec-372-dup-0,9,Shelhgaon,Endurancs Pokémon
237918,rec-42-dup-1,6,G0lba,Fledermaus-Pojémon
238802,rec-809-dup-1,,,螺帽寶可夢
232122,id-627,9,,Eaglet okémon
230520,id-469,12,远古巨蜓,勾蜓宝可梦
236475,rec-447-dup-0,,リオル,はもんポモン
231211,id-536,8,Palpitoady,Pokémonn Vibrazione
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
236254,rec-150-dup-0,,超梦d,基因宝可梦
226814,id-133,1,イーブ,
228970,id-329,,ビブラーバ,しんどうポケモlン
233383,id-753,11,カリリ,かまくさケモン
239213,rec-889-dup-1,,ザマゼンhタ,つわものポケモン
226073,id-65,8,Alaka2am,Polcémon Psico
228967,id-328,,Trapnch,Ant Pit Pokémon
225910,id-50,11,ディcグ,もぐらrポケモン
227374,id-183,,玛力,水鼠宝可梦
230259,id-446,3,먹고,대식가켓몬
226098,id-67,,豪力,怪b力宝可梦
227247,id-172,,Picu,Pokémon Minisouris
237401,rec-3-dup-1,,妙蛙花,種子寶y可夢
229829,id-407,,Rosrare,
232446,id-660,3,,땅구멍파기포켓몬a
230809,id-496,,Efo5ep,Grasschlange
225726,id-34,,Nidoknng,
226133,id-71,,Utsyhot,
228735,id-307,8,Meditite,Pokémon Meditazione
228732,id-307,5,Méditikka,Pokémon Méditation
233345,id-750,1,バンバロ,ばんばポケモzン
228839,id-317,,Marynoom,
237163,rec-420-dup-0,3,체리e버,
227722,id-215,,Sneasek,Pokémon Garra Filo
229267,id-356,1,サマヨrール,てまねきポケモoン
235892,rec-505-dup-0,,,けいかいポケモン
238331,rec-734-dup-0,,Mangun'lor,Patrouille
230723,id-488,5,Cresseia,Pokémon Lubaire
228441,id-280,12,,心情u宝可梦
238460,rec-37-dup-1,3,식스z테일,여우포켓
233377,id-753,4,偽螳j草,
227712,id-214,8,Heracross,Pokémon Monocorno
227713,id-214,9,Heracross,Single Horn Pokémon
227716,id-215,1,ニューラ,かぎづめポケモン
234403,id-855,,ポットデ,こうちゃポケモン
233176,id-733,,왕큰부리,대포포켓몬l
235113,rec-852-dup-0,,Povlpaf,Pokémon Caprice
231685,id-584,,,ブリザードポケモン
226397,id-95,2,Iwark,
230925,id-508,1,ムーラン,かんだいポケrモン
229231,id-352,9,Keclen,Colozr Swap Pokémon
234516,id-867,,데스판,원념포켓
232316,id-647,3,케르디오,망아지포켓몬
238653,rec-518-dup-0,11,ムシャー3ナ,ゆめうつつケモン
238324,rec-734-dup-0,3,영구스ta,순회포a켓몬
230616,id-478,,Ffolass,Pokémon Suolnevoso
234152,id-830,9,Eldeoss,Cotto Bloom Pokémon
231742,id-589,9,,Cavqlry Pokémon
233047,id-720,4,胡帕,頑童寶可夢
230222,id-442,11,ミカルゲ,ふういんポケモン
226598,id-113,,Leveinard,Poképn Œuf
233597,id-775,4,樹枕尾熊,半夢半醒寶可夢
239533,rec-88-dup-1,,ベトベタ,ヘドロポケモン
230482,id-466,6,Elevoltek,Donnerkeil-Pokémon
230486,id-466,11,エレキブル,らいでんポケモン
230487,id-466,12,电击魔兽,雷电宝可梦
225885,id-48,7,Venonatg,Pokém0n Insecto
231686,id-584,3,배바닐라,블리자드포켓몬
228695,id-304,,ココド,てつヨロイポケモン
233022,id-717,9,Yveltzl,Destruction Popkémon
229218,id-351,7,Castfom,PokémonClima
237733,rec-165-dup-0,,芭瓢蟲9,五星寶可夢
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
236367,rec-481-dup-1,9,Miespit,
233160,id-731,7,Pik9pek,Pokémon arpintero
236334,rec-846-dup-0,11,サシカマス,とつげきポケモン
236337,rec-846-dup-0,8,Arrokuda,Pokémon Carica
231460,id-561,7,Sigilvph,Pokémon Psevdopájaro
238573,rec-551-dup-1,12,黑眼,沙漠鳄鱼宝可
238662,rec-550-dup-0,6,Barcbuft,Grobheits-P0kémon
239007,rec-583-dup-0,,多冰,冰雪寶可夢
239449,rec-119-dup-0,3,왕콘,금붕어포켓
228008,id-241,7,wMiltank,Pokémom Lechera
234798,id-895,5,Regidraxgo,Pokémon Boule Dragin
232447,id-660,,掘地兔dk,挖洞寶可夢
236509,rec-149-dup-0,1,カイュー,ドラゴンポケxモン
229348,id-363,5,Obalie,Pokémon Clap Clap
238328,rec-734-dup-0,4,貓鼬少s,巡迴寶夢
229340,id-362,8,Glalie,Pokémon Tuttomuso
229345,id-363,2,Tamazarashi,
229344,id-363,1,タマザラシ,てたたきポケモン
229347,id-363,4,海豹球,拍手寶可夢
239318,rec-190-dup-0,,Capumain,Pokémon Longquejue
230043,id-426,7,Dribli,Pokémon Djrigible
234176,id-833,,깨물부,물고늘어지기포켓몬
226612,id-114,8,Tangdla,Pokémon Ljana
227771,id-220,1,ウリー,いのぶたポケdモン
234081,id-823,8,Corvikeiight,Pokémon C0rvo
226118,id-69,9,Bell5prout,Flower Po1<émon
232531,id-668,8,Pyr0ar,Pokémon eale
238282,rec-303-dup-0,,大嘴娃,
231769,id-592,6,Qyabbel,Gleit-P9kémon
233364,id-751,12,滴蛛x,水泡宝可
235730,rec-725-dup-0,,火斑v喵,火猫宝可梦
238285,rec-303-dup-0,9,,Deceiver okémon
225794,id-40,4,胖可a丁,氣球寶可夢j
236124,rec-36-dup-0,11,ピクシーq,ようせいケモン
229544,id-381,,라티오스,무한포켓몬w
238458,rec-37-dup-1,1,ロコ,きつねポケモjン
234045,id-820,1,ヨクバリ,
235786,rec-540-dup-1,7,Sewadd0e,Pokénon Sastre
231988,id-614,5,Pooagriff,Pokémoqn Congelé
238797,rec-18-dup-1,11,ピジョットi,とりポdケモン
226586,id-112,4,鑽角犀獸,鑽錐寶可夢
226585,id-112,3,코뿌리,드릴포켓몬
226588,id-112,6,Rizeros,Bohrer-Pokémon
227659,id-209,11,ブルxー,ようせいmポケモン
234607,id-876,4,愛管侍,感情寶可夢
226225,id-79,,Flegm9n,Schnarcher-Pokémon
233841,id-799,,Guzzlrd,Pokémon Divoratutto
229044,id-335,9,Zango0se,Cat Ferret Pokmon
232812,id-696,9,Tyruiiit,Royal Heir cPokémon
236673,rec-771-dup-0,,Concombaffe,Pokémon Holothune
229362,id-364,8,Sealexo,Pokémon Rotspalla
229584,id-384,11,レックウザ,てんくうポケモン
236510,rec-149-dup-0,9,Dragonite,Dragon Pokémon
236511,rec-149-dup-0,4,快龍,龍寶可夢
236513,rec-149-dup-0,11,カイリュー,ドラゴンポケモン
231725,id-588,1,カブルモ,かぶりつきポケモン
227853,id-227,,Panzaeron,Flugstah1-Pokémon
238393,rec-252-dup-1,,キモtリ,もりトカゲポケモン
237728,rec-165-dup-0,9,Ledyvla,Five Star Ppkémon
236479,rec-447-dup-0,,利欧,波纹宝可梦
236271,rec-337-dup-0,8,Lunatome,Pokémon M3teorite
229693,id-394,9,Prinpiup,Penguin Pokémoh
226703,id-122,,,屏障宝可梦
226171,id-74,7,Geodide,Pokémon Rocs
239268,rec-325-dup-1,5,Spoink,Pokémon Rebond
239267,rec-325-dup-1,3,피그점프,튀다포켓몬
239266,rec-325-dup-1,12,跳跳猪,弹跳宝可梦
239265,rec-325-dup-1,7,Spoink,Pokémon Saltarín
237394,rec-3-dup-1,5,Florizarre,Pokémon Graine
237397,rec-3-dup-1,7,Venusaur,Pokémon Semilla
235728,rec-725-dup-0,11,ニャビー,ひねこポケモン
230176,id-438,8,Bondly,Pokémon Bon5ai
231484,id-563,,迭失棺g,棺木宝可梦
235898,rec-505-dup-0,4,步哨鼠,警戒寶可夢
235895,rec-505-dup-0,8,Watchog,Pokémon Sentinella
230947,id-510,,酷豹c,冷酷寶可夢
233158,id-731,5,Picaspsaut,Pokémom Pivert
226413,id-96,,Drow2ee,Pokémon Hipnosis
227682,id-211,,千u针,气球宝可梦
228440,id-280,,ラnルトnス,きもちポケモン
229326,id-361,,Stalgam:n,Pokémon Capuche
228487,id-285,,Kinococ0k,
233227,id-738,4,,鍬形蟲寶可bw夢
229573,id-383,,グラードン,たいりくポケモ
237735,rec-165-dup-0,,레k디바,별다섯포켓몬
