tid,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,genres
12686,tt12532205,movie,Opolchenochka,OpolchenochkaO,0,2019,War
12706,tt12533429,movie,10000 Km,10000 Km,0,2015,Romance
12732,tt12533194,tvSpecial,The 36th Annual Golden Globes Awardsm,The 36th Annual Golden Globes Awards,1,1979,News
12734,tt12538951,movie,Los años de Greta,Los años de Greta,1,1991,Drama
12746,tt0386470,video,The Formula,The Formula,0,2002,Action-Comedy-SciFi
12748,tt12540335,movie,Tom Green Live,Tom Green LiveA,1,2012,Comedy-Documentary
12758,tt12535533,movie,The Common ManG,Dupont LajoieH,0,1973,Drama
12766,tt12541427,tvMovie,Frank Skinner on George Formbye,Frank Skinner on George FormbyB,1,2012,Documentary
12770,tt0266342,tvMovie,Blown in with the Wind,Zanesennye vetrom,0,2000,Documentary
12774,tt12544442,short,HollyO,Holly,0,2013,Family
12778,tt12537803,movie,King Me,King MeA,0,2001,Biography-Comedy-Documentary
12792,tt12542710,movie,Cover Girl Culture Awakening the Media Generation,Cover Girl Culture Awakening the Media Generation,0,2008,Documentary
12802,tt1787741,movie,King of the Game,King of the Game,0,2014,Action
12819,tt12533508,video,Video kontsert DIFH,Video kontsert DIF,0,2015,Comedy-Music-News
12824,tt12532254,movie,The Rider of Death Valley,The Rider of Death Valleyd,0,1932,Western
12835,tt1943035,movie,Villa Captive,Villa Captive,0,2011,Crime-Drama-Thriller
12856,tt12535774,short,Botch,Botch,1,2013,Crime-Drama-Short
12864,tt1644575,video,Fuck Sasha Grey,Fuck Sasha Grey,1,2010,Adult
12874,tt2294965,movie,Zero Charisma,Zero Charisma,0,2013,Comedy-Drama
12885,tt12543380,movie,Virgina,VirdzinaN,0,1981,Drama
12887,tt12539709,video,The Marketing of Madness Are We All Insane,The Marketing of Madness Are We All Insane,0,2010,Documentary
12888,tt12544956,movie,Maa Balajiy,Maa BalajiS,1,1990,Family
12909,tt12540369,movie,Checkmatex,CheckmateA,1,2008,Thriller
12910,tt1225592,video,The Art of Kissing 3,The Art of Kissing 3,1,2008,Adult
12911,tt12541033,short,Upside Downv,Vsyo naoborotL,0,1974,Animation
12919,tt1612615,short,Soul Fire Rising,Soul Fire Rising,0,2009,SciFi-Short
12927,tt12532111,movie,The Fourth Reich,The Fourth Reich,1,2011,SciFi
12932,tt12537206,tvMovie,American Redsk,American Reds,0,2016,Documentary
12934,tt7612392,tvMovie,Der Nesthocker,Der Nesthocker,0,2018,Comedy-Drama-Romance
12940,tt12545807,movie,21 and a WakeUp,21 and a WakeUph,1,2002,War
12947,tt12532664,short,Madames Cravingsb,Madame a des enviesN,0,1901,Comedy
12952,tt12539477,short,Alone Together,Alone Together,0,2017,Short
