tid,tconst,averageRating,numVotes
2,tt12532752,9.5,16
3,tt12543237,6.0,10
12,tt12541355,6.1,124
14,tt2578260,6.6,5
15,tt12534907,7.3,18812
20,tt0108622,6.7,355
22,tt12540390,6.6,60
23,tt12531237,7.7,7
26,tt1456970,5.3,13
27,tt0927634,6.4,8
28,tt12535746,7.6,-1
30,tt12540401,7.0,59
31,tt12541831,4.4,9
32,tt12539977,6.4,23
34,tt12532783,6.5,39
38,tt12533952,7.8,258
39,tt12539741,5.1,29
40,tt0039847,6.7,377
41,tt12538930,7.2,32
42,tt12534268,6.8,42
45,tt2061640,8.9,8
46,tt12545610,7.1,17
48,tt12540917,5.8,432
50,tt12535723,5.8,121
54,tt12540418,7.2,842
55,tt12538716,5.9,39
57,tt12532968,7.0,39
59,tt12542918,7.0,14
61,tt0311234,6.8,11
63,tt12538434,8.6,21
64,tt12541634,5.3,15
65,tt12538062,7.4,52
67,tt12543825,4.8,24
69,tt12543819,6.5,38
74,tt12544709,8.3,19
76,tt12544195,4.6,30
77,tt12544362,7.8,89
79,tt12541733,5.2,64
81,tt2083932,5.9,15
82,tt6548410,4.0,10
85,tt4708408,2.2,8
86,tt0499179,8.6,16
90,tt12535633,4.5,11
92,tt12539677,4.3,15
94,tt12542350,6.7,20
96,tt12542144,5.7,1172
98,tt12543138,6.5,5
100,tt12531600,4.9,10
102,tt12538281,2.5,803
104,tt12542862,7.3,15
106,tt12532204,2.6,24
107,tt0471839,5.2,31
108,tt12535644,4.9,8
109,tt12534926,6.4,126
114,tt12541775,6.1,18
115,tt12535190,7.8,8
116,tt12536172,7.0,5
117,tt0074004,8.4,690
118,tt0234528,8.6,9
119,tt12545974,6.4,143
121,tt12534531,4.7,68
123,tt1459073,7.4,11
125,tt12543702,7.4,165
126,tt12533194,7.3,7
127,tt12541504,4.9,243
130,tt12539070,6.0,8
131,tt12538966,5.0,285
136,tt12535808,6.2,28
139,tt7388830,7.7,16
142,tt12541380,4.4,1189
150,tt1124107,7.3,21
151,tt2308048,6.6,13
155,tt12545048,6.3,1034
159,tt0828149,8.6,12
160,tt12531236,7.1,11
162,tt1674052,6.6,5
163,tt12545536,5.1,22995
164,tt5421602,8.7,28009
169,tt12532474,7.0,7
172,tt12531231,5.0,7
173,tt8667604,8.3,12
175,tt12540048,7.6,9
177,tt12539622,6.0,-4
180,tt12539386,6.2,6
182,tt12542856,8.0,22
189,tt3073216,6.4,5
192,tt12537971,5.9,5
197,tt12533903,7.1,54
199,tt10410130,9.1,8
201,tt12538572,6.9,30
202,tt12545683,5.4,188
205,tt12544326,4.6,52
206,tt12534789,6.0,22
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
214,tt12536429,7.6,83
215,tt12535069,5.7,21
216,tt12536445,7.0,256
217,tt12537273,6.7,149
220,tt12542760,7.5,167
222,tt12534923,6.7,348
224,tt12540343,7.5,56
225,tt12533514,8.4,9
226,tt12532053,7.4,7
228,tt3526322,7.2,5
231,tt12532919,7.7,176
233,tt12535438,5.4,55
235,tt12536034,7.2,9
236,tt12537252,6.5,6
237,tt12545129,5.3,95
240,tt12542126,5.5,15
241,tt2513610,8.0,5
242,tt12538563,5.0,9
245,tt12541919,7.1,28
246,tt12532013,6.4,7
247,tt6876646,8.5,8
250,tt12542735,7.0,66
252,tt12534589,7.1,7
259,tt0835031,7.0,8
261,tt0189439,6.9,29
265,tt2141569,7.4,15
267,tt0493322,3.6,552
269,tt12539069,5.9,14
270,tt12544050,6.4,92
273,tt0030861,6.8,24
275,tt12531863,4.6,2149
278,tt12543861,4.7,28
280,tt12542375,1.9,103
281,tt12535196,5.3,34
282,tt12542127,5.5,21
283,tt12542142,5.6,4
285,tt0314490,6.0,5
289,tt12537970,6.2,6
291,tt12537760,7.3,88
292,tt12544866,4.7,20
293,tt1096871,6.0,52
294,tt12545898,7.6,15
295,tt12538176,8.0,4
299,tt12539619,7.7,7
300,tt12541993,6.1,19
302,tt12544459,8.0,131
304,tt12539679,4.3,5
306,tt12541213,6.4,-4
310,tt12537301,6.4,36
311,tt1672376,6.4,5
312,tt1754315,8.8,11
313,tt12532006,6.3,25
314,tt12539242,7.0,6
315,tt12536433,8.5,13
317,tt12534012,8.3,12
318,tt12536696,7.0,18
320,tt12541065,5.7,10
322,tt0448136,4.0,27
323,tt12535434,7.2,24
324,tt12537920,4.8,-3
327,tt12540460,5.8,145
328,tt7897052,8.2,11
330,tt0210959,7.4,7
335,tt12535716,7.2,9
337,tt12536713,8.5,8
338,tt12540974,6.8,11
341,tt12539456,7.1,30
343,tt12544532,4.0,2
348,tt12537456,7.9,504
350,tt9652752,7.6,13
352,tt12543390,7.1,13
353,tt7773250,4.0,5
354,tt12543216,8.7,7
356,tt2770480,6.9,11052
358,tt12536026,5.8,149
361,tt1296418,6.4,5
364,tt12533973,6.8,-5
366,tt12541123,5.9,371
369,tt12534401,4.8,448
371,tt3314940,7.6,5
372,tt12541426,7.7,14
373,tt12535110,5.4,87
374,tt12537278,7.3,25
376,tt12535108,5.2,85
379,tt1351264,8.6,20
380,tt12533308,7.9,65
386,tt2180561,7.6,68
387,tt12532955,6.2,86
389,tt0328285,8.4,5
390,tt0205948,7.5,11
391,tt12536511,6.1,32
392,tt12543975,7.1,8
395,tt12539967,6.9,219
396,tt12535557,7.9,350
399,tt12545793,6.1,8
402,tt2309949,4.3,7
403,tt12531574,7.9,8
405,tt12535618,5.2,125
406,tt12543236,5.8,6
407,tt12535725,5.5,131
408,tt11757862,6.4,15
409,tt12543995,7.7,12
410,tt7867852,6.3,6
413,tt12539448,6.0,330
414,tt12537090,6.2,2469
418,tt3554298,6.0,94
422,tt12542141,5.2,5
423,tt12540495,7.6,12
424,tt12536712,8.6,15
425,tt12543416,4.5,6
