tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239592,id-75,1,id-74,31,3,12,4,4,120,70,0,15,0,4,0,0,0,
239600,id-64,1,id-63,27,3,6,8,2,100,50,0,20,1,4,0,0,0,128
239608,id-7,1,,3,2,6,9,1,45,50,0,20,0,4,0,0,0,
239610,id-2,1,id-1,1,5,8,3,1,45,50,0,20,0,4,0,0,0,
239611,id-3,1,id-2,1,5,8,3,1,45,50,0,20,1,4,1,0,0,
239614,id-8,1,id-7,3,2,6,9,1,45,50,0,20,0,4,0,0,0,
239616,id-204,2,,102,4,1,2,4,190,70,0,20,0,2,0,0,0,56
239622,id-202,2,id-360,100,2,5,1,4,45,50,0,20,1,2,0,0,0,
239624,id-617,5,id-616,312,8,4,,4,75,50,0,15,0,2,0,0,0,
239626,id-615,5,,311,2,1,,-1,25,50,0,25,0,2,0,0,0,
239628,id-208,2,id-95,41,4,2,1,4,25,50,0,25,1,2,1,0,0,176
239630,id-611,5,id-610,309,5,6,,4,60,35,0,40,0,1,0,0,0,145
239634,id-811,8,id-810,430,5,,,1,45,50,0,20,0,4,0,0,0,
239636,id-588,5,,299,2,12,,4,200,50,0,15,0,2,0,0,0,
239641,id-813,8,,431,9,,,1,45,50,0,20,0,4,0,0,0,
239644,id-879,8,id-878,460,5,,,4,90,50,0,25,0,2,0,0,0,
239648,id-871,8,,454,7,,,4,75,50,0,20,0,2,0,0,0,
239651,id-876,8,,458,7,,,0,30,140,0,40,0,3,0,0,0,
239653,id-874,8,,456,4,,,4,60,50,0,25,0,1,0,0,0,
239656,id-508,5,id-507,260,4,8,,4,45,50,0,15,0,4,0,0,0,
239662,id-507,5,id-506,260,4,8,,4,120,50,0,15,0,4,0,0,0,
239664,id-505,5,id-504,259,3,6,,4,255,70,0,20,0,2,0,0,0,
239669,id-804,7,id-803,424,7,9,,-1,45,0,0,120,0,1,0,0,0,
239670,id-160,2,id-159,81,2,6,9,1,45,70,0,20,0,4,0,0,0,
239675,id-620,5,id-619,314,7,6,,4,45,50,0,25,0,4,0,0,0,
239678,id-480,4,,241,10,6,,-1,3,140,0,80,0,1,0,1,0,
239679,id-481,4,,242,6,6,,-1,3,140,0,80,0,1,0,1,0,
239680,id-486,4,,247,9,12,,-1,3,0,0,120,0,1,0,1,0,
239683,id-485,4,,246,3,8,,4,3,100,0,10,0,1,0,1,0,
239688,id-474,4,id-233,68,8,4,,-1,30,50,0,20,0,2,0,0,0,
239691,id-471,4,id-133,67,2,8,,1,45,35,0,35,0,2,0,0,0,8
