sample,sub_sample,result_id,test_precision,test_recall,test_f1
1,1,1,1.0,0.821917808219178,0.9022556390977443
1,1,2,1.0,0.821917808219178,0.9022556390977443
1,2,1,1.0,0.821917808219178,0.9022556390977443
1,2,2,1.0,0.821917808219178,0.9022556390977443
1,3,1,1.0,0.821917808219178,0.9022556390977443
1,3,2,1.0,0.821917808219178,0.9022556390977443
1,4,1,1.0,0.821917808219178,0.9022556390977443
1,4,2,1.0,0.821917808219178,0.9022556390977443
1,5,1,1.0,0.821917808219178,0.9022556390977443
1,5,2,1.0,0.821917808219178,0.9022556390977443
2,1,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,1,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,1,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,1,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,2,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,3,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,3,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,3,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,3,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,4,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,4,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,4,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,4,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,5,1,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,5,2,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,5,3,0.9911504424778761,0.8484848484848485,0.9142857142857144
2,5,4,0.9911504424778761,0.8484848484848485,0.9142857142857144
3,1,1,1.0,0.8658008658008658,0.9280742459396751
3,1,2,1.0,0.8658008658008658,0.9280742459396751
3,2,1,1.0,0.8658008658008658,0.9280742459396751
3,2,2,1.0,0.8658008658008658,0.9280742459396751
3,3,1,1.0,0.8658008658008658,0.9280742459396751
3,3,2,1.0,0.8658008658008658,0.9280742459396751
3,4,1,1.0,0.8658008658008658,0.9280742459396751
3,4,2,1.0,0.8658008658008658,0.9280742459396751
3,5,1,1.0,0.8658008658008658,0.9280742459396751
3,5,2,1.0,0.8658008658008658,0.9280742459396751
4,1,1,0.975,0.8357142857142857,0.9
4,1,2,0.975,0.8357142857142857,0.9
4,2,1,0.975,0.8357142857142857,0.9
4,2,2,0.975,0.8357142857142857,0.9
4,3,1,0.975,0.8357142857142857,0.9
4,3,2,0.975,0.8357142857142857,0.9
4,4,1,0.975,0.8357142857142857,0.9
4,4,2,0.975,0.8357142857142857,0.9
4,5,1,0.975,0.8357142857142857,0.9
4,5,2,0.975,0.8357142857142857,0.9
5,1,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,1,2,0.98989898989899,0.8270042194092827,0.9011494252873564
5,2,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,2,2,0.98989898989899,0.8270042194092827,0.9011494252873564
5,3,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,3,2,0.98989898989899,0.8270042194092827,0.9011494252873564
5,5,1,0.98989898989899,0.8270042194092827,0.9011494252873564
5,5,2,0.98989898989899,0.8270042194092827,0.9011494252873564
