tid,titleId,ordering,title,region,isOriginalTitle
6904,tt12541101,2,Garda personală,RO,1
6905,tt0285073,1,Eunice,US,0
6915,tt12539505,6,Se 52 milia o tromos,GR,0
6924,tt12538519,8,Frankenstein vs Baragon,XWW,0
6932,tt12541101,3,Yojimbo Livvakten,SE,0
6941,tt0043677,7,Inside the Walls of Folsom Prison,US,0
6943,tt2080042,1,Peter Punk,AR,0
6953,tt0354068,2,Superprodukcja,PL,0
6954,tt1663660,5,On the Ice,FR,0
6955,tt0068972,12,Smrt se osmehuje ubici,XYU,0
6961,tt3399368,7,Убийствен финал,BG,0
6963,tt12531412,2,Пятница вечер,RU,1
6964,tt12533379,24,Smiertelny weekend,PL,0
6975,tt0387937,3,Cipriano,DE,0
6986,tt12538247,2,Последний вздох,RU,0
6987,tt0043677,13,Inside the Walls of Folsom Prison,CA,0
6993,tt12534909,2,Les bouchers verts,FR,0
6994,tt12545329,1,Crime Does Not Pay No 19 Think It Over,US,0
7005,tt12532052,1,Sal Santen rebel,NL,0
7008,tt0047291,12,Du sollst nicht töten,AT,0
7011,tt12539619,9,The Big Swell,US,1
7015,tt12542324,1,The Demonology of Desire,CA,0
7022,tt12534503,6,Mahkumlar,AZ,0
7029,tt0110818,5,Bichinhos de Estimação,BR,0
7040,tt12534909,9,Oi prasinoi hasapides,GR,0
7041,tt0063241,11,Die Wölfin,XWG,0
7047,tt12544455,3,Living Legacy,DE,0
7048,tt12534909,8,De grønne slagtere,IN,0
7063,tt0195054,5,Härligt syndiga Miss Aggies memoarer,SE,0
7081,tt12545834,1,Chrysalis,US,0
7082,tt12545536,3,Tormimurdja,EE,1
7093,tt12534504,5,Mahkumlar,AZ,0
7096,tt12538614,8,Kwelling,BE,0
7103,tt0076210,22,Острів доктора Моро,UA,0
7113,tt3425302,1,Cannibals and Carpet Fitters,GB,0
7117,tt12533381,9,Death weekend,SE,1
7119,tt12541101,23,Yojimbo,CA,0
7122,tt12533379,5,Fin de semaine infernale,CA,0
7123,tt12538281,4,Хиллсайдские каннибалы,RU,0
7128,tt12544907,4,WXW Rage TV,US,1
7129,tt12544846,8,Directors Commentary Terror of Frankenstein,US,1
7130,tt12544031,1,Fuck Sasha Grey,US,0
7134,tt4730224,3,Час до убийства,RU,0
7137,tt12545835,7,Chrysalis,US,1
7142,tt1078899,6,Impuls,CZ,0
7143,tt12541101,5,Le garde du corps,FR,1
7144,tt12542568,10,The Devil,HK,1
7147,tt12543668,5,Ingrop viii,RO,0
7150,tt12538614,19,Mennesker i trapez,DK,0
7155,tt12545862,1,The Strange Calls,US,0
7158,tt12542548,6,The Damned of the Sea,XWW,1
7160,tt12545536,10,Alex Rider Stormbreaker,IT,1
7163,tt12537199,7,MasterChef Turkey,TR,0
7164,tt0494712,4,Хиллсайдские каннибалы,RU,0
7165,tt0047291,18,Gekweld geweten,NL,0
7167,tt12533250,1,Fumo e Fumaça,BR,0
7173,tt12534574,2,Der Löwe von Sparta,AT,0
7174,tt0076210,30,La isla infernal del Dr Moreau,MX,0
7184,tt12540412,5,Überfall in der Teufelsschlucht,XWG,0
7185,tt12540135,4,Smrt se osmehuje ubici,XYU,0
7197,tt1078899,9,Desejo,PT,0
7207,tt12541101,29,Yojimbo  O Invencível,PT,0
7209,tt12541277,1,Bedrooms,US,0
7224,tt0068972,11,La muerte sonríe al asesino,ES,0
7231,tt12540412,10,Texas Trail,US,1
7239,tt4730224,6,Cuatro Stinkos,US,0
7241,tt0023398,7,Rytteren fra Dødsdalen,DK,0
7243,tt12535245,8,Waco II the Big Lie Continues,US,1
7244,tt0063241,3,La gatta dagli artigli doro,IT,0
7245,tt12543586,5,Coda,ES,0
7248,tt12532746,8,Ressha Sentai Tokkyûjâ DVD Supesharu Saraba Chiketto Arechi Sûpâ Tokkyû Batoru,JP,1
7251,tt12537392,3,Puszkin Ostatni pojedynek,PL,0
7263,tt12531459,4,Russell Howards Good News,GB,1
7273,tt5120734,3,Spy Myeongwol,XWW,0
7280,tt12541801,2,Topsy and Tim,GB,0
7285,tt0328820,4,Dianomi kat oikon,GR,0
7286,tt12540527,12,Código do Crime,PT,0
7289,tt0076210,2,Lisola del dottor Moreau,IT,0
7291,tt3399368,5,Une dangereuse élève,FR,0
7299,tt12538614,12,Du sollst nicht töten,AT,0
7313,tt12544618,1,The Mask,US,0
7316,tt3399368,4,Honor Student,US,0
7323,tt12543668,4,Entierro a los vivos,ES,0
7330,tt1024156,1,Exantas,GR,0
7337,tt12539365,1,Stale Mate,US,0
7341,tt12537919,1,Σταυραετοί,GR,0
7345,tt12545536,2,Pērkondārds,LV,0
7348,tt0110246,2,Kaspar Hauser  Verbrechen am Seelenleben eines Menschen,DE,0
7357,tt12534241,16,Ameaça Total,PT,0
7360,tt12541994,1,Sanya and the Sparrow,XWW,0
7363,tt12540527,5,The Bletchley Circle,DE,0
7369,tt1078899,5,Desejo e Obsessão,BR,0
7372,tt12541101,50,Straż przyboczna,PL,0
7377,tt1078899,4,Импулс,BG,0
7378,tt12531253,1,Mab,GB,0
7382,tt12542273,2,Balcony,GB,0
7385,tt12541953,5,Ché Guevara  Aufstieg und Fall eines großen Revolutionärs,DE,0
7391,tt0288289,3,宇能鴻一郎の女体育教師,JP,0
7392,tt12533381,3,Trágico fin de semana,MX,1
7395,tt4839424,2,Qi che ren zong dong yuan,CN,0
7411,tt12534903,3,La banda Vallanzasca 1977,IT,0
7412,tt12532954,2,À lombre dHollywood,CA,0
7432,tt12540329,4,The Jimmy Star Show with Ron Russell,FR,0
7434,tt12538519,3,Frankenstein alla conquista della Terra,IT,1
7435,tt0854119,1,Descifrando el código de los magos Los más grandes secretos de la magia finalmente revelados 2,ES,0
7444,tt12538519,5,Frankenstein vs Godjirra,JP,1
7451,tt12536239,1,The Art of Kissing 3,PT,0
7453,tt0494712,8,Dealuri canibale,RO,0
7454,tt12545335,6,The Veteran,GR,0
7461,tt2104487,4,Нито с теб нито без теб,BG,0
7469,tt12535774,1,Botch,US,1
7478,tt12535557,2,World Cup KoreaJapan,XWW,0
7486,tt0494712,3,Tromos stous lofous,GR,0
7490,tt0076210,3,Förvandlingens Ö,SE,0
7494,tt2207026,1,What Happened on the Moon  An Investigation Into Apollo,US,0
7496,tt12534574,10,Der Löwe von Sparta,XWG,1
7504,tt12534241,19,Timebomb,AU,0
7505,tt0195054,4,Miss Aggies syndige laster,DK,0
7507,tt12540215,2,Oh My God,XWW,0
7508,tt1024760,1,La mataviejitas,MX,0
7510,tt6218548,3,Happy Dorm,XWW,0
7512,tt0232677,1,O Sonho dos Cavalos Selvagens,PT,0
7513,tt12542505,3,Familien Jul,DK,0
7526,tt0077668,3,Que vienen los tigres,ES,0
7528,tt0068972,2,Ölüm Katile Gülümsedi,TR,0
7547,tt0094926,1,Olho de Cristal,BR,0
7548,tt12542504,1,Jezískova rodina,CZ,0
7563,tt12541101,9,Bodyguard,JP,1
7564,tt0047291,22,To megalo mystiko,GR,0
7570,tt0387937,2,Cipriano,BR,0
7571,tt2099698,4,Private Universe,XWW,0
7576,tt0095464,1,Kornblumenblau,DK,0
7604,tt12540412,3,Hyökkäys kummituslaaksossa,FI,0
7613,tt2275990,1,The Bletchley Circle,DE,0
7614,tt12535534,2,Dogadjaj u autokampu,XYU,1
7621,tt12533394,3,Vieni a vivere dai miei,IT,0
7622,tt12540082,3,Die Nachtigall,DE,0
7625,tt12540135,13,Sette strani cadaveri,IT,0
7626,tt0077668,6,Tigri contro tigri,IT,0
7629,tt0063241,6,La loba solitaria,MX,0
7631,tt0070695,8,Simbad y el califa de Bagdad,ES,0
7633,tt1758611,2,For the Love of Elephants,CA,0
7646,tt0063241,7,The Lone She Wolf,XWW,0
7650,tt12533928,4,Superstunt II,US,0
7652,tt12531474,9,Father of Four  On the Sunny Side,XWW,0
7655,tt12538844,7,Yanni World Without Borders,US,1
7656,tt5535270,3,The Jimmy Star Show with Ron Russell,US,0
7665,tt0331289,3,Mer Matador,DK,0
7667,tt2234551,1,Villain Auditions,US,0
7669,tt12534241,9,Nameless  Total Terminator,DE,1
7673,tt12545536,8,Alex Rider,VE,1
7684,tt12534147,2,Quest for Real Immunity,US,1
7687,tt0415727,1,Crazy Legs Conti Zen and the Art of Competitive Eating,US,0
7693,tt12537038,6,Vrisak banši,RS,0
7694,tt12534200,2,Albert Walker életei,HU,0
7695,tt12531855,1,Unwarranted Influence,US,0
7702,tt12533381,5,Fin de semaine infernale,CA,0
7705,tt12535189,1,InSight,US,0
7709,tt12541834,10,Zarmina Lifting the Veil,GB,0
7724,tt12545835,3,Ray Bradburys Chrysalis,US,0
7726,tt12545536,7,Άλεξ Ράιντερ Μυστική αποστολή,GR,0
7727,tt2275990,18,Kode for mord,DK,0
7732,tt12534122,1,Ein Herz und eine Seele,XWG,0
7734,tt0382255,2,Against the Wall,CA,0
7736,tt0022890,2,ブラウン野球虎の巻,JP,0
7756,tt12534800,14,Squilli di sangue,IT,0
7762,tt8594582,3,Father of Four  On the Sunny Side,XWW,0
7770,tt4730224,4,Hog Hunters,US,0
7771,tt12535534,14,Это случилось в праздник,SUHH,0
7781,tt12533225,3,Werewolf,IN,0
7785,tt12533427,6,10000 km,ES,0
7804,tt12542632,4,Prokleta lepota,RS,0
7811,tt1456970,1,Clemente,US,0
7821,tt12533614,7,14s Good 18s Better,AU,0
7832,tt0043677,8,Rautamiehet,FI,0
7834,tt12541101,10,Onnensoturi,FI,0
7836,tt0195054,1,Psychose et phantasmes sexuels de Miss Aggie,FR,0
7843,tt2275990,4,The Bletchley Circle,GB,0
7865,tt0232677,4,Der Traum der wilden Pferde,XWG,0
7876,tt12531864,4,Halloween maudit,FR,0
7883,tt0043677,18,La révolte des condamnés,BE,0
7889,tt0023398,9,Destry of Death Valley,US,0
7892,tt12541101,4,La guardia del corpo,IT,1
7893,tt0068972,14,Smrt se smijesi ubojici,XYU,0
7901,tt12538614,7,Gewissensnot,DDDE,0
7905,tt12540527,6,Bletchley Circle,SE,0
7910,tt12535557,4,2002 FIFA World Cup KoreaJapan,XWW,0
7911,tt0232677,5,Le songe des chevaux sauvages,FR,0
7918,tt12531413,12,Пятница вечер,RU,0
7928,tt12543284,1,UFOs Above and Beyond,US,0
7930,tt12533317,7,Fen shou zhi du,HK,0
7941,tt2099698,1,Prywatny wszechświat,PL,0
7944,tt0043750,5,Lola i piconera,GR,0
7957,tt12531412,9,Friday Night,US,1
7958,tt12545483,3,La madre pródiga,MX,0
7969,tt0076210,9,A Ilha do Dr Moreau,BR,0
7976,tt12544943,5,Knight School with Coach Bobby Knight,US,0
7988,tt12540412,4,Vildhästarnas dal,SE,0
7995,tt12540106,10,Victoria  Männer und andere Missgeschicke,AT,0
8013,tt12531957,5,Potiche,FR,1
8023,tt7176076,1,Camouflage,BE,0
8025,tt2275990,19,The Bletchley Circle,IT,0
8026,tt0077668,1,Erhontai oi tigreis,GR,0
8037,tt12535556,2,World Cup KoreaJapan,XWW,0
8041,tt12531526,3,Остановись мгновение,RU,0
8042,tt12541101,10,Die Leibwache,XWG,0
8049,tt12532253,13,O Deserto da Morte,PT,0
8050,tt0008915,6,Haremsäventyr,SE,0
8052,tt0023398,13,O Deserto da Morte,PT,0
8057,tt0043750,6,Tra due bandiere,IT,0
8058,tt0015700,5,Lhomme du Ranch,FR,0
8059,tt12540413,4,I volontari del Texas,IT,1
8062,tt12545536,11,アレックス・ライダー,JP,0
8070,tt12536208,7,Kryfos gamos,GR,1
8072,tt3114132,7,Η απόσταση μεταξύ μας,GR,0
8087,tt12541101,3,A testőr,HU,0
8099,tt12537414,6,Alien Siege,US,0
8101,tt12543522,2,Ben David Broken Sky,US,0
8102,tt12541331,2,Too Stupid to Die,US,0
8107,tt12536814,2,Man vs the Universe,US,0
8117,tt12538247,10,Last Breath,AU,0
8119,tt12545536,22,Alex Rider Operación Stormbreaker,ES,0
8128,tt0076210,17,The Island of Dr Moreau,CA,0
8143,tt12545216,1,Polska kronika noncamerowa nr 1,PL,0
8147,tt0076210,26,Insula doctorului Moreau,RO,0
8148,tt12540527,6,The Bletchley Circle,GB,0
8160,tt12539410,1,Busted Babysitters,US,0
8166,tt0110246,5,Kaspar Hauser,DK,0
8172,tt5120734,6,Spy MyeongWol,XWW,0
8182,tt5533118,1,American Reds,US,0
8183,tt7217962,2,Fremder Feind,DE,0
8186,tt12541591,38,The Incredible Hulk,TR,0
8203,tt12541379,6,The Employer,US,0
8220,tt12531413,7,Petek zvecer,SI,0
8221,tt12541101,7,Yojimbo,GB,0
8225,tt0094926,6,The Crystal Eye,DE,0
8231,tt12533504,2,Behçet Cezayirde,TR,0
