tid,titleId,ordering,title,region,isOriginalTitle
6903,tt12538541,4,Vera,PL,0
6904,tt12541101,2,Garda personală,RO,1
6905,tt0285073,1,Eunice,US,0
6906,tt12531453,1,Сердце мира,RU,0
6907,tt12535593,3,La princesse de Clèves,FR,0
6909,tt3089896,1,Ali AlZibaq,EG,0
6910,tt12545337,9,Recuerdos de la guerra,AR,1
6911,tt12537037,8,I kravgi tou thanatou,GR,1
6912,tt0043072,7,Tripolis,XWG,0
6914,tt1334247,2,Johnny Cash ja Folsom Prison,FI,0
6915,tt12539505,6,Se 52 milia o tromos,GR,0
6916,tt12543129,7,Supa Modo,IT,0
6920,tt0271887,1,Zivi mrtvaci,YUCS,0
6923,tt0457121,3,Соловей,RU,0
6924,tt12538519,8,Frankenstein vs Baragon,XWW,0
6925,tt12537166,4,Un Amore Per Due,IT,1
6926,tt12532330,14,Deliciosa Mentira,BR,0
6927,tt12533289,7,Tempo de Espera,BR,0
6928,tt1863203,4,Работодатель,RU,0
6929,tt0220626,1,Hölmölän kylän veijarit,FI,0
6930,tt12537650,6,El diablo blanco,ES,0
6931,tt12541706,10,El médico alemán,MX,0
6932,tt12541101,3,Yojimbo Livvakten,SE,0
6933,tt0247196,18,Πριν πέσει η νύχτα,GR,0
6934,tt5078214,17,В легло с Виктория,BG,0
6938,tt0247196,6,Antes que anochezca,PE,0
6939,tt12545484,4,The Prodigals Mother,US,0
6940,tt12538616,6,Kwelling,BE,1
6941,tt0043677,7,Inside the Walls of Folsom Prison,US,0
6942,tt0019035,10,Paixão Sem Freio,BR,0
6943,tt2080042,1,Peter Punk,AR,0
6947,tt12543922,1,Kiusaus,FI,0
6948,tt12538381,2,Killing Jesus,XEU,1
6950,tt0158117,14,Scrisoarea,RO,0
6951,tt5078214,5,Na Cama Com Victoria,PT,0
6952,tt12535616,5,在夜幕降臨前,TW,1
6953,tt0354068,2,Superprodukcja,PL,0
6954,tt1663660,5,On the Ice,FR,0
6956,tt12541654,8,The Mystery of St Pauls Hospital,XWW,0
6958,tt12535879,2,Upptäcka kon,SE,0
6959,tt4134678,1,Tutti insieme allimprovviso,IT,0
6960,tt0457495,16,Alex Rider Stormbreaker,FR,0
6961,tt3399368,7,Убийствен финал,BG,0
6962,tt0085273,2,Brandende liefde,NL,0
6964,tt12533379,24,Smiertelny weekend,PL,0
6966,tt5742374,4,Você Nunca Esteve Realmente Aqui,BR,0
6972,tt0203189,1,Radar,US,0
6973,tt12545482,3,La madre pródiga,MX,0
6974,tt12535121,3,Tainted in Red,XWW,1
6977,tt12539291,11,Sumpfwasser,AT,0
6978,tt1145500,11,Puissance planète,FR,0
6979,tt12541067,9,Oni dani,RS,0
6981,tt1620956,4,Sania i Wróbel,PL,0
6982,tt0075922,25,The House by the Lake,US,0
6983,tt12538616,1,Domanda di grazia,IT,0
6985,tt12533616,6,The Story of Kerry Josie and Diana,AU,0
6986,tt12538247,2,Последний вздох,RU,0
6987,tt0043677,13,Inside the Walls of Folsom Prison,CA,0
6988,tt12537617,13,De fordømtes øy,NO,0
6991,tt12539476,3,Ensam Tillsammans,SE,0
6994,tt12545329,1,Crime Does Not Pay No 19 Think It Over,US,0
6995,tt0457495,19,Алекс Райдър Операция Стормбрейкър,BG,0
6996,tt12534013,10,See Plum Run,CA,1
6999,tt3212614,1,Dominican,US,0
7000,tt12532330,1,Een lied in de wind,BE,0
7004,tt7203520,3,Werewolf,IN,0
7005,tt12532052,1,Sal Santen rebel,NL,0
7006,tt12544263,1,Inside Out,GB,0
7007,tt0090825,3,Melody of Passion,CH,0
7008,tt0047291,12,Du sollst nicht töten,AT,0
7009,tt12544495,3,MTVs Club Dead,XWW,0
7011,tt12539619,9,The Big Swell,US,1
7012,tt7773250,1,Khotat Alshaitan,EG,0
7014,tt0075922,11,Fin de semana sangriento,AR,0
7015,tt12542324,1,The Demonology of Desire,CA,0
7016,tt12541592,31,Невероятният Хълк,BG,0
7018,tt12536237,9,Dianomi kat oikon,GR,1
7019,tt12537677,13,El quinto infierno II,AR,0
7023,tt0036374,5,Someone to Remember,US,0
7024,tt12538381,9,Matar a Jesús,IT,0
7025,tt0024542,1,Self Defense,US,0
7027,tt0108622,7,Blade of Fury,FR,0
7028,tt0328285,3,Sarah Youngs Private Affairs Vol 7,US,0
7029,tt0110818,5,Bichinhos de Estimação,BR,0
7030,tt12542145,6,Varg Veum  El mensaje en la pared,ES,1
7031,tt12535644,1,Részletkérdések,HU,0
7033,tt12537037,4,Вой Банши,RU,0
7035,tt0045540,2,Aventuras no Oeste,BR,0
7037,tt7272242,4,Killing Jesus,XEU,0
7038,tt12532475,3,Vánocní príbeh,CZ,0
7039,tt0103893,6,Buffy  Vampyrdödaren,SE,0
7041,tt0063241,11,Die Wölfin,XWG,0
7043,tt5078214,6,Victoria  Männer und andere Missgeschicke,AT,0
7044,tt12533047,3,Ava Gardner and Frank Sinatra,FR,0
7046,tt1545097,5,Harriet a Espiã Guerra de Blogs,PT,0
7047,tt12544455,3,Living Legacy,DE,0
7049,tt0457495,17,Alex Rider Operation Stormbreaker,CA,0
7051,tt12544460,10,El Zebaq,EG,0
7052,tt6224632,2,Isolation,XWW,0
7053,tt0800080,24,Неймовірний Халк,UA,0
7056,tt12531863,6,The Wiccan,US,0
7057,tt12542310,5,I Am Tiger Woods,GB,1
7058,tt12538283,1,Tromos stous lofous,GR,0
7059,tt12538864,5,Impulsion,CA,1
7061,tt0437803,7,Alien Siege  Tod aus dem All,DE,0
7062,tt0351716,4,Sheng Baoluo yi yuan zhi mi,CN,0
7063,tt0195054,5,Härligt syndiga Miss Aggies memoarer,SE,0
7067,tt12534575,7,A háromszáz spártai,HU,0
7069,tt8881102,1,Sweethearts,US,0
7070,tt12537406,1,The Land Where the Blues Began,US,0
7073,tt0077946,3,Montreal Main,GB,0
7074,tt2277728,3,Dream Defenders,SG,0
7076,tt12537070,13,バッフィ ザ・バンパイア・キラー,JP,0
7077,tt12541358,17,Tu nas jamais été vraiment là,CA,0
7078,tt1754567,1,Ta mig,SE,0
7079,tt0395804,2,Verborgen gebreken,NL,0
7081,tt12545834,1,Chrysalis,US,0
7082,tt12545536,3,Tormimurdja,EE,1
7083,tt12541995,1,Sanya and the Sparrow,XWW,0
7084,tt12535856,5,Ladies Who Do,US,0
7085,tt12545807,5,21 and a WakeUp,US,1
7086,tt12532111,3,The Fourth Reich,GB,1
7090,tt12538615,7,妄執の影,JP,0
7091,tt12544866,1,La chica que cayó del cielo,ES,0
7092,tt12545092,9,Il pane,IT,0
7096,tt12538614,8,Kwelling,BE,0
7097,tt6355698,1,The Last Astronaut,US,0
7098,tt12532295,7,Ghost Story for Christmas The Ash Tree,GB,1
7099,tt6401390,1,Beyond Black Mesa,GB,0
7101,tt0103893,24,Buffy Caçadora de Vampiros,PT,0
7102,tt0158117,11,クレーヴの奥方,JP,0
7103,tt0076210,22,Острів доктора Моро,UA,0
7104,tt12532254,9,GOLDFIEBER Der Ritt ins Todestal,DE,1
7106,tt0181449,1,Death A Love Story,US,0
7108,tt0168007,2,Испытательный срок,SUHH,0
7111,tt12535784,12,Ana com A,PT,0
7112,tt12542026,7,Simbad E Il Califfo Di Bagdad,IN,0
7113,tt3425302,1,Cannibals and Carpet Fitters,GB,0
7115,tt2040565,2,To Epos tou Biorn,GR,0
7116,tt0247196,15,Mielőtt leszáll az éj,HU,0
7117,tt12533381,9,Death weekend,SE,1
7119,tt12541101,23,Yojimbo,CA,0
7122,tt12533379,5,Fin de semaine infernale,CA,0
7123,tt12538281,4,Хиллсайдские каннибалы,RU,0
7125,tt12536597,1,Race 2 Race,US,0
7127,tt12541356,4,WWE Vengeance,US,0
7128,tt12544907,4,WXW Rage TV,US,1
7129,tt12544846,8,Directors Commentary Terror of Frankenstein,US,1
7130,tt12544031,1,Fuck Sasha Grey,US,0
7132,tt12545461,9,Klodens kræfter,DK,0
7133,tt12541706,17,Den tyske læge,DK,0
7134,tt4730224,3,Час до убийства,RU,0
7135,tt12532885,12,Inside the Walls of Folsom Prison,GB,0
7136,tt12538541,8,Vera,US,1
7137,tt12545835,7,Chrysalis,US,1
7138,tt0051755,10,I Bury the Living,AU,0
7140,tt12541068,1,Napjainkban,HU,0
7141,tt7089878,6,Liz und der Blaue Vogel,DE,0
7142,tt1078899,6,Impuls,CZ,0
7143,tt12541101,5,Le garde du corps,FR,1
7144,tt12542568,10,The Devil,HK,1
7145,tt12537416,4,Obca krew,PL,0
7147,tt12543668,5,Ingrop viii,RO,0
7148,tt12537070,6,Buffy la caza vampiros,AR,0
7149,tt12535784,10,Chiamatemi Anna,IT,1
7150,tt12538614,19,Mennesker i trapez,DK,0
7151,tt12544520,4,Vengeance,FR,0
7152,tt12539978,4,Bruine,FR,1
7154,tt7410352,5,Американска принцеса,BG,0
7155,tt12545862,1,The Strange Calls,US,0
7156,tt12544632,8,TiM,TR,1
7158,tt12542548,6,The Damned of the Sea,XWW,1
7159,tt12542569,3,Tom Thumb,XWW,0
7160,tt12545536,10,Alex Rider Stormbreaker,IT,1
7161,tt1693592,10,Вера,RU,0
7163,tt12537199,7,MasterChef Turkey,TR,0
7164,tt0494712,4,Хиллсайдские каннибалы,RU,0
7165,tt0047291,18,Gekweld geweten,NL,0
7166,tt12538585,1,O Sonho dos Cavalos Selvagens,PT,0
7168,tt1548628,8,Vrisak banši,RS,0
7169,tt12541360,7,Nunca Estiveste Aqui,PT,0
7170,tt1545097,11,Harriet la spia la guerra dei blog,IT,0
7173,tt12534574,2,Der Löwe von Sparta,AT,0
7174,tt0076210,30,La isla infernal del Dr Moreau,MX,0
7175,tt12535593,13,La lettera,IT,0
7179,tt12538018,9,Going Vertical,SE,0
7182,tt0045066,15,Tre piger fra Rom,DK,0
7186,tt0074235,11,Woody Guthrie  lyckans land,SE,0
7188,tt12532136,14,Tre Draaber Gift,DK,0
7189,tt7089878,7,Liz and the Blue Bird,XWW,0
7190,tt12533065,7,Les rebelles du foot,FR,1
7192,tt12537677,11,処刑人II,JP,0
7193,tt12532348,10,Airpocalypse,XWW,1
7194,tt0066461,10,Който пее зло не мисли,BG,0
7196,tt12537876,1,Na Linha de Fogo,BR,1
7197,tt1078899,9,Desejo,PT,0
7198,tt12537273,10,Eebenpuutorni,FI,1
