idDBLP,idScholar
conf/sigmod/AbiteboulCM95,DakOA4Ew-poJ
conf/sigmod/AcharyaAFZ95,_-yXA5HLnqoJ
conf/sigmod/AcharyaGPR99a,EpUtXEhwDaUJ
conf/sigmod/AgrawalGGR98,v9JW-UJCD-YJ
conf/sigmod/AgrawalGGR98,y55xkFQJvxAJ
conf/sigmod/BabuGR01,zQCRmiH6jo4J
conf/sigmod/BreitbartKRSS99,XV2lpkhWCsYJ
conf/sigmod/BrinMS97,OiHYG-Al8G8J
conf/sigmod/BrinMUT97,aOBNgdooDHAJ
conf/sigmod/BrinMUT97,vIwsSOGQOWAJ
conf/sigmod/Carey00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ
conf/sigmod/CherniackZ96,ZsHfcZJwFQQJ
conf/sigmod/DogacHKOONDMAKE96,SYV3r4_a5EsJ
conf/sigmod/DogacHKOONDMAKE96,UAO4T_2ylPkJ
conf/sigmod/FernandezS96,9bgA6C_HqvQJ
conf/sigmod/Gal00,SudUID_rEy0J
conf/sigmod/GraySEBW94,JT61IMQEZ-QJ
conf/sigmod/GriffinL95,6QZGeKna5lgJ
conf/sigmod/HaasH01,tHEP1S1typgJ
conf/sigmod/HarinarayanRU96,4OrM17Osz64J
conf/sigmod/HarinarayanRU96,ESZwkhGzOboJ
conf/sigmod/HarinarayanRU96,JM1X7hho718J
conf/sigmod/HarinarayanRU96,ofxLw3VrJB8J
conf/sigmod/HarinarayanRU96,Qv7KYn9x-SQJ
conf/sigmod/HarinarayanRU96,sLvivSi__BcJ
conf/sigmod/Hope95,w3Aykr4vDVwJ
conf/sigmod/HungYK96,bTI28RjBpPwJ
conf/sigmod/IoannidisLANT97,kDWGwVa8dykJ
conf/sigmod/IoannidisLANT97,qb-jf_sQ_5kJ
conf/sigmod/KementsietsidisAM03,vO7aBWspoyMJ
conf/sigmod/KiepuszewskiMO98,T3Zm8WKD_FYJ
conf/sigmod/KrollW94,SX1_Z3Z000YJ
