tid,species,local_language,name,genus
238145,rec-800-dup-0,4,奈克洛茲a瑪,稜鏡寶可
229316,id-360,6,Iss0,Strahlelcind-Pokémon
236707,rec-770-dup-0,,,すなのしろポケモン
232494,id-664,,粉蝶虫j,喷粉宝可梦
230056,id-427,9,Bunewry,Rabbit Poémon
226120,id-69,12,喇叭,花宝可f梦
229319,id-360,,Wynavyt,Bright Pokémon
226889,id-139,,オムスター,うずまきポケモ
233929,id-808,6,,Mutter-Pol<émon
234549,id-870,,Le9iors,Formations-Pokémon
233997,id-815,,閃焰王牌,前鋒寶可
232396,id-655,3,마폭,여우포켓x몬
226509,id-105,4,嘎啦嘎啦,愛骨寶可夢
227956,id-236,11,バルキhー,けんかポケモンl
226500,id-104,6,Tragosso,Einsam-Pokémon
226501,id-104,7,Cubone,Pokémon Solitario
226505,id-104,12,卡拉卡拉,孤独宝可梦
229681,id-393,,Piplup,Pokém9n Pinguino
232568,id-672,5,Cabriolaine,Pokémon Monture
232565,id-672,1,メェークル,ライドポケモン
238680,rec-196-dup-0,9,Espeon,Sun Pokémon
230057,id-427,11,ミミロル,うさぎポケモン
230050,id-427,3,이어롤,토끼포켓몬
229859,id-409,11,ラムパルド,ずつきポケモン
229857,id-409,8,Rampardos,Pokémon Cranioso
228104,id-250,4,鳳王,虹色寶可夢
228105,id-250,5,Ho-Oh,Pokémon Arcenciel
228101,id-250,1,ホウオウ,にじいろポケモン
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
231941,id-609,,Chandelure,Pokémon Artiranime
238348,rec-397-dup-1,,Mukvb9rd,
233500,id-765,7,Orangirj,Pokékon Sabio
227578,id-202,,Woin9enav,Gedulds-Pokémon
229666,id-392,4,烈焰猴x,火焰寶可夢a
225706,id-32,,尼多a朗,毒針寶可夢
227288,id-176,2,Togechick,
227289,id-176,3,토게틱,행복포켓몬
227392,id-185,,Sudowoodo,Pokém9n Imitación
226470,id-101,9,Eietrode,Ball P0kémon
232395,id-655,1,マフォシー,キツネcポケモン
233764,id-791,12,索尔迦雷欧,日轮宝可梦
233762,id-791,9,Solgaleo,Sunne Pokémon
233763,id-791,11,ソルガレオ,にちりんポケモン
228438,id-280,8,Ralrs,Pokémon Serisazione
235284,rec-746-dup-0,11,,こざかポケモン
236407,rec-361-dup-0,9,Snorugnr,Snow Hat okémon
226814,id-133,1,イーブ,
236747,rec-375-dup-0,9,Metanh,
225966,id-55,,,鸭宝可梦
230434,id-462,,Jibacol,
235263,rec-571-dup-1,8,Zorark,Pokémon Muteyolpe
225726,id-34,,Nidoknng,
228739,id-308,1,チャーレム,めいそうポケモン
233759,id-791,,Solgal3o,Sonnenkreis-Pokémon
234070,id-822,7,Corvisqire,Pokémo Cuervo
232933,id-708,11,ボクー,
229627,id-388,,Grotle,Grove Po1<émon
238349,rec-397-dup-1,11,ムクー,むくどりポケyモン
237163,rec-420-dup-0,3,체리e버,
232206,id-636,3,활화바,횃불포몬
227722,id-215,,Sneasek,Pokémon Garra Filo
228441,id-280,12,,心情u宝可梦
229095,id-340,5,Barbichai,Pokémon Barillon
238460,rec-37-dup-1,3,식스z테일,여우포켓
227716,id-215,1,ニューラ,かぎづめポケモン
234392,id-854,9,Sinizstea,Black Tea Pokém0n
238988,rec-419-dup-0,,浮潜鼬,
231654,id-580,12,鸭宝j,水鸟宝可b梦
229889,id-412,7,Bury,Pokémonw Larva
237880,rec-496-dup-0,7,Seryie,
232316,id-647,3,케르디오,망아지포켓몬
236173,rec-615-dup-0,6,Frigometr'l,Kristall-Pikémon
239533,rec-88-dup-1,,ベトベタ,ヘドロポケモン
230890,id-504,7,,Pokémon Exploraor
234065,id-822,1,アオガラス,カラスポケモン
234063,id-821,11,ココガラ,ことりポケモン
225506,id-14,,Ccoon,
233869,id-802,6,Marshadow,Dunkelwesen-Pokémon
233866,id-802,3,마샤도,그림자살이포켓몬
233865,id-802,1,マーシャドー,かげすみポケモン
238749,rec-331-dup-1,,サボ,サボテンポケモン
231864,id-601,,,齿轮宝可梦
231327,id-548,,百合根娃娃,根莖寶可o夢
234683,id-883,11,ウオチルドンo,
226881,id-139,,Ojxtar,
226118,id-69,9,Bell5prout,Flower Po1<émon
232531,id-668,8,Pyr0ar,Pokémon eale
228303,id-268,,Blindakdys,Pokémon Cocon
238282,rec-303-dup-0,,大嘴娃,
238140,rec-800-dup-0,,ネクロaズマ,プリズムポケモン
235009,rec-161-dup-1,12,,放哨宝c可梦
238285,rec-303-dup-0,9,,Deceiver okémon
238458,rec-37-dup-1,1,ロコ,きつねポケモjン
233745,id-790,1,コスモウムi,げんしせいポケqモン
229044,id-335,9,Zango0se,Cat Ferret Pokmon
232214,id-636,,燃虫,火炬宝可梦
229362,id-364,8,Sealexo,Pokémon Rotspalla
236518,rec-714-dup-1,4,嗡蝠,音波寶可夢
236516,rec-714-dup-1,3,음뱃,음파포켓몬
231725,id-588,1,カブルモ,かぶりつきポケモン
231878,id-603,,Lampérois,Pokémon Électrophore
231484,id-563,,迭失棺g,棺木宝可梦
235212,rec-259-dup-0,6,Moorabl>el,Lebmhüpfer-Pokémon
228440,id-280,,ラnルトnス,きもちポケモン
228487,id-285,,Kinococ0k,
229573,id-383,,グラードン,たいりくポケモ
233995,id-815,,エースバーン,ストライカーポケモンa
232877,id-703,,小碎鑽,
226824,id-133,12,伊,进化宝w可梦
232620,id-677,7,Esprr,Pokémn Moderación
230447,id-463,4,大舌,舔舔寶可夢g
232153,id-630,11,バルジーvナ,ほねわしポyケモン
237377,rec-34-dup-0,,Nidolcng,
232534,id-668,,火炎i狮,王者宝可梦
237288,rec-458-dup-0,4,小球i飛魚,風箏寶夢p
226262,id-82,11,レアコイル,じしゃくポケモン
227586,id-203,3,키링키u,긴목포몬
232489,id-664,6,Purmel,Puderinsekt
232486,id-664,3,분이벌레,가루뿜기포켓몬
232485,id-664,1,コフキムシ,こなふきポケモン
228224,id-261,3,포챠나,물어뜯기포켓몬
228227,id-261,6,Fiffyen,Biss
231113,id-526,11,ギガイアス,こうあつポケモン
231114,id-526,12,庞岩怪,高压宝可梦
232207,id-636,4,燃燒,
226897,id-140,,Kabuto,Pokém0n Armazón
230449,id-463,,Schlrplek,Schlecker-Pokémon
238280,rec-303-dup-0,4,,欺騙寶可o夢
238752,rec-331-dup-1,6,Tusia,Kakts
227290,id-176,4,波克ri基古,
232577,id-673,,坐騎山k,坐騎寶可夢
