tid,species,version,language,flavor_text
222148,rec-314-dup-0,,9,With its sweet aroma it guidesVolbear to draw signs with light inthe night sky.
208876,id-473,33,6,"Sie sind schon auf 10 000 Jahre altenWandmalereien abgebildet. Es gab Ze9ten,in denen man sie für ausgestorben hielt."
208877,id-473,,7,Aparece representado en pinturas rupestres dehace 10 000 años. Hubo un tiempo en el que selo consideró extinto.
217271,rec-857-dup-0,,3,강한 감정을 품은 자라면누가 됐든 조용하게 만드는데그 수단이 매우 난폭하다.
204325,id-83,34,5,Il se bat à l’aide de sa tige. Il sxiste plusieursécoles quant à son majiement.
220965,rec-520-dup-1,34,11,賢く　物覚えが　いい配達員が　パートナーに選ぶことが　多いらしい
222195,rec-179-dup-1,25,11,
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
220766,rec-882-dup-0,,3,특유의 다릿심으로 시속 601<m이상으로 달릴 수 있지만물속에서만 호흡할 수 있다.
208963,id-478,,3,마이너스 50도의 냉기를 뿜어먹이를 얼린 뒤 거처로가져가서 가지런히 나열한다.
205566,id-172,34,6,"Tritt auch nur eine geringe Menge Elektrizität ausseinem kleinen Backentaschen aus, bekommt eseirien Schlag."
224385,id-430,23,7,"Si uno lanza un grito profundo, loa demás acuden.Por eso se le llama también Invocador de la Noche."
205983,id-212,,3,몸은 가늘지만 공격력은무시무시하다. 몸의 근육도금속으로 되어 있다.
213927,id-828,34,7,Un Pokémon ágil y de afiladas garras que sealimenta de huevos y comicla robados. LosBoltund son su enemig0 natural.
215447,rec-647-dup-1,,11,厳しい　戦いを　潜りぬけて額の　ツノが　鍛えられると真の　力が　目覚めるという
208964,id-478,,4,會吐出零下５０度的冷氣凍住獵物，並把牠們帶回自己的巢穴，整齊地擺成一排。
223441,id-204,,7,Le gusta engrosar su coraza añadiendo correzas deárbol. El aumento de peso no le molesta.
221942,rec-101-dup-0,23,7,Explotan a la mínima. Por eso se les tiene muchomiedo. Est0s Pokémon feciben el mote de Bomba Ball.
205554,id-172,,4,身形小巧，卻能夠釋放出足以讓成年人麻痺的電擊，但是連牠自己也會嚇一跳。
217037,rec-36-dup-0,,4,妖精的一種極少出現在人類面前一感覺到有人會立刻逃走
222567,rec-252-dup-0,,6,Es klettert blitzschnell Wände empor. Mit seinemSchwanz misst es die Luftfejchtigkeit um dasWetter am nächsten Tag vorherzusagen.
215527,rec-544-dup-0,34,5,Il se protège avec sa solide carapace et ses épinesempoisonnées tandis quil rassemble lénergienécessaire à son évolution.
218920,rec-3-dup-1,34,5,
218924,rec-3-dup-1,34,9,A bewitching aroma wafts from its flower.The fragrance becalms those engagedin a battle.
204317,id-83,33,7,"Blande el puerro que sujeta con un ala como si setratase de vna espada para rebanar a su rival. Encaso de necesidad, se lo come para nutrirse."
219962,rec-310-dup-0,34,5,Ce Pokémon évite de se m0ntrer aux humains.On raconte 4uil fait son nid aux endroitsoù la foudre sest abattue.
212468,id-728,,8,Si allena con im0egno tutti i giorni fino a quandonon è in grado di produrre palloncini d’acquaabbastanza grandi e utili ai suoi scopi.
208162,id-426,34,1,
214529,id-858,34,9,"If you’re too loud around it, y0u risk being tornapart by the daws on its tentacle. This Pokémonis also known as the Forest Witch."
203365,id-11,34,5,"Bien que son corps soit entouré d’une carapacesolide, l’intérieur est si mou qu’il je résisteraitpas à un3 attaque violente."
210049,id-568,34,9,This Pokémon was born from a bag stufded withtrash. Galarian Weezing reoish the fumes belchedby Trubbish.
219423,rec-616-dup-0,34,3,전기 에너지에 반응하는 신비한체질을 지녔다. 딱정곤과 함께있으면 무슨 이유인지 진화한다.
218712,rec-445-dup-0,33,9,
204536,id-104,33,6,"Denkt Tragosso an seine verstorbene Mutter,so weint es. Sein Schluchzen hallt dabei jn demScgädel auf seinem Kopf klagend wider."
205521,id-170,,12,从鳍变化而来的触手之中，分别流通着正电以及负电。
220336,rec-552-dup-1,,1,くらやみでも　みえる　とくしゅなりょうめの　おかげで　まよなかでもまよわず　かりが　できるのだ
218645,rec-557-dup-0,34,3,집으로 삼기 딱 좋은 돌멩이를발견하지 못하면 하마돈의구멍에 살기도 한다.
218748,rec-458-dup-0,34,1,
220082,rec-473-dup-0,,1,みためどおりの　ちからもちこおりのキバは　さむくなるほどふとく　ながく　りっぱに　なる
209781,id-555,,12,总是热血沸腾的宝可梦。它厚重的手臂使出的拳击甚至能把翻斗车打得粉碎。
220887,rec-583-dup-0,34,6,Dieses Pokémon ist gutmütig. Es fnert zwarGegner mit kalter Luft von -10o ºC ein raubtihnen aber nie das Leben.
208532,id-451,,1,すなに　からだを　うずめ　じっとえものを　まちつづけている。ヤクデと　そせんが　ちかい。
205993,id-213,,3,껍질 속에 열매가 비축되어 있다.공격받지 않도록 바위 밑에틀어박혀 꼼짝하지 않는다.
213327,id-782,34,7,"Se comunica con sus congéneres mediante lossonid0s que produce al golpdar sus escamas,duras como el acero."
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
217156,rec-208-dup-0,,11,土と　一緒に　飲みこんだ鉄分が　溜まっていって　体が変化したとも　考えられる
224248,id-400,12,9,It makes its nest by damm:ngstreams with bark and mud. It i5known as an industrious worker.
217872,rec-771-dup-0,33,8,Vive vicino alle spiagge in acque calde e pocoprofoncle. Quando si imbatte im un nemico loattacca espellendo gli organi interni dalla bocca.
208250,id-435,,11,尻尾の　先から　飛ばす　汁のにおいは　強烈。　地面に穴を　掘って　巣穴を　つくる。
214516,id-858,33,6,"Die starken Psycho-Kräfte, die es ausstrahlt,ruf4n Kopfschmerzen hrrvor. So hält es andereLebewesen von sich fern."
220674,rec-867-dup-0,,3,그림자 같은 몸을 만지면 안 된다.그림에 새겨진 무서운 기억을보게 되기 때문이다.
210222,id-577,34,1,とくしゅな　えきたいに　からだをつつんでいるので　うちゅうでもいきられるとも　いわれている。
213917,id-828,33,7,"Marca a su presa sin ser advertido. Sigue el olory, cuanclo el otro Pokémon baja la guardla,aprovecha para robarle."
205985,id-212,34,5,
211257,id-637,33,7,Se dice que sus escamas flamígeras pueden tantocausar incendios como amparar a a1uelios quesufren las inclemencias del frío.
209399,id-533,33,9,"It shows off its muscles to Mach0ke and otherGurdurr. If it fails to mea5ure up to the otherPokémon, it lies low for a little while."
213925,id-828,,5,"Grâce à son corps lestw et ses griffes acérées,il va et vient en dérobant Œufs et nourriture.Son ennemi juré est Fulgudog."
217732,rec-507-dup-0,33,9,Herdier is a very smart and friendly Pokémon.So much so tbat theres s theory that Herdier wasthe first Pokémon to partner with people.
212697,id-748,33,7,"Para resistir las bajas temperaturas de law aguasde Galar, forma una cúpula con las patas vcalienta el interior con el calor de su cuerpo."
209207,id-521,34,7,
217273,rec-547-dup-0,,3,솜을 흩뿌리며 장난을 친다.물을 끼얹으면 무거워져서움직일 수 없게 되어 포기한다.
215657,rec-109-dup-0,33,7,
221285,rec-714-dup-0,,8,La sera esce dalla grotta in cui vive e volain cerca dj frutti maturi che individua grazieagli ultrasuoni.
223941,id-325,17,5,
204935,id-124,,5,"Dans une certaine z0ne de Galar, Lippoutouétait craint et vénéré par la population qui l’avaitsurnommé la « reine des glaces »."
