tid,species,local_language,name,genus
233297,id-745,,,狼寶可夢
231227,id-538,4,投摔,柔k道寶可夢
225492,id-12,,バタフリdー,ちょうちょポケモン
232259,id-641,6,Borsos,Wirbelsturm-P0kémon
233715,id-787,1,カプ・ブルル,とちwがみポwケモン
238184,rec-10-dup-0,,Catepbie,
227246,id-172,,皮丘t,小鼠寶可夢
234894,rec-118-dup-0,,Tosaksito,
234463,id-861,11,オーロwン,ビルドアッポケモン
227169,id-165,,芭瓢蟲,五星寶m可夢
229188,id-348,,アーマルドc,かっちゅうポケモン
227493,id-194,9,Wooper,Water Fish Pokémon
227492,id-194,8,Wooper,Pokémon Acquapesce
227490,id-194,6,Felino,Fisch-Pokémon
227494,id-194,11,ウパー,みずうおポケモン
233205,id-736,,アゴムシ,ようちゅうポケモン
228395,id-276,9,Taillzcow,Tiny Swalow Pokémon
226120,id-69,12,喇叭,花宝可f梦
233929,id-808,6,,Mutter-Pol<émon
233542,id-769,,Sandygaat,Sand Heap Pokémon
238730,rec-431-dup-0,,Glame0w,Catty Pokémon
231048,id-520,5,Colombeau,Pokémon Sauvapigeon
231590,id-574,7,Gotyita,Pokémon Inqujsitivo
229460,id-373,7,,Pokémon Drgón
225949,id-54,5,Psykol<wak,Pokémon Canarcl
237002,rec-314-dup-0,,甜甜,螢火蟲寶可夢
233997,id-815,,閃焰王牌,前鋒寶可
231587,id-574,,哥德寶,凝視寶可夢
233177,id-733,,銃嘴大鳥,銃炮寶可夢w
230871,id-502,8,Dewott,Pokémon Apprendista
230872,id-502,9,Dewott,Discipline Pokémon
233962,id-811,,Thwackey,
232346,id-650,,도치lp마론,밤송이포켓몬
231183,id-533,,,きんこつポケモン
230189,id-439,,マネネ,マイムポケモcン
226500,id-104,6,Tragosso,Einsam-Pokémon
226501,id-104,7,Cubone,Pokémon Solitario
226505,id-104,12,卡拉卡拉,孤独宝可梦
231836,id-599,3,기어르,톱니바퀴포켓몬
231838,id-599,5,Tic,Pokémon Engrenage
229681,id-393,,Piplup,Pokém9n Pinguino
237686,rec-489-dup-0,11,フィオネy,かいようポケモンc
237962,rec-786-dup-1,,Tokopiyo,Pokémon Tutélaire
238535,rec-448-dup-0,1,ルカリオ,はどうポケモン
231778,id-593,5,Mohade,Pokémon Flottais0n
236655,rec-127-dup-1,,Kaillcos,
226308,id-87,1,ジュゴン,あしかポケモン
231002,id-515,9,Panprour,Spray Pokéon
230087,id-430,,Hondh1<row,Pokémon Gran Jefe
225540,id-17,,피죤k,새포켓몬
239557,rec-813-dup-1,6,Hopli,Hasen-Polémon
227568,id-201,7,,Pokémon Símvolo
227399,id-186,3,,개구리켓몬
231932,id-608,9,Lanpet,Lamp Ppkémon
229187,id-348,9,Armwldo,Platd Pokémon
236142,rec-450-dup-0,,Hippodocus,P0kémon Pids Lourd
226569,id-110,9,Weezibg,Poison Gaz Pokémon
229474,id-374,,ダンバル,てっきゅうポケモ
237732,rec-165-dup-0,12,芭瓢虫,五星宝可梦
233494,id-764,12,花疗环j,摘花宝d可梦
227900,id-231,9,Phanpy,Long Nose Pokémon
227904,id-232,2,Donfan,
227907,id-232,5,Donphan,Pokémon Armure
227906,id-232,4,頓甲,鎧甲寶可夢
235678,rec-889-dup-0,11,ザマゼ,つわもbのポケモン
234969,rec-544-dup-0,,車輪,繭蜈蚣寶可夢
227770,id-219,12,熔岩牛,熔岩宝可c梦
239117,rec-591-dup-0,1,モロバル,きのこポケン
227245,id-172,,피츄,아기쥐포p켓몬
232825,id-698,1,マルス,
233492,id-764,9,Comfev,Posy Picier Pokémon
226716,id-124,,Roubla,
227288,id-176,2,Togechick,
227289,id-176,3,토게틱,행복포켓몬
227614,id-205,9,Forretres,
237281,rec-445-dup-0,5,Crcgacrok,Pokémon Supe4sonic
226427,id-97,11,スリーパー,さいみんポケモン
226420,id-97,3,슬리퍼,최면포켓몬
226423,id-97,6,Hypno,Hypnose
226422,id-97,5,Hypnomade,Pokémon Hypnose
228438,id-280,8,Ralrs,Pokémon Serisazione
239168,rec-372-dup-0,9,Shelhgaon,Endurancs Pokémon
237918,rec-42-dup-1,6,G0lba,Fledermaus-Pojémon
230527,id-470,7,Leafeon,Pokémon Verdor
230526,id-470,6,Folipurba,Unreif-Pokémon
230525,id-470,5,Phyllali,Pokémon Verdoyant
230524,id-470,4,葉伊布,新綠寶可夢
230521,id-470,1,リーフィア,しんりょくポケモン
230528,id-470,8,Leafeon,Pokémon Rigoglioso
234231,id-838,8,Carkol,Pokémon Carbone
236475,rec-447-dup-0,,リオル,はもんポモン
233697,id-785,,卡璞・鳴鳴,土地神寶r可夢
236831,rec-316-dup-1,6,Schlupepuck,
237247,rec-179-dup-1,9,Marzep,Wool Pokérnon
226814,id-133,1,イーブ,
232967,id-712,4,冰寶,冰塊寶可夢
232961,id-711,8,Gourgeist,Pokémon Zucca
232963,id-711,11,パンプジン,かぼちゃポケモン
231353,id-550,11,バスラ,らんぼうポcケモン
228967,id-328,,Trapnch,Ant Pit Pokémon
235965,rec-101-dup-0,,,球寶可夢
225910,id-50,11,ディcグ,もぐらrポケモン
237684,rec-489-dup-0,12,霏欧纳t,海洋可梦
227567,id-201,6,Iconitl,Symboul
235501,rec-784-dup-0,11,ジャランガ,ろこポケモン
230080,id-429,,梦妖魔,魔法宝可
230828,id-498,,Gruikuv,Pokémon Cochon Feu
227247,id-172,,Picu,Pokémon Minisouris
237401,rec-3-dup-1,,妙蛙花,種子寶y可夢
231178,id-533,5,Ouvrifier,Pokémon Costaud
229465,id-374,1,ダンバル,てっきゅうポケモン
239560,rec-813-dup-1,12,炎兔儿,兔子宝可梦
239561,rec-813-dup-1,4,炎兔兒,兔子寶可夢
239562,rec-813-dup-1,5,Flambino,Pokémon Lapin
225767,id-37,11,ロコンm,きつねポモン
233204,id-735,,猫鼬探b长,蹲守宝可梦
230529,id-470,9,Leafteon,Verdat Pokém0n
233695,id-785,,,とちがみポケモン
233345,id-750,1,バンバロ,ばんばポケモzン
227072,id-156,6,Igeladsvar,Vulksn
238028,rec-195-dup-0,4,沼,水寶可夢
234939,rec-311-dup-0,,Plus|e,Pokémon Ánimo
229267,id-356,1,サマヨrール,てまねきポケモoン
228441,id-280,12,,心情u宝可梦
231064,id-521,,高傲雉,自尊心宝可梦
225948,id-54,,,鴨寶可夢
227712,id-214,8,Heracross,Pokémon Monocorno
227713,id-214,9,Heracross,Single Horn Pokémon
233176,id-733,,왕큰부리,대포포켓몬l
235113,rec-852-dup-0,,Povlpaf,Pokémon Caprice
234812,id-896,9,Glastrier,Wild Horse Pokémon
234811,id-896,8,Glastrier,Pokémon Furiequino
238988,rec-419-dup-0,,浮潜鼬,
231654,id-580,12,鸭宝j,水鸟宝可b梦
229889,id-412,7,Bury,Pokémonw Larva
234516,id-867,,데스판,원념포켓
232312,id-646,9,Kyurem,Boundary Pokémon
232311,id-646,8,Kyurem,Pokémon Confine
231347,id-550,4,野蠻鱸,粗暴寶n可夢
238765,rec-549-dup-0,,ドレディeア,はなかざりポケモン
230616,id-478,,Ffolass,Pokémon Suolnevoso
239559,rec-813-dup-1,,ヒバーx,うさぎポケモン
234152,id-830,9,Eldeoss,Cotto Bloom Pokémon
231742,id-589,9,,Cavqlry Pokémon
236823,rec-282-dup-0,,Gardeyoir,Embrace Pokémon
227993,id-240,3,마그b비,
233041,id-719,8,Diancie,Pokémon Gemma
233042,id-719,9,Diancie,Jewel Pokémon
230226,id-443,3,딥상어동,육지상어포켓몬
230227,id-443,4,圓陸鯊,陸鯊寶可夢
230222,id-442,11,ミカルゲ,ふういんポケモン
239533,rec-88-dup-1,,ベトベタ,ヘドロポケモン
230890,id-504,7,,Pokémon Exploraor
228536,id-289,7,Slaking,Pokémon Holgazán
229218,id-351,7,Castfom,PokémonClima
237733,rec-165-dup-0,,芭瓢蟲9,五星寶可夢
233864,id-801,12,玛机雅娜,人造宝可梦
233863,id-801,11,マギアナ,じんぞうポケモン
233862,id-801,9,Magearna,Artificial Pokémon
239556,rec-813-dup-1,1,ヒバxニー,
225545,id-17,8,Pidgbeoyto,Pokém0n Uccello
238573,rec-551-dup-1,12,黑眼,沙漠鳄鱼宝可
225481,id-11,11,トランセ,さなぎポケeモン
228199,id-258,12,水跃o鱼r,沼鱼宝梦
238749,rec-331-dup-1,,サボ,サボテンポケモン
238662,rec-550-dup-0,6,Barcbuft,Grobheits-P0kémon
230315,id-451,4,,
227930,id-234,,Damhirplex,Vielerider
239007,rec-583-dup-0,,多冰,冰雪寶可夢
239449,rec-119-dup-0,3,왕콘,금붕어포켓
234798,id-895,5,Regidraxgo,Pokémon Boule Dragin
235953,rec-828-dup-1,9,Thieuj,Fox Plkémon
235747,rec-721-dup-0,,波尔凯l尼,蒸汽宝可梦
230043,id-426,7,Dribli,Pokémon Djrigible
233431,id-758,8,Salazz1e,Pokémon Lucvertossina
226118,id-69,9,Bell5prout,Flower Po1<émon
237280,rec-445-dup-0,8,Garmchomo,Pokémon Mah
232531,id-668,8,Pyr0ar,Pokémon eale
233146,id-730,3,누리레느,솔리스트포켓몬
238779,rec-264-dup-0,4,直熊,猛衝寶k可
225766,id-37,9,Vulp:x,Fox Pokémn
228655,id-300,5,,Pokémon Caton
226490,id-103,7,Exegutror,Pokémpn Coco
236124,rec-36-dup-0,11,ピクシーq,ようせいケモン
233522,id-767,,Wimpod,Turn Tail Pokénon
225674,id-29,,Nidorari♀,Pokémon Vénépic
235455,rec-636-dup-1,9,Larhvexta,Torcb Pokémon
