idDBLP,idScholar
conf/sigmod/AcharyaGPR99a,EpUtXEhwDaUJ
conf/sigmod/AdaliSS99,bhWLVCoDuNQJ
conf/sigmod/AdaliSS99,c2dH5RxNj6kJ
conf/sigmod/AdelbergGK95,NbLabaGWoh4J
conf/sigmod/AdyaGLM95,bfcbZlt6vngJ
conf/sigmod/AdyaGLM95,FlE1JdgElGQJ
conf/sigmod/Aggarwal03,qbubaA6mQawJ
conf/sigmod/AggarwalWY99,wjKnsQWl5ZoJ
conf/sigmod/ArasuG03,jp9ptMpdoGwJ
conf/sigmod/ArasuG03,zN8ngmWNDlgJ
conf/sigmod/BerchtoldBK98,1tZ74y0DNLIJ
conf/sigmod/BerchtoldBK98,5bjtbk4ZdZIJ
conf/sigmod/BersonGM95,YkPqPzGFnZIJ
conf/sigmod/BlakeleyD00,url:http://portal.acm.org/citation.cfm%3Fid%3D335191.335480%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J
conf/sigmod/BornhovdAKMPR03,4qtu0-tW0IcJ
conf/sigmod/BrinMUT97,aOBNgdooDHAJ
conf/sigmod/BrinMUT97,bjZ8SxYnrd0J
conf/sigmod/BrinMUT97,VBB3teN9P6EJ
conf/sigmod/BrinMUT97,vIwsSOGQOWAJ
conf/sigmod/BrodskyK95,6t_N5axEm7cJ
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ
conf/sigmod/BrunoCG01,XWF4kOtaoJkJ
conf/sigmod/Carey00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/CareyDFHMNSSTTWZ94,vF-KpOq9TdIJ
conf/sigmod/CareyK97,2OPEy9_6BlEJ
conf/sigmod/CareyMN97,nM9bJESsWNoJ
conf/sigmod/Chamberlin03,_F5D4QMbZ0sJ
conf/sigmod/Chan98,oo2mr5fbMggJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,MNuT46WJZaQJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,onlybp6SAAsJ
conf/sigmod/ChangG99,BYkCvtDCxzcJ
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ
conf/sigmod/ChaudhuriN98a,JyEX0YVMP5oJ
conf/sigmod/ChaudhuriN98a,Y-kXztd20YQJ
conf/sigmod/ChawatheG97,5O88Bum19wAJ
conf/sigmod/ChawatheG97,oHUiSrycKdgJ
conf/sigmod/ChenCPPSTM00,Ab6MIDVDzhAJ
conf/sigmod/ChenGMV02,IqV3EploPP4J
conf/sigmod/ChoSG00,ilJdCU_qODkJ
conf/sigmod/ChristophidesCM96,GpGg0czXSQcJ
conf/sigmod/ChristophidesCM96,nDl2k1YSi8AJ
conf/sigmod/ColbyGLMT96,tGBhWHHU7hsJ
conf/sigmod/Cotton02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf
conf/sigmod/DasuJMS02,POt1WbTBB4cJ
conf/sigmod/DeshpandeGR01,0Ta25VSGl7kJ
conf/sigmod/DeshpandeNGS03,fU6zoUKeXe8J
conf/sigmod/Deutsch95,url:http://portal.acm.org/citation.cfm%3Fid%3D223784.223880
conf/sigmod/FabretJLPRS01,8lBDhvljrAEJ
conf/sigmod/FabretJLPRS01,uaOB9o42w5AJ
conf/sigmod/FaloutsosRM94,6WIF-_hBZZgJ
conf/sigmod/FaloutsosRM94,R4fVVmv_YvoJ
conf/sigmod/FaloutsosRM94,s-BT0x6h2qUJ
conf/sigmod/FaloutsosSTT00,XMC0W6CQJJIJ
conf/sigmod/FernandezFKLS98,rgk1HYJbTNEJ
conf/sigmod/ForlizziGNS00,AHozbGex7VUJ
conf/sigmod/FranklinZ98,5Cj9Wx8llkwJ
conf/sigmod/FukudaMMT96a,Y8UdbAPhYpUJ
conf/sigmod/GarofalakisG02,6EaC2CmjsmAJ
conf/sigmod/GarofalakisGR02,Hz7TBeGZRz8J
conf/sigmod/GarofalakisI96,6lvBOS-XO3EJ
conf/sigmod/GarofalakisI96,MfPbk62EdyQJ
conf/sigmod/GeneserethKD97,2Nl65Vp7bxUJ
conf/sigmod/GillmannWSWW00,3bYCefUMXr8J
conf/sigmod/GoelI96,_Vn4nSui5UMJ
conf/sigmod/GorelikWD94,X2URoOMjJv4J
conf/sigmod/GoyalHKMS96,uUcmU_hKF2kJ
conf/sigmod/GrayHOS96,5cw83MyqYrMJ
conf/sigmod/GrayHOS96,imwZsCcZvFQJ
conf/sigmod/GrayHOS96,J_QkWJ4HlOUJ
conf/sigmod/GrayHOS96,t2B4EAmKqnAJ
conf/sigmod/Grust02,-3LAxRNpDJIJ
conf/sigmod/GunopulosD01,oYtmj53qV0UJ
conf/sigmod/HaasH99,fz1XAzoKPo0J
conf/sigmod/Han96,uEbdEtnaCXMJ
conf/sigmod/HanKS97,_EEZCcB1BPYJ
conf/sigmod/HanPDW01,CnAw9v-vEjwJ
conf/sigmod/HanWDPW02,tcyoSdrkaRMJ
conf/sigmod/HarinarayanRU96,9Ue5hZp8H68J
conf/sigmod/HarinarayanRU96,Fyek_kCB-qkJ
conf/sigmod/HarinarayanRU96,JM1X7hho718J
conf/sigmod/HarinarayanRU96,QHUtoLECZzgJ
conf/sigmod/HarinarayanRU96,sLvivSi__BcJ
conf/sigmod/HarinarayanRU96,uKGmcc4xUG4J
conf/sigmod/HellersteinA00,Gsb6dnkFBMoJ
conf/sigmod/HellersteinA00,iFbXSEmnpzgJ
conf/sigmod/HellersteinA00,VlRO0WwUy3wJ
conf/sigmod/HernandezMHYHT01,89WHY6hZ22UJ
conf/sigmod/HernandezS95,7EYR1qDwKg0J
conf/sigmod/HillyerS96,V-pwJ8K5ZTEJ
conf/sigmod/HoAMS97,4YsYF_8QeogJ
conf/sigmod/HoAMS97,LWXzOXyOy24J
conf/sigmod/HoAMS97,r1um7d3ckAYJ
conf/sigmod/HoAMS97,rUNHnYf8TtEJ
conf/sigmod/HoAMS97,xbt2t9kYWLwJ
conf/sigmod/HsiaoCY94,LEi_Rzm1iH0J
conf/sigmod/IlyasRLGL03,qCnvlNwYp6cJ
conf/sigmod/Jamil99,z5EfiutEfScJ
conf/sigmod/KabraD98,V9XUvirmVEEJ
conf/sigmod/KabraD98,WOHxNqdNMZoJ
conf/sigmod/Kennamer98,RQ9qLR4St8sJ
conf/sigmod/KotidisR99,323DOAMQyUkJ
conf/sigmod/KotidisR99,ZknlFLRnqLYJ
conf/sigmod/LabioWGG00,EhR3fz7f7vcJ
conf/sigmod/LahiriJJC98,qtwJ7XWG9JIJ
conf/sigmod/LakshmananPZ03,-EMZt7FrF4QJ
conf/sigmod/LehnerSPC00,UFKz6Q0wVi4J
conf/sigmod/LibkinMW96,3QgOnuIwVZMJ
conf/sigmod/LibkinMW96,OfZWx8jhQvwJ
conf/sigmod/LiBKN03,micx2kyGfKIJ
conf/sigmod/LiCHH97,vjqDlXKHfzoJ
conf/sigmod/LiskovACDGGMMS96,Ey7Mbh6IdQIJ
conf/sigmod/LitwinS00,fx0s58TJ75EJ
conf/sigmod/LitwinS00,qzeu5GQ_2p0J
conf/sigmod/LiuPBHPT00,q_o5zij9nCEJ
conf/sigmod/LiuPTBBZBHY98,3tRtdT5VfDkJ
conf/sigmod/LiYVGPUV98,4zDGoqCAWOoJ
conf/sigmod/LlirbatFS97,hJiwQ2CQRBkJ
conf/sigmod/Maguire01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375742%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/Mamoulis03,8-eaDTdtfY4J
conf/sigmod/MeccaAMMS98,I-fmtPvluKEJ
conf/sigmod/Miller98,0B1XRTZ8cHkJ
conf/sigmod/Miller98,fW6JIoNRqAQJ
conf/sigmod/Mohan94,E2zhARKv5dsJ
