tid,id,title,authors,venue,year
4,d2WWxwKMex4J,The Burden of Infectious Disease Among Inmates and Releasees From Correctional Facilities,"TM Hammett, P Harmon, W Rhodes",see,
15,173qcCip5coJ,"Li., C., AND Vitter. J. 2001. Supporting incremental join queries on ranked inputs","A Natsev, Y Chang, J Smith",Proceedings of the Very Large Data Bases Conference (VLDB; ,
19,yNwfL9rufUIJ,Pain and leg ulceration associated with reduced ABPI and atropie blanche,D Hofman,"Proceedings of the 2 nd meeting on measurements in wound  &hellip;,",1998
32,pvUeHhayZ88J,Wanted: True believers,F Hayes,"Computerworld,",
40,l8WNeX0WeSAJ,"Service specification and protocol construction for a layered architecture, University of Maryland  ",SL Murphy,"MD,",
57,HGo-3LYtAooJ,The Art of Deliberalizing: A Handbook for the True Professional.,WC Booth,"New Directions for Teaching and Learning,",1990
65,XCdKCLPJ9gkJ,On the nature of continental shelves: Academic Press,JJ WALSH,"San Diego,",
69,TL5mfdKmYeUJ,"Visualization, Optimization, and Business Strategy","DL Gresh, EI Kelton","D. Gresh, E. Kelton, Proceedings, IEEE Visualization,",
73,apuTfXq8rR0J,Convergent Stakeholder Theory,"TM Jones, AC Wicks","The Academy of Management Review,",1999
83,YrHcYfNlU_kJ,"Semantics, Pragmatics, and Second Language Acquisition: The Case of combien Extractions","L Dekydtspotter, RA Sprouse, K Swanson, R Thyre","Proceedings of the 23rd Annual Boston University Conference  &hellip;,",
90,GEpXbBgtUp8J,Characterizing the effects of clock jitter due to substrate noise in discrete-time 1= 6 modulators,P Heydari,"Proc. IEEE/ACM Design Automation Conf,",
99,M7up_B3A8YgJ,A quantitative cytochemical assay for osteoclast acid phosphatase activity in foetal rat calvaria,"DM Webber, IP Braidman, WR Robertson, DC Anderson","The Histochemical Journal,",1988
104,eFF15B-MYzoJ,Affinity Relation Discovery in Image Database Clustering and Content-based Retrieval,"ML Shyu, SC Chen, M Chen, C Zhang","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
105,AVGTDRLrxUkJ,Vision-based Pedestrian Detection: will Ants Help?,"M Bertozzi, A Broggi, A Fascioli",,
109,9lEXpgZ6K5QJ,On the design of a distributed query processing algorithm,"CT Yu, C Chang, M TEMPLETON, D BRILL, E LUND",Proceedings of the ACM-SIGMOD International Conference on ,
115,5wiLuVdexv0J,Energy Conservation 2000 Mayville and Horicon: A Study Of A Community-Based Program,"B Neal, C Sabo","Wisconsin Demand-Side Demonstration, April,",
119,3uMQgG34ohYJ,Cost Effective Dynamic Program Slicing,"X Zhang, R Gupta",,
127,MDr5xBsWWWoJ,Scalable session messages in SRM using self-configuration,"P Sharma, D Estrin, S Floyd, L Zhang",,
131,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101204%26type%3Dpdf,JADE: Jabber-based Authoring in Distributed Environments,"A Roczniak, A El Saddik","Proceedings of the 13th annual ACM international conference  &hellip;,",2005
140,xG3ZAYDt_HcJ,Inside Visual C++,JK David,,1996
142,NX7DdvxAtogJ,Instrumental Stakeholder Theory: A Synthesis of Ethics and Economics,TM Jones,"The Academy of Management Review,",1995
154,K-Z4In4KMTQJ,Unsupervised Image Segmentation by Stochastic Reconstruction,"V Metzler, R Vandenhouten, J Krone, R Grebe",,
177,_R8P8Xq2z-AJ,to Edit RDF,U ProtÃ©gÃ©,,
180,QPpUo7m3A7cJ,Efficient Transparent Application Recovery,"D Lomet, G Weikum",Client-Server Information Systems.,
187,JwVaYwgPqNUJ,Santilliâ??s Lieâ??Isotopic Generalization of Galileiâ??s and Einsteinâ??s Relativities (1990),"AK Aringazin, A Jannussis, DF Lopez, M Nishioka, B ","Kostarakis Publisher, Athens, Greece",
191,d3jIzcfceEUJ,"Behavioral ecology and the evolution of hunter-gatherer societies on the Northern Channel Islands,  ",DJ Kennett,,1998
207,ntdj8NeKyI4J,Comparison of systems with complex behavior,"I Mezic, A Banaszuk",,
208,j3iZLktsE0IJ,Transportation and World Development,JC Lowe,"Economic Geography,",1988
212,0grY-Lst84sJ,SafetyNet: A language-based approach to programmable networks,"I Wakeman, A Jeffrey, T Owen, D Pepper","Computer Networks,",2001
215,zz3uOU7rykEJ,Xenobiotics and hammation,"LB Schook, DL Laskin","San Diego: Academic,",
216,Xul-tMyACGkJ,Link Prediction Approach to Collaborative Filtering,"Z Huang, X Li, H Chen",,
222,_FiEOAXm3SkJ,Rethinking risk financing,"CP Helbling, G Fallegger, D Hill",,1996
223,url:http://adsabs.harvard.edu/abs/1976InfPh..16..125Z,High resolution infrared solar observations by balloon,R Zander,"&hellip;  on Infrared Physics, Zurich, Switzerland, Aug. 11-15, 1975. &hellip;,",1976
232,0ct3hfJD8WgJ,2dF mechanical engineering,"G Smith, A Lankshear","Proc. SPIE,",1998
235,-4mC6Wz-vkQJ,Distributed restoration in telecommunications networks,D Johnsonâ?¦,"BT TECHNOLOGY JOURNAL,",1994
240,XdWK2yxBBrUJ,"Communication skills training for health care professionals working with cancer patients, their  ","D Fellowes, S Wilkinson, P Moore","Cochrane Database Syst Rev,",2003
249,yz8u5ihaylAJ,"Testability, 1985 technology forecast",B Milne,"Electronic Design,",
251,6E6GZGZAtREJ,The Gene-Finder computer tools for analysis of human and model organisms genome sequences,"V Solovyev, A Salamov","Proc. Int. Conf. Intell. Syst. Mol. Biol,",1997
261,p64HqJ4RIQQJ,"Modes of Action of FK506, Cyclosporin A, and Rapamycin",R Morris,"TRANSPLANTATION PROCEEDINGS,",1994
266,Bn5h0IbqbNwJ,i2i Trust in E-commerce,"JS Olson, GM Olson","COMMUNICATIONS-ACM,",2000
274,NP13J8S06XYJ,Optimal selection of supply voltages and level-conversion during data-path scheduling under resource ,"M Johnson, K Roy","Proceedings of the 1996 IEEE/ACM International Conference on &hellip;,",
275,XIkChsdw3CoJ,The Transmembrane Domain of the Large Subunit of HSV-2 Ribonucleotide Reductase (ICP10) Is Required  ,"CC Smith, JH Luo, JCR Hunter, JV Ordonez","VIROLOGY-NEW YORK-,",1994
278,ZrBMwsU4A7QJ,Continuous querying in database-centric Web applications,"JC Shafer, R Agrawal","WWW9 / Computer Networks,",2000
280,-RKzvr8swDEJ,"LP {the Larch prover: version 3.1, 1995",S Garland,"MIT, Laboratory for Computer Science, http://larch. lcs. mit. ",
286,QO9uigNY9WgJ,Computer implementation of thenite element method,A George,"Stanford University Technical Report STAN-CS-208, Stanford, CA, ",
288,hdOQ_vyjDacJ,Scatter/gather: A cluster-based approach to browsing large doctnnent collections,"DR Cutting, DR Karger, JO Pedersen, JW Tukey","Proc. ACM SIG1R,",
295,clox1KvD37UJ,Classroom behaviors related to college teaching effectiveness,H Murray,"New directions for teaching and learning: using research to  &hellip;,",
302,kL4JPdyjdakJ,A Characterization of the Bivariate Normal-Wishart Distribution,"D Geiger, D Heckerman",,
307,FQYijwLbARMJ,The social delegation cycle,"G Boella, L van der Torre","LNAI n. 3065: Procs. ofâ?? EONâ??04,",
313,mcW9SmQ_MT4J,Pulsar-appropriate Clock Statistics,"D Matsakis, F Josties","Proc. 28th Annual Precision Time and Time Interval (PTTI)  &hellip;,",
318,7gzs66FFgq8J,Database decomposition into 4NF,"G Grahne, K Raiha","9th VLDB,",
325,tE4HOURugXsJ,"Yu. A. Nikolaev, and Yu. R. Kevorkyan,â??Grain-boundary segregation of phosphorous in low-alloy  ",AV Nikolaeva,At.,
329,Uai7mRS_HQwJ,Hierarchical dynamic router,"K Kawamura, M Umeda, H Shiraishi","Proceedings of the 23rd ACM/IEEE conference on Design  &hellip;,",1986
332,nBfuG9VgfqAJ,An empirical study of sale rates and prices in impressionist and contemporary art auctions,"O Ashenfelter, K Graddy","Unpublished manuscript,",
335,url:http://ieeexplore.ieee.org/iel1/2206/1846/00050604.pdf%3Farnumber%3D50604,Impact of control system design on a flexible manufacturing system for colliery arches,SJ Williams,,
339,qU_IX5KFwIoJ,SIGCAS Chair's Message,CD Martin,"Computers and Society,",
343,a41k5lrQfTwJ,The Situational Factors Affecting Teaching.,LD Fink,"New Directions for Teaching and Learning,",1984
344,IX9hkgZu-NQJ,Manipulating complex objects,"M Lacroix, M Vanhoedenaghe","Acm Press Frontier Series,",1990
347,KYVjPQWh2p8J,Rate-Monotonic Analysis for Real-Time Industrial Computing,"MH Klein, JP Lehoczky, R Rajkumar",,
357,jNtH9IHZFdQJ,Preparing for an Adult Education Evaluation.,RC Mason,"New Directions for Adult and Continuing Education,",1993
364,UjuTLAYjzQcJ,ERP can magnify errors,C Stedman,"Computerworld,",
368,lSA4_CV5roAJ,Guide to finding pediatric injury prevention public education materials,T Smith,"JOURNAL OF EMERGENCY NURSING,",1997
379,sAJRyUtQ0QQJ,Influence of gaps and neighbouring plants on seedling establishment in limestone grassland,P Ryser,"Experimental field studies in northern Switzerland. Zurich.  &hellip;,",
386,toEJOw9QjyMJ,In the middle of the night: A psychosocial resource book for after hours,"ST McNamara, EC Meyer, KA Fraser, EA Sands","JOURNAL OF EMERGENCY NURSING,",1997
387,EMw2ZFDyZ2wJ,The MD5 message-digest algorithm. Request For Comments 1321,RL R-VEST,,1992
396,F6l4EO3zqXMJ,Lecture-â?? Process for Developing AAP Guidelinesâ??. Baltimore,N Halsey,"MD,",
408,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html,Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ,"F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
410,c4ELeS4vK1EJ,Tolerance Graphs and Orders,S Felsner,"LECTURE NOTES IN COMPUTER SCIENCE,",1993
417,PQyIlUpv_FYJ,Algebraic dependencies,"C Papadimitriou, M Yannakakis","unpublished memorandum, Laboratory for Computer Science, MIT &hellip;,",
419,y-UI3J0AxlwJ,Possibilities for natural enemies in Heliothis management and the contribution of the Commonwealth  ,"DJ Greathead, DJ Girling","Proc. Int. Workshop,",
426,LVuwIOnOYCcJ,Id 90.1 reference manual. CSG Memo 284-2,RS Nikhil,,1990
436,NLklGN91cZgJ,VideoAnywhere: A System for Searching and Managing Distributed Video Assets.,ACMS Anthology,"SIGMOD Record,",1999
442,TWGZjHRA_SkJ,Leadership and the Research University.,SS Lipschutz,"New Directions for Higher Education,",1985
458,Rb5NnJ5KViIJ,"4, 175, 180, 203 amniosenosa, 204 cell migrations, 175 bonder cells, 179, 180 hemocytes, 176 PGC",I Drosophila,,
460,DijiwhAHwG8J,Five-year multicenter retrospective review of cyclobenzaprine toxicity,"HA Spiller, ML Winter, KV Mann, DJ Borys, S Muir,  ","Journal of Emergency Medicine,",1995
463,FOruO1PeowAJ,Improved Query Performance with Variant Indices,"POâ??Neill, D Quass","Proceedings of SIGMOD Conference,",
469,A-5Q8iqYbvQJ,The Placement Allocation Program: A Practical Solution to the Disk File Assignment Problem,J Wolf,"Proc. ACM SIGMETRICS Conf,",
475,WY8jbUlHkbQJ,"Groundwater fauna of the South Platte River system, Colorado","JV Ward, NJ Voelz","See Ref,",
477,w6VtZRVAZV8J,Comparing Hierarchical Data in External Memory. University of Maryland,SS Chawathe,Proceedings of the 25th VLDB Conference,
480,69kmXg9nRZkJ,Issues in Developing Very Large Data Warehouses,"L Do, P Drew, W Jin, V Jumani, D Van Rossum","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998
488,OQz4P5Iv-g0J,Effects of long-term and reduced-dose hormone replacement therapy on endothelial function and intima ,"M Hashimoto, M Miyao, M Akishita, T Hosoi, K Toba, ","MENOPAUSE-NEW YORK-,",2002
490,VWbm4EeeFNMJ,POESIA: An ontological workflow approach for composing Web services in agriculture,"R Fileto, L Liu, C Pu, ED Assad, CB Medeiros","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
493,uQN3b_IsnKsJ,A Majority consensus approach to concurrency control for multiple copy databases,RH Thomas,"ACM Transactions on Database Systems,",1979
501,NxYaoolVv64J,Incremental subgradient methods for nondifferentiable optimization,"A NediÄ?, D Bertsekas","Technical Report LIDS-P-2460, Massachusetts Institute of ",
514,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200111010695MT%26recid%3DA0032617AH,The use of discrete observer theory to trim and stabilize periodic coefficient dynamic systems,"MH Peters, PV Bayly, DA Peters","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
515,3w0fguTu1-kJ,"Atomic Energy Research Establishment Report No. TP 232 (revised), Harwell, England (unpublished)","IM Boswarva, AB Lidiard","Phil. Mag,",
521,6Baf2dWrexEJ,General Secure Multi-party Computation from any Linear Secret-Sharing Scheme,"R Cramer, I Damgard, U Maurer","LECTURE NOTES IN COMPUTER SCIENCE,",2000
523,IQqrZBxbAlcJ,Crime in Greece in Perspective,CD Spinellis,,1997
532,sInVx-UHfVIJ,A study of virtual reality-A development of virtual space editor&quot; Vis-Edit&quot;-,"R Kijima, M Hirose","Procs. of the 7th Human Interface Symposium,",
533,vjMNe4j5bMkJ,Interventions for encouraging sexual lifestyles and behaviours intended to prevent cervical cancer,"J Shepherd, R Weston, G Peersman, IZ Napuli","Cochrane Database Syst Rev,",2000
545,x8s3QpPxgGYJ,PROMISE: peer-to-peer media streaming using CollectCast,"M Hefeeda, A Habib, B Botev, D Xu, B Bhargava","Proceedings of ACM Multimedia,",2003
550,Uq3RuLdajFYJ,Having H-space structure is not a generic property,P Jianzhong,,
557,O_SMlr3bFBMJ,"Y, Jiang and YK Ng.â??Record-boundary discovery in web documents,â??",D Embley,"Proc. ACM SIGMOD Conf,",
568,qWXP6sgIeKsJ,Automatic Composition of Transition-based Semantic Web Services with Messaging,"D Berardi, D Calvanese, G De Giacomo, R Hull, M  ","Proceedings of the 31st international conference on Very  &hellip;,",2005
576,T-_9EOiSJMgJ,Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index,"WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
596,A2VpfbUljcUJ,Mediacups: experience with design and use of computer-augmented everyday artefacts,"M Beigl, HW Gellersen, A Schmidt","Computer Networks,",2001
600,i-2P22dKYZgJ,The Photoelectric Effect,"OW Richardson, KT Compton","Phil. Mag,",
605,gfGSKwuJXO8J,Local and Global Query Optimization Mechanisms for Relational Databases,"K Satoh, M Tsuchida, F Nakamura, K Oomachi","VLDB,",1985
611,32hCxOgdM8EJ,Certificate programs: Alternative Ways to Career Advancement and Social Mobility,GJ Lopos,"New Directions for Adult and Continuing Education,",1991
620,Rl018_dXTQwJ,Sensory stimulation for brain injured individuals in coma or vegetative state,"F Lombardi, M Taricco, A De Tanti, E Telaro, A  ","Cochrane Database Syst Rev,",2002
627,j_hnHoHFyYkJ,Modeling the Global short-period wavefield with a Monte Carlo Seismic phonon method,"PM Shearer, PS Earle",,2004
637,2cnjfAdUQt4J,First-Year Impacts,P Patterns,New York: Manpower,
645,ClDKMfHNOZMJ,Perceived Organizational Support and Leader-Member Exchange: A Social Exchange Perspective,"SJ Wayne, LM Shore, RC Liden","The Academy of Management Journal,",1997
650,StISg0TD5ZUJ,Cold tolerance,E Beck,"See Ref,",
655,fPkYFxIpfBUJ,Una evaluaciÃ³n del del modelo entidad relaciÃ³n extendido,H Saiedian,"Information and Software Technology,",1997
660,X3M140ZMaMgJ,"TC, Metadata for multimedia documents",KR BÃ?HM,"SIGMOD Record, Special Issue on Metadata for Digital Media,",
667,fw5XfUh15osJ,"H. Garc ia-Molina, and Andreas Paepcke. STARTS Stanford protocol proposal for Internet retrieval and ","L Gravano, K Chang","Technical report, Computer Science Department, Stanford ",
681,aFR5JQquCFMJ,Self-Monitoring During Collegiate Studying: An Invaluable Tool for Academic Self-Regulation,"BJ Zimmerman, AS Paulsen","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1995
684,gT0ietFXq2gJ,Rigorous Evaluation of COTS Middleware Technology,"I Gorton, A Liu, P Brebner",,
688,da91q3uhag4J,Optimality conditions and homogenization,"F Murat, L TARTAR","Proceedings ofâ?? Nonlinear variational problemsâ??, Isola d &hellip;,",
694,EZtmAlgBk40J,Fuzzy Logic in Diagnosis: Possibilistic Networks&quot; invited Chapter in Fuzzy Logic (J. Baldwin) John  ,M Ulieru,,
701,6StFlriC-A8J,Usage and Attitude Survey About Credit and T &amp; E Cards,BA Agency,"Athens, Greece,",
707,OuM0E0BhEXIJ,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"S Chaudhuri, G Weikum","VLDB,",2000
709,k4CGOBrxx_0J,A geographic redirection service for on-line games,"C Chambers, W Feng, W Feng, D Saha","Proceedings of the eleventh ACM international conference on  &hellip;,",2003
715,VjozrvLkDjIJ,Multimethod probes of individualism and collectivism,"HC Triandis, C McCusker, CH Hui","Journal of Personality and Social Psychology,",
723,40Mh__7XofkJ,Biomass for greenhouse gas emission reduction Task 4-6: Techno-economic characterisation of  ,"ND Diamantidis, EG Koukios",,1999
