theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
0.5,1,48,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.8,49,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.5,49,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.25,49,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.1,51,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.08,53,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.05,49,0.99,0.65,1487,787,2259,13,,45,0.8349514563106796,0.7782805429864253,0.8056206088992974,0.8690476190476191,0.8179271708683473,0.8427128427128426
0.5,0.025,51,1.00,0.65,1479,795,2267,5,,47,0.85,0.7727272727272727,0.8095238095238095,0.9056603773584906,0.8112676056338028,0.8558692421991084
0.8,1,49,0.98,0.66,1504,770,2238,34,,54,0.7457627118644068,0.7892376681614349,0.766884531590414,0.765625,0.8212290502793296,0.7924528301886793
0.8,0.8,50,0.98,0.66,1504,770,2238,34,,54,0.7457627118644068,0.7892376681614349,0.766884531590414,0.765625,0.8212290502793296,0.7924528301886793
0.8,0.5,49,0.98,0.66,1504,770,2238,34,,54,0.7457627118644068,0.7892376681614349,0.766884531590414,0.765625,0.8212290502793296,0.7924528301886793
