tid,tconst,averageRating,numVotes
1,tt0374594,4.4,10
3,tt12543237,6.0,10
5,tt12533088,5.4,138
6,tt12538154,7.9,92
10,tt12534669,7.0,5
11,tt12534868,6.3,922
13,tt0040146,5.6,14
15,tt12534907,7.3,18812
24,tt12531412,6.5,1811
25,tt12533523,8.5,10
26,tt1456970,5.3,13
29,tt12539879,5.5,85
30,tt12540401,7.0,59
31,tt12541831,4.4,9
34,tt12532783,6.5,39
36,tt9035628,5.1,60
38,tt12533952,7.8,258
39,tt12539741,5.1,29
40,tt0039847,6.7,377
45,tt2061640,8.9,8
46,tt12545610,7.1,17
52,tt12543032,5.6,6
53,tt0031799,6.2,128
54,tt12540418,7.2,842
55,tt12538716,5.9,39
56,tt12540958,4.7,126
57,tt12532968,7.0,39
58,tt12541427,8.3,12
60,tt12538296,5.2,6
61,tt0311234,6.8,11
62,tt12537280,7.8,25
64,tt12541634,5.3,15
67,tt12543825,4.8,24
73,tt12531999,5.9,13
78,tt12532254,7.4,61
80,tt0015156,5.2,5
83,tt12531395,5.8,28
84,tt12535617,6.9,23538
85,tt4708408,2.2,8
86,tt0499179,8.6,16
87,tt12535533,7.3,754
88,tt12542257,9.1,15
92,tt12539677,4.3,15
93,tt12532992,5.3,17
95,tt0035697,7.4,8
96,tt12542144,5.7,1172
97,tt12531800,5.0,755
101,tt1337354,7.2,847
104,tt12542862,7.3,15
105,tt12531413,6.7,1811
108,tt12535644,4.9,8
109,tt12534926,6.4,126
110,tt12544497,7.2,8
111,tt3399368,5.0,290
113,tt12540297,6.1,10
114,tt12541775,6.1,18
117,tt0074004,8.4,690
118,tt0234528,8.6,9
122,tt12535718,7.7,25
123,tt1459073,7.4,11
124,tt12545778,7.4,55
126,tt12533194,7.3,7
127,tt12541504,4.9,243
132,tt12532136,7.1,76
139,tt7388830,7.7,16
140,tt12543980,5.1,17
142,tt12541380,4.4,1189
146,tt12533448,4.5,386
147,tt12543668,6.3,2400
149,tt12531668,10.0,15
150,tt1124107,7.3,21
152,tt12534147,6.4,7
154,tt12535270,8.0,12
156,tt12541379,4.4,1186
162,tt1674052,6.6,5
163,tt12545536,5.1,22995
167,tt12540137,5.6,1057
168,tt7349906,4.6,8
169,tt12532474,7.0,7
171,tt12541929,6.9,0
173,tt8667604,8.3,12
177,tt12539622,6.0,-4
178,tt0378450,8.0,23
181,tt12544812,6.4,114
182,tt12542856,8.0,22
184,tt12541915,4.4,299
187,tt7203520,6.0,909
191,tt12535271,8.2,15
192,tt12537971,5.9,5
197,tt12533903,7.1,54
198,tt12532677,8.1,91
202,tt12545683,5.4,188
203,tt1879071,5.5,10
205,tt12544326,4.6,52
210,tt12537038,4.0,2173
212,tt12535451,8.7,6
213,tt12536970,9.3,2105
215,tt12535069,5.7,21
217,tt12537273,6.7,149
220,tt12542760,7.5,167
222,tt12534923,6.7,348
228,tt3526322,7.2,5
231,tt12532919,7.7,176
233,tt12535438,5.4,55
235,tt12536034,7.2,9
241,tt2513610,8.0,5
244,tt12537182,8.3,-4
246,tt12532013,6.4,7
247,tt6876646,8.5,8
249,tt12543415,5.0,6
251,tt12545321,7.4,5
254,tt12545611,7.1,7
258,tt0457121,7.4,43
259,tt0835031,7.0,8
261,tt0189439,6.9,29
262,tt12536044,6.5,335
264,tt12544636,7.9,981
265,tt2141569,7.4,15
269,tt12539069,5.9,14
271,tt12543140,5.4,-5
272,tt0954423,7.8,9
275,tt12531863,4.6,2149
276,tt12538615,6.5,96
277,tt12538867,7.8,33
278,tt12543861,4.7,28
279,tt12534428,7.5,26
280,tt12542375,1.9,103
282,tt12542127,5.5,21
284,tt12543389,7.1,19
285,tt0314490,6.0,5
289,tt12537970,6.2,6
292,tt12544866,4.7,20
293,tt1096871,6.0,52
295,tt12538176,8.0,4
296,tt12534252,5.9,10
299,tt12539619,7.7,7
302,tt12544459,8.0,131
303,tt12534406,5.2,36
308,tt12544079,6.0,1551
309,tt12532389,7.1,17
310,tt12537301,6.4,36
313,tt12532006,6.3,25
318,tt12536696,7.0,18
319,tt12538412,5.9,14
321,tt12540368,6.7,217
323,tt12535434,7.2,24
326,tt12542380,6.8,11
328,tt7897052,8.2,11
330,tt0210959,7.4,7
332,tt12532813,5.3,6
333,tt12532520,7.0,218
334,tt12540918,5.6,426
335,tt12535716,7.2,9
340,tt12531232,4.7,5
342,tt12531526,5.0,835
343,tt12544532,4.0,2
346,tt12532388,7.0,14
348,tt12537456,7.9,504
350,tt9652752,7.6,13
353,tt7773250,4.0,5
354,tt12543216,8.7,7
355,tt1144924,6.2,23
357,tt0253409,6.6,36
358,tt12536026,5.8,149
359,tt12545773,7.3,10
361,tt1296418,6.4,5
362,tt12541407,8.8,53
363,tt12534492,5.5,25
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
370,tt6829094,7.4,89
371,tt3314940,7.6,5
372,tt12541426,7.7,14
374,tt12537278,7.3,25
376,tt12535108,5.2,85
377,tt12535631,4.8,5
383,tt0816629,4.9,243
384,tt12531670,9.7,6
