idDBLP,idScholar
conf/sigmod/AcharyaGPR99a,EpUtXEhwDaUJ
conf/sigmod/AcharyaGPR99a,VlVV2mEnoQ4J
conf/sigmod/AgichteinGV01,z8s4kW1y7LMJ
conf/sigmod/ArasuG03,zN8ngmWNDlgJ
conf/sigmod/BaruGLMPVC99,3SHIgRrrL5QJ
conf/sigmod/BaruGLMPVC99,nTC3FQGaT_YJ
conf/sigmod/BerchtoldK98,9UYo0M1RV7oJ
conf/sigmod/BorkarDS01,nsoA6Gcc_jsJ
conf/sigmod/BressanGFJHKLMPQSS97,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI
conf/sigmod/Brown99,itP4yy9sLUUJ
conf/sigmod/CareyFZ94,_Dtj6cJQFAQJ
conf/sigmod/CareyFZ94,xuE2g4v2AjYJ
conf/sigmod/Cattell94,QgR0DgMbdgIJ
conf/sigmod/Cattell94,zSoTbEtLuqEJ
conf/sigmod/ChanI98,MsOTH7U9VnkJ
conf/sigmod/ChanI98,VC7Jbwgn_O0J
conf/sigmod/ChristophidesCS00,R7tBLAw0O3wJ
conf/sigmod/ColeG94,z_W8jZ203sUJ
conf/sigmod/CrescenziMM02,pI0WktymowwJ
conf/sigmod/DeligiannakisR03,zMgbS5u_GwYJ
conf/sigmod/DeshpandeGR01,0Ta25VSGl7kJ
conf/sigmod/DraperHW01,6MdiqTp20aoJ
conf/sigmod/EmbleyJN99,x8uC_9_IzUEJ
conf/sigmod/FaloutsosRM94,R4fVVmv_YvoJ
conf/sigmod/FernandezS96,iLwFjrX22vYJ
conf/sigmod/FernandezS96,lMKrltuk53EJ
conf/sigmod/GodfreySE98,-H3tXntLhowJ
conf/sigmod/GuhaRS98,dD4qUMoxnpEJ
conf/sigmod/GuhaRS98,Dux-7sONElwJ
conf/sigmod/GuhaRS98,dV7p-cfTjUQJ
conf/sigmod/GuhaRS98,LoR0K8QRGkgJ
conf/sigmod/GuptaS03,6ditJPVnXAQJ
conf/sigmod/KanthRSB99,I48hanU3OR4J
conf/sigmod/Kim94,GzJII5F7OzAJ
conf/sigmod/KotidisR99,323DOAMQyUkJ
conf/sigmod/KriegelBKPS03,tsqBH6P4jMcJ
conf/sigmod/LiYVGPUV98,8a9NXXE4xiwJ
conf/sigmod/MaheshwariL97,VcVAYDLTty8J
conf/sigmod/NazeriBO01,2E9I_lugGC4J
conf/sigmod/Olson95,nJycrIdh5E4J
