tid,tconst,averageRating,numVotes
9,tt12541408,8.6,53
10,tt12534669,7.0,5
12,tt12541355,6.1,124
18,tt12540399,6.0,6
21,tt12532849,8.3,5
22,tt12540390,6.6,60
25,tt12533523,8.5,10
27,tt0927634,6.4,8
29,tt12539879,5.5,85
30,tt12540401,7.0,59
42,tt12534268,6.8,42
47,tt12534667,7.6,7
48,tt12540917,5.8,432
49,tt8181336,6.4,19
50,tt12535723,5.8,121
54,tt12540418,7.2,842
58,tt12541427,8.3,12
64,tt12541634,5.3,15
66,tt12536025,6.3,149
70,tt12533245,6.5,11
71,tt0977637,6.3,1034
73,tt12531999,5.9,13
77,tt12544362,7.8,89
80,tt0015156,5.2,5
81,tt2083932,5.9,15
84,tt12535617,6.9,23538
87,tt12535533,7.3,754
89,tt6620638,6.5,8
93,tt12532992,5.3,17
97,tt12531800,5.0,755
99,tt12539478,8.2,11
101,tt1337354,7.2,847
102,tt12538281,2.5,803
104,tt12542862,7.3,15
107,tt0471839,5.2,31
112,tt12537316,6.6,7
116,tt12536172,7.0,5
118,tt0234528,8.6,9
121,tt12534531,4.7,68
122,tt12535718,7.7,25
131,tt12538966,5.0,285
133,tt12533597,7.2,673
135,tt0494712,2.3,805
137,tt12539959,5.8,304
139,tt7388830,7.7,16
141,tt12534020,1.5,11
146,tt12533448,4.5,386
148,tt12531194,7.5,17
149,tt12531668,10.0,15
156,tt12541379,4.4,1186
160,tt12531236,7.1,11
161,tt12536038,6.0,-4
166,tt12537406,8.2,16
171,tt12541929,6.9,0
180,tt12539386,6.2,6
185,tt0250200,6.2,6
188,tt12536369,8.0,79
189,tt3073216,6.4,5
194,tt12531452,8.0,3124
197,tt12533903,7.1,54
199,tt10410130,9.1,8
205,tt12544326,4.6,52
206,tt12534789,6.0,22
208,tt1024156,9.0,111
211,tt12543923,5.6,15
215,tt12535069,5.7,21
216,tt12536445,7.0,256
219,tt12543760,4.6,12
228,tt3526322,7.2,5
230,tt12545128,5.8,96
236,tt12537252,6.5,6
239,tt2302511,6.8,20
241,tt2513610,8.0,5
248,tt12543632,5.9,8
249,tt12543415,5.0,6
251,tt12545321,7.4,5
252,tt12534589,7.1,7
264,tt12544636,7.9,981
266,tt12531325,7.3,29
269,tt12539069,5.9,14
282,tt12542127,5.5,21
284,tt12543389,7.1,19
286,tt1155541,6.6,9
289,tt12537970,6.2,6
295,tt12538176,8.0,4
296,tt12534252,5.9,10
297,tt12533508,1.7,22
301,tt12542555,6.6,29
304,tt12539679,4.3,5
309,tt12532389,7.1,17
311,tt1672376,6.4,5
313,tt12532006,6.3,25
314,tt12539242,7.0,6
323,tt12535434,7.2,24
325,tt12536682,6.7,31
326,tt12542380,6.8,11
329,tt3364888,6.1,11
333,tt12532520,7.0,218
335,tt12535716,7.2,9
338,tt12540974,6.8,11
342,tt12531526,5.0,835
345,tt12532225,6.2,940
346,tt12532388,7.0,14
349,tt12538413,5.6,21
350,tt9652752,7.6,13
354,tt12543216,8.7,7
356,tt2770480,6.9,11052
358,tt12536026,5.8,149
363,tt12534492,5.5,25
364,tt12533973,6.8,-5
366,tt12541123,5.9,371
368,tt12539290,7.5,1483
369,tt12534401,4.8,448
371,tt3314940,7.6,5
372,tt12541426,7.7,14
373,tt12535110,5.4,87
377,tt12535631,4.8,5
378,tt12533587,4.7,1710
384,tt12531670,9.7,6
386,tt2180561,7.6,68
390,tt0205948,7.5,11
392,tt12543975,7.1,8
397,tt12539278,5.9,96
398,tt0956193,7.1,30
399,tt12545793,6.1,8
402,tt2309949,4.3,7
403,tt12531574,7.9,8
405,tt12535618,5.2,125
409,tt12543995,7.7,12
416,tt12534909,7.2,18816
419,tt12540322,4.9,18
421,tt0050047,8.1,11
423,tt12540495,7.6,12
428,tt12534073,5.6,68
430,tt12538548,7.3,109
431,tt12540629,6.8,3
443,tt2953038,8.0,9
445,tt12545092,7.2,44
447,tt12538458,8.3,29
448,tt12533348,7.6,353
473,tt12541583,6.4,5
474,tt12542966,6.3,24
477,tt12544877,6.4,527
478,tt4241804,8.8,9
479,tt12531573,7.9,8
488,tt12541356,6.1,116
498,tt12531801,4.7,774
500,tt12540764,3.6,15
505,tt0246906,6.6,256
507,tt12534800,5.3,358
509,tt12531853,8.7,9
510,tt12542722,7.0,487
512,tt12542147,7.7,735
515,tt12535341,7.4,8
520,tt12537415,3.6,815
523,tt12532925,6.3,29
525,tt12541619,7.7,18
526,tt12543431,6.1,23
527,tt12533525,8.8,10
534,tt12540719,4.6,71
535,tt12543284,6.7,18
536,tt12531998,5.9,13
538,tt12533122,7.5,504
540,tt12534945,6.0,10
541,tt12543062,7.9,32
543,tt12533596,6.9,672
544,tt12538616,7.0,91
545,tt12539676,4.1,85
546,tt10036886,7.8,25
548,tt12531827,7.5,1153
554,tt12531131,6.8,53
556,tt12534960,8.9,25
558,tt12542003,6.2,13
561,tt1078899,4.8,1597
562,tt12532394,6.6,36
567,tt12545460,9.0,1892
570,tt12534757,3.7,293
575,tt12533404,7.2,37
581,tt12539366,7.4,13
582,tt12541734,5.2,64
584,tt7272242,7.0,867
586,tt12538451,6.2,13
590,tt2268019,7.4,615
591,tt12542981,6.3,48
593,tt12535810,5.2,253
594,tt1145500,8.7,1892
595,tt12540839,5.9,900
596,tt12541834,3.7,40
597,tt12535538,6.9,3
598,tt12535448,6.0,94
599,tt12537279,7.8,25
605,tt12532402,4.8,33
606,tt5120734,6.7,91
608,tt0195054,6.4,120
616,tt0347191,7.9,7
621,tt12540328,8.4,494
625,tt12543524,4.5,28
628,tt12537672,6.4,0
629,tt7176076,9.3,20
632,tt12539188,8.6,0
634,tt12543042,5.6,30
637,tt2234551,7.7,62
639,tt12533972,6.9,-3
641,tt12534776,10.4,0
642,tt12533048,6.8,7
644,tt1151649,5.8,96
646,tt4575788,6.2,5
650,tt0284537,6.0,331
655,tt1693592,7.9,8206
661,tt12536223,7.5,4
662,tt12537608,6.6,6
664,tt12545361,5.8,40
667,tt12534867,6.0,926
671,tt12532526,6.2,26
674,tt2907124,6.3,26
675,tt0058975,8.3,37
679,tt0482220,7.4,14
682,tt12534801,5.4,358
683,tt2613788,3.6,21
685,tt12542548,7.6,7
686,tt12535643,3.9,47
692,tt4213788,6.0,6
693,tt0990310,5.5,28
694,tt5919848,7.6,88
695,tt12539057,8.2,20
696,tt0046813,6.0,155
697,tt1370191,9.5,8
698,tt12539758,5.4,150
699,tt12539406,5.9,428
701,tt12532422,6.8,9
702,tt12543762,4.5,10
703,tt12541764,6.0,155
706,tt12543673,6.0,12
708,tt12535878,7.1,23
709,tt12545911,7.2,24
711,tt12536681,6.7,31
717,tt12540985,4.6,8
718,tt0092451,7.7,107
721,tt12541633,5.3,13
724,tt0205872,5.5,62
725,tt12538659,7.8,48
727,tt1172587,5.7,1551
728,tt12539152,7.4,66
730,tt3142914,5.0,20
731,tt0212651,7.2,5
732,tt0204694,5.5,23
742,tt12540412,6.7,138
745,tt12544735,9.2,9
751,tt3811966,4.4,5
756,tt12540215,6.5,21
761,tt12545082,5.1,9
767,tt12535368,6.7,84
769,tt12538617,6.0,43
773,tt12534409,6.8,5
774,tt10954426,6.3,29
775,tt0484802,5.4,153
777,tt12544297,5.1,5
780,tt12544708,8.3,13
781,tt12540694,4.1,16
785,tt12534302,9.0,30
786,tt12540106,6.2,2823
787,tt0265743,6.2,17
790,tt12535744,5.7,9
794,tt12545320,7.2,5
801,tt12533399,7.9,-3
805,tt12545311,3.0,33
806,tt12542890,7.8,-4
807,tt12537804,7.3,2
809,tt12534799,5.3,353
810,tt12541338,7.7,-3
811,tt12542249,7.2,40
815,tt4026034,7.1,1688
816,tt12532623,4.0,182
817,tt12542786,6.8,71
821,tt12541776,6.1,18
823,tt12542472,6.5,34
826,tt12533393,4.6,12
827,tt12541306,5.8,22
828,tt12545340,6.9,56
829,tt3782864,8.1,18
832,tt12538715,6.0,25
840,tt12539054,7.0,6
843,tt12532309,6.1,359
844,tt12539218,8.2,15
845,tt0393824,5.1,11
846,tt12539124,3.9,7
849,tt2907394,4.3,299
850,tt0762082,7.9,20
851,tt12535208,5.5,114
853,tt0955242,3.6,9
858,tt12536927,8.0,8
859,tt12532409,8.8,10
863,tt12532975,6.1,22
866,tt12536900,6.8,20
867,tt12534424,6.0,40
870,tt12534604,8.5,26
873,tt10418830,6.8,5
876,tt12544635,8.0,987
882,tt12545176,7.4,5
884,tt12533849,6.5,10
886,tt4327728,10.0,15
887,tt2104487,5.9,13
889,tt12533192,7.0,7
890,tt12542591,7.7,17
893,tt1865769,5.9,11910
895,tt12536072,3.7,14
900,tt12544617,6.9,38
903,tt12542632,7.1,251
905,tt12533099,6.9,863
906,tt6766384,5.0,7
908,tt12544094,7.0,872
914,tt12538177,7.7,6
916,tt12544531,3.5,-3
918,tt12541099,8.6,105759
919,tt12532519,7.1,209
922,tt12534961,8.9,20
924,tt0074294,4.7,81
926,tt5447520,2.0,15
928,tt12533075,9.3,22
933,tt6002956,7.2,5
935,tt0024542,1.6,10
938,tt12536517,4.6,9
939,tt1374943,7.6,8
941,tt2269908,6.9,15
944,tt12545862,7.1,615
946,tt0077206,5.8,47
947,tt12537165,6.7,15
952,tt12542103,9.1,14
955,tt1644575,7.8,59
959,tt12541163,7.1,128
961,tt2279927,5.6,73
966,tt12541409,3.6,9
970,tt12536018,6.0,45
978,tt12545794,6.4,8
984,tt7493294,6.1,12
986,tt12545975,6.4,141
988,tt12532705,1.3,33
989,tt12544185,6.7,5
991,tt12544010,5.0,5
992,tt12539216,8.5,10
993,tt1496903,8.1,45
996,tt12534371,5.5,7
1004,tt2035561,6.5,10
1005,tt12539178,6.8,6
1008,tt1967616,5.3,6
1011,tt12533429,6.7,4077
1012,tt0085273,5.6,435
1013,tt12545734,6.7,28
1017,tt12540499,6.7,10
1018,tt12543269,5.3,26
1024,tt12540296,6.0,10
1026,tt12539407,5.6,433
1029,tt12542685,5.8,35
1033,tt12541591,6.2,423128
1040,tt12534045,6.2,13
1047,tt12538540,7.6,8209
1049,tt3822730,6.5,13
1050,tt12537069,5.7,38517
1058,tt12532061,8.7,14
1060,tt1849823,6.9,56
1061,tt12536947,6.6,32
1064,tt12539476,8.2,10
1071,tt12533643,6.2,23
1081,tt12534588,7.1,7
1087,tt5236976,7.0,12
1089,tt12541062,7.7,112
1095,tt0232677,8.1,46
1097,tt12535715,7.0,13
1098,tt12542310,6.9,24
1103,tt12531640,8.4,5
1107,tt11428420,7.2,43
1109,tt0043750,6.2,21
1111,tt0055630,8.2,105759
1112,tt1202151,5.6,9
1113,tt12536863,7.6,76
1115,tt12539316,5.7,134
1122,tt4134634,4.7,68
1124,tt12540202,5.5,16
1130,tt0227853,6.8,53
1132,tt12545175,7.6,5
1134,tt12536308,6.0,4491
1137,tt12543823,4.5,18
1138,tt12533178,5.0,6
1139,tt12537186,7.1,462
1140,tt5014322,6.7,42
1142,tt7612392,5.1,53
1147,tt2017708,6.4,8
1151,tt12538564,5.0,3
1152,tt0161597,6.8,6
1157,tt0431579,5.4,34
1158,tt12541952,8.0,32
1159,tt12543528,7.1,7
1161,tt12542017,7.7,6
1163,tt12543718,8.5,1998
1164,tt12544460,8.0,140
1168,tt12534198,6.5,89
1170,tt0407961,6.4,7
1181,tt0395147,7.1,78
1183,tt12544616,6.5,33
1185,tt12541124,6.2,371
1187,tt12540403,7.4,50
1188,tt12534346,7.4,564
1190,tt0336822,6.9,41
1192,tt3352564,8.5,17
1197,tt12543484,7.1,456
1198,tt0386470,7.9,77
1199,tt12531396,5.8,28
1201,tt0109082,5.0,5
1202,tt2391875,7.1,7
1203,tt2294965,6.2,2469
1213,tt0301963,6.6,15
1215,tt12540975,6.8,12
1216,tt0949506,6.0,231
1217,tt7217962,6.0,194
1218,tt12545356,1.2,123
1220,tt12533346,7.1,349
1224,tt12542686,5.0,12
