tid,species,version,language,flavor_text
218475,rec-836-dup-0,,12,电力增强了它的脚力当以最高速度奔跑时速可以轻易超过９０公里
217271,rec-857-dup-0,,3,강한 감정을 품은 자라면누가 됐든 조용하게 만드는데그 수단이 매우 난폭하다.
204364,id-91,,4,一旦牠把殼閉上，無論是擁有什麼樣怪力的人都無法將其打開。
220289,rec-52-dup-1,34,12,为了不弄脏额头上的金币会常常洗脸伽勒尔o的喵喵关系不好
217441,rec-361-dup-0,33,12,据说半夜出现的雪w童子会带来s大雪靠吃雪和冰为生
209209,id-521,34,9,This Pokémon is intelligent and intensely proud.People will sit up ancl take notice lf you becomethe Trainer of one.
220510,rec-196-dup-0,,9,By reading air currents it can predict things sucbas the weather or its foes next move.
224385,id-430,23,7,"Si uno lanza un grito profundo, loa demás acuden.Por eso se le llama también Invocador de la Noche."
205983,id-212,,3,몸은 가늘지만 공격력은무시무시하다. 몸의 근육도금속으로 되어 있다.
219550,rec-171-dup-0,33,4,電燈怪發出的光有著極高的f亮度甚至w可以從５０００公尺深的水底照亮水面
214645,id-864,34,5,
215447,rec-647-dup-1,,11,厳しい　戦いを　潜りぬけて額の　ツノが　鍛えられると真の　力が　目覚めるという
223337,id-181,,7,La punta de su cola reluce brillantemente y puede servista desde lejo5. Es usado como faro.
205403,id-147,,3,오랫동안 환상이라고 불렸다.이마에 있는 작은 돌기는성장하고 있는 뿔이다.
223441,id-204,,7,Le gusta engrosar su coraza añadiendo correzas deárbol. El aumento de peso no le molesta.
217037,rec-36-dup-0,,4,妖精的一種極少出現在人類面前一感覺到有人會立刻逃走
218146,rec-621-dup-0,,3,토굴에 산다. 몸이 차가워지면움직이지 못하기 때문에일광욕을 거르지 않는다.
209607,id-546,34,7,"Combinando los algodomes de los Cottonee yEldegoss se obtiene una tela exquisita, que vsanlas marcas más exclusivas."
216768,rec-527-dup-0,34,12,一边发出超音波一边飞飞去寻找虫宝可梦来填饱自己的肚子
217210,rec-79-dup-0,34,6,Tajcht es seine Rute ins Wasser strömt sie einsüßes Arorna aus. Mit diesem Köder lockt esandere Pokémon an die es dann an Land zieht.
207821,id-376,,12,由于当气温下降至０度以下时磁力会增强，栖息在雪山上的巨金怪特别有活力。
222930,id-23,23,8,Con il tempo 5i fa sempre più lungo. La notte qvvolgeil suo corpo attorno a qualche ramo per dormire.
218712,rec-445-dup-0,33,9,
216719,rec-815-dup-0,33,5,Il drible avec des oierres pour en fairedes ballons enflammés avant de tirersur ses adversaires pour les brûler.
207844,id-377,34,4,有人利用最新的科學技術調查了牠的岩石身體，但卻找不到牠的大腦或心臟。
222112,rec-641-dup-1,,1,トルネロスの　しっぽから　ふきだしたエネルギーが　おおあらしを　おこすみんかを　ふきとばす　パワー
212564,id-738,34,4,
222011,rec-585-dup-0,18,5,Quand la saison change il change depelage et dodeur. Un Pokénon quiannonce le passage de5 saisons.
220502,rec-196-dup-0,34,8,Lotta emettendo poteri psichici dalla sferache ha sulla fronte che diventq più scu5aman mano che le sue energie diminuiscono.
206353,id-241,,3,영양 만점의 우유를 만들어내서옛날부터 사람과 포켓몬의삶을 지탱해왔다.
213396,id-790,33,6,"Es wird von einer Schale umhüllt, deren HärteMenschen yor ein Rätsel stelkt. Es wächst, indemes in Sternenlicht badet."
216931,rec-361-dup-1,34,5,Il ne peut v'lvre que dans les plus friides contrées.Il saccommode parfaitement de températuresatteignant les - 100 °C.
215891,rec-746-dup-0,33,11,
214228,id-843,,8,Espelle sabbia dalle narici accecando il nemicoper distrarlo e je approfitta per nascondersisottoterra.
222283,rec-456-dup-0,12,9,After long exposure to 5unlightthe patterns om its tail fins shinevividly when darkness arrives.
214472,id-856,,1,あたまの　とっきで　せいぶつのきもちを　かんじとる。　おだやかなものにしか　こころを　ひらかない。
209781,id-555,,12,总是热血沸腾的宝可梦。它厚重的手臂使出的拳击甚至能把翻斗车打得粉碎。
208532,id-451,,1,すなに　からだを　うずめ　じっとえものを　まちつづけている。ヤクデと　そせんが　ちかい。
219468,rec-240-dup-0,34,5,Il vit près des volcams. À la fin de la journéeil se détend fans un bon bain de magma.
209259,id-526,,9,"This hardy Pokémon can often be found onconstruction sites and in mines, workingalongside people and Copperajah."
224248,id-400,12,9,It makes its nest by damm:ngstreams with bark and mud. It i5known as an industrious worker.
209250,id-525,,11,音で　まわりの　様子を　探る。怒らせると　体の　向きを変えないまま　追ってくる。
221269,rec-169-dup-1,34,12,
217330,rec-579-dup-0,33,7,Prefiere derribar a los rivales haxiendo girar susfuertes brazos antes que valerse de sus poderesextrasensoriales.
206839,id-295,,9,"In the past, people would use the loud voices ofthese Pokémon as a means 0f communicationbetween distant cities."
203208,id-3,,8,Il suo fiore emana una fragranza inebriantecapace di placa5e l’animo di chi è impegnatonella lotta.
221777,rec-249-dup-0,23,6,Es schläft in einem Tiefseegraben. Schwingt es5eins Flügel entsteht ein Sturm der 40 Tage dauert.
214196,id-842,33,6,Nach dem Verzehr eines süßen Apfels hat es sichentwickelt. E5 verströmt einen süßen Duft undlockt damit sein Futter an: Käfer-Pokémon.
216569,rec-81-dup-0,33,8,
205985,id-212,34,5,
203696,id-40,33,6,"Je mehr Luft es einatmet, desto größer wjrd es.Ist es verärgert, bläst es seinen Körper rnorm aufund schüchtert so seine Gegner ein."
