tid,id,title,authors,venue,year
3,3BxllB4wwcIJ,Immunogold labelling is a quantitative method as demonstrated by studies on aminopeptidase N in  ,"GH Hansen, LL Wetterberg, H SjÃ¶strÃ¶m, O NorÃ©n","The Histochemical Journal,",1992
4,d2WWxwKMex4J,The Burden of Infectious Disease Among Inmates and Releasees From Correctional Facilities,"TM Hammett, P Harmon, W Rhodes",see,
17,0GT_dHqK5roJ,A Database Index to Large Biological Sequences,"E Hunt, MP Atkinson, RW Irving",,
20,k9_rZiB4rKoJ,Recognita Plus: OCR with Strength in Hardware,B Simon,"PC Magazine (10),",
23,XLslbG3-JYcJ,The Racing Algorithm: Model Selection for Lazy Learners,"O Maron, AW Moore","Artificial Intelligence Review,",1997
26,0HMk-YUh4i8J,Too Much Middleware,M Stonebraker,"SIGMOD Record,",2002
29,7B7KCnJu4j8J,Flight to Objectivity: Essays on Cartesianism and Culture,S Bordo,,
30,wGTOB7ImnLYJ,Capturing Design Rationale in Concurrent Engineering Teams,M Klein,,
32,pvUeHhayZ88J,Wanted: True believers,F Hayes,"Computerworld,",
36,_-p7FOuTcEIJ,Electrocardiographic manifestations: patterns that confound the EKG diagnosis of acute myocardial  ,"WJ Brady, TC Chan, M Pollack","JOURNAL OF EMERGENCY MEDICINE,",2000
38,x28I9Elj9KIJ,Caldwell,"P Consultants, B PC","&hellip;  for Comparison of Supplemental Technology Demonstration  &hellip;,",
41,PL5DRujtg88J,Foot orthoses.. Williams &amp; Wilkins: Baltimore,KK Wu,"MD,",
46,OhxtDo0PX1cJ,Load Balancing in Dynamic Structured P2P Systems,SSY Patel,,
53,r7Nwb5Ja0V4J,Optimally sparse representations in general dictionaries by l 1 minimization,"D Donoho, M Elad","Technical Report, Statistics Department, Stanford University, ",
55,nN73C1WoRB8J,A sigma~ 3 type condition for heavy cycles in weighted graphs,"S Zhang, X Li, H Broersma","DISCUSSIONES MATHEMATICAE GRAPH THEORY,",2001
59,Ei9esmN5czwJ,Internal and External Motivation to Respond Without Prejudice,"E Ashby Plant, PG Devine","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1998
60,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D2147016CI,White Christmas could become dream.,W Brandel,"COMPUTERWORLD.,",1989
61,uWeDXtelPrMJ,Virtual reality: Through the new looking glass,"K Pimentel, K Teixeira",,1993
63,s_0_4qYX9w0J,Myocardial infarction and the emotional climate,"AH Crisp, M Queenan, MF D'Souzaâ?¦","Lancet, i,",1984
65,XCdKCLPJ9gkJ,On the nature of continental shelves: Academic Press,JJ WALSH,"San Diego,",
68,8HeCBYmbIQ0J,Predicting the Benefits of Information Retrieval Techniques,A Arnt,,
70,AKJwRjF08K0J,The Defect Structure and Mechanical Properties of Spinel Single Crystals,MH Lewis,"Phil. Mag,",
71,tjou0W77VQ4J,Real-Time networking for the implementation of CIM,"LR Lin, HP Huang",Proc. Int. Conf. Automation,
84,97VsqVpS6BgJ,"coauthors, 2003: European temperature variability over the last 500 years, uncertainties, extremes  ",J Luterbacher,,
88,53H7hIhiY_oJ,"stevens CE, Harley EJ, Zang EA, Oleszko WR, William DC, et al",W Szmuness,"Hepatitis B vaccine: Demonstration of efficacy in a  &hellip;,",
90,GEpXbBgtUp8J,Characterizing the effects of clock jitter due to substrate noise in discrete-time 1= 6 modulators,P Heydari,"Proc. IEEE/ACM Design Automation Conf,",
96,Pwzqj15AEKgJ,New developments in laser resonators,AE Siegman,,1990
98,LU7BfMnARgYJ,Comparing Data Streams Using Hamming Norms (How to Zero In),"G Cormode, M Datar, P Indyk, S Muthukrishnan","IEEE Transactions on Knowledge and Data Engineering,",2003
99,M7up_B3A8YgJ,A quantitative cytochemical assay for osteoclast acid phosphatase activity in foetal rat calvaria,"DM Webber, IP Braidman, WR Robertson, DC Anderson","The Histochemical Journal,",1988
104,eFF15B-MYzoJ,Affinity Relation Discovery in Image Database Clustering and Content-based Retrieval,"ML Shyu, SC Chen, M Chen, C Zhang","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
105,AVGTDRLrxUkJ,Vision-based Pedestrian Detection: will Ants Help?,"M Bertozzi, A Broggi, A Fascioli",,
106,6kZN4cd0zWAJ,Evaluating Administrators.,DP Hoyt,"New Directions for Higher Education,",1982
