tid,species,generation,evolves_from_species,evolution_chain,color,shape,habitat,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate,forms_switchable,is_legendary,is_mythical,conquest_order
239588,id-71,1,id-70,29,5,5,2,4,45,70,0,20,0,4,0,0,0,
239590,id-73,1,id-72,30,2,10,7,4,60,50,0,20,0,1,0,0,0,
239595,id-78,1,id-77,32,10,8,3,4,60,50,0,20,0,2,0,0,0,
239599,id-112,1,id-111,50,4,6,6,4,60,50,0,20,1,1,0,0,0,161
239605,id-4,1,,2,8,6,4,1,45,50,0,20,0,4,0,0,0,109
239610,id-2,1,id-1,1,5,8,3,1,45,50,0,20,0,4,0,0,0,
239614,id-8,1,id-7,3,2,6,9,1,45,50,0,20,0,4,0,0,0,
239615,id-9,1,id-8,3,2,6,9,1,45,50,0,20,0,4,1,0,0,
239622,id-202,2,id-360,100,2,5,1,4,45,50,0,20,1,2,0,0,0,
239629,id-209,2,,105,6,12,8,6,190,70,0,20,0,3,0,0,0,
239635,id-589,5,id-588,299,4,4,,4,75,50,0,15,0,2,0,0,0,
239641,id-813,8,,431,9,,,1,45,50,0,20,0,4,0,0,0,
239645,id-878,8,,460,10,,,4,190,50,0,25,0,2,0,0,0,
239646,id-873,8,id-872,455,9,,,4,75,50,0,20,0,2,0,0,0,
239650,id-877,8,,459,10,,,4,180,50,0,10,0,2,0,0,0,
239652,id-875,8,,457,2,,,4,60,50,0,25,0,1,0,0,0,
239659,id-502,5,id-501,258,2,6,,1,45,70,0,20,0,4,0,0,0,107
239660,id-501,5,,258,2,6,,1,45,70,0,20,0,4,0,0,0,106
239664,id-505,5,id-504,259,3,6,,4,255,70,0,20,0,2,0,0,0,
239667,id-625,5,id-624,317,8,12,,4,45,35,0,20,0,2,0,0,0,159
239672,id-623,5,id-622,316,5,12,,-1,90,50,0,25,0,2,0,0,0,
239674,id-489,4,,250,2,4,,-1,30,70,0,40,0,1,0,0,1,
239677,id-483,4,,244,9,8,,-1,3,0,0,120,0,1,0,1,0,195
239680,id-486,4,,247,9,12,,-1,3,0,0,120,0,1,0,1,0,
239683,id-485,4,,246,3,8,,4,3,100,0,10,0,1,0,1,0,
239685,id-477,4,id-356,182,1,4,,4,45,35,0,25,0,3,0,0,0,71
239691,id-471,4,id-133,67,2,8,,1,45,35,0,35,0,2,0,0,0,8
239696,id-377,3,,193,3,12,1,-1,3,35,0,80,0,1,0,1,0,
239706,id-575,5,id-574,293,7,12,,6,100,50,0,20,0,4,0,0,0,64
239707,id-572,5,,292,4,8,,6,255,50,0,15,0,3,0,0,0,96
239709,id-570,5,,291,4,8,,1,75,50,0,25,0,4,0,0,0,154
239712,id-397,4,id-396,206,3,9,,4,120,70,0,15,1,4,0,0,0,27
239725,id-251,2,,129,5,12,2,-1,45,100,0,120,0,4,0,0,1,
239727,id-618,5,,313,3,3,,4,75,70,0,20,0,2,0,0,0,
239729,id-652,6,id-651,337,5,6,,1,45,70,0,20,0,4,0,0,0,
239735,id-205,2,id-204,102,7,1,2,4,75,70,0,20,0,2,0,0,0,57
239737,id-658,6,id-657,339,2,12,,1,45,70,0,20,0,4,0,0,0,
239739,id-754,7,id-753,388,6,12,,4,75,50,0,20,0,2,0,0,0,
239744,id-171,2,id-170,86,2,3,7,4,75,50,0,20,0,1,0,0,0,
239752,id-716,6,,368,2,8,,-1,45,0,0,120,0,1,1,1,0,
239754,id-714,6,,367,7,9,,4,190,50,0,20,0,2,0,0,0,
239756,id-619,5,,314,10,6,,4,180,50,0,25,0,4,0,0,0,
239760,id-176,2,id-175,87,9,12,2,1,75,50,0,10,0,3,0,0,0,
239761,id-647,5,,334,10,8,,-1,3,35,0,80,0,1,1,0,1,
239766,id-45,1,id-44,18,8,12,3,4,45,50,0,20,1,4,0,0,0,
239798,id-845,8,,444,2,,,4,45,50,0,20,0,2,0,0,0,
239803,id-533,5,id-532,272,4,12,,2,90,50,0,20,0,4,0,0,0,102
239807,id-537,5,id-536,273,2,12,,4,45,50,0,20,0,4,0,0,0,
239811,id-432,4,id-431,221,4,8,,6,75,70,0,20,0,3,0,0,0,
239813,id-430,4,id-198,97,1,9,,4,30,35,0,20,0,4,0,0,0,
239815,id-436,4,,224,5,1,,-1,255,50,0,20,0,2,0,0,0,
239819,id-888,8,,467,2,,,-1,10,0,0,120,0,1,0,1,0,
239821,id-889,8,,468,8,,,-1,10,0,0,120,0,1,0,1,0,
239825,id-695,6,id-694,356,10,6,,4,75,50,0,20,0,2,0,0,0,
239833,id-327,3,,165,3,6,4,4,255,70,0,15,0,3,0,0,0,
239836,id-324,3,,163,3,8,4,4,90,50,0,20,0,2,0,0,0,
239838,id-289,3,id-288,143,3,12,2,4,45,70,0,15,0,1,0,0,0,
